symbol,name,yahoo,stockanalysis,has_listing
CASTROLIND,Castrol India Limited,CASTROLIND.NS,CASTROLIND,1
CCAVENUE,AvenuesAI Limited,CCAVENUE.NS,CCAVENUE,1
CCCL,Consolidated Construction Consortium Limited,CCCL.NS,CCCL,1
CCHHL,Country Club Hospitality & Holidays Limited,CCHHL.NS,CCHHL,1
CCL,CCL Products (India) Limited,CCL.NS,CCL,1
CDSL,Central Depository Services (India) Limited,CDSL.NS,CDSL,1
CEATLTD,CEAT Limited,CEATLTD.NS,CEATLTD,1
CEIGALL,Ceigall India Limited,CEIGALL.NS,CEIGALL,1
CEINSYS,Ceinsys Tech Limited,CEINSYS.NS,CEINSYS,1
CELEBRITY,Celebrity Fashions Limited,CELEBRITY.NS,CELEBRITY,1
CELLO,Cello World Limited,CELLO.NS,CELLO,1
CEMPRO,Cemindia Projects Limited,CEMPRO.NS,CEMPRO,1
CENTENKA,Century Enka Limited,CENTENKA.NS,CENTENKA,1
CENTEXT,Century Extrusions Limited,CENTEXT.NS,CENTEXT,1
CENTRALBK,Central Bank of India,CENTRALBK.NS,CENTRALBK,1
CENTRUM,Centrum Capital Limited,CENTRUM.NS,CENTRUM,1
CENTUM,Centum Electronics Limited,CENTUM.NS,CENTUM,1
CENTURYPLY,Century Plyboards (India) Limited,CENTURYPLY.NS,CENTURYPLY,1
CERA,Cera Sanitaryware Limited,CERA.NS,CERA,1
CESC,CESC Limited,CESC.NS,CESC,1
CEWATER,Concord Enviro Systems Limited,CEWATER.NS,CEWATER,1
CGCL,Capri Global Capital Limited,CGCL.NS,CGCL,1
CGPOWER,CG Power and Industrial Solutions Limited,CGPOWER.NS,CGPOWER,1
CHALET,Chalet Hotels Limited,CHALET.NS,CHALET,1
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,CHAMBLFERT.NS,CHAMBLFERT,1
CHEMPLASTS,Chemplast Sanmar Limited,CHEMPLASTS.NS,CHEMPLASTS,1
CHENNPETRO,Chennai Petroleum Corporation Limited,CHENNPETRO.NS,CHENNPETRO,1
CHEVIOT,Cheviot Company Limited,CHEVIOT.NS,CHEVIOT,1
CHOICEIN,Choice International Limited,CHOICEIN.NS,CHOICEIN,1
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,CHOLAFIN.NS,CHOLAFIN,1
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,CHOLAHLDNG.NS,CHOLAHLDNG,1
CIEINDIA,CIE Automotive India Limited,CIEINDIA.NS,CIEINDIA,1
CIFL,Capital India Finance Limited,CIFL.NS,CIFL,1
CINELINE,Cineline India Limited,CINELINE.NS,CINELINE,1
CINEVISTA,Cinevista Limited,CINEVISTA.NS,CINEVISTA,1
CIPLA,Cipla,CIPLA.NS,CIPLA,1
CLEAN,Clean Science and Technology Limited,CLEAN.NS,CLEAN,1
CLEANMAX,Clean Max Enviro Energy Solutions Limited,CLEANMAX.NS,CLEANMAX,1
CLSEL,Chaman Lal Setia Exports Limited,CLSEL.NS,CLSEL,1
CMPDI,Central Mine Planning & Design Institute Limited,CMPDI.NS,CMPDI,1
CMSINFO,CMS Info Systems Limited,CMSINFO.NS,CMSINFO,1
CNL,Creative Newtech Limited,CNL.NS,CNL,1
COALINDIA,Coal India,COALINDIA.NS,COALINDIA,1
COASTCORP,Coastal Corporation Limited,COASTCORP.NS,COASTCORP,1
COCHINSHIP,Cochin Shipyard Limited,COCHINSHIP.NS,COCHINSHIP,1
COCKERILL,John Cockerill India Limited,COCKERILL.NS,COCKERILL,1
COFORGE,Coforge Limited,COFORGE.NS,COFORGE,1
COHANCE,Cohance Lifesciences Limited,COHANCE.NS,COHANCE,1
COLPAL,Colgate Palmolive (India) Limited,COLPAL.NS,COLPAL,1
COMFINTE,Comfort Intech Limited,COMFINTE.NS,COMFINTE,1
COMPUSOFT,Compucom Software Limited,COMPUSOFT.NS,COMPUSOFT,1
COMSYN,Commercial Syn Bags Limited,COMSYN.NS,COMSYN,1
CONCOR,Container Corporation of India Limited,CONCOR.NS,CONCOR,1
CONCORDBIO,Concord Biotech Limited,CONCORDBIO.NS,CONCORDBIO,1
CONFIPET,Confidence Petroleum India Limited,CONFIPET.NS,CONFIPET,1
CONTROLPR,Control Print Limited,CONTROLPR.NS,CONTROLPR,1
CORALFINAC,Coral India Finance & Housing Limited,CORALFINAC.NS,CORALFINAC,1
COROMANDEL,Coromandel International Limited,COROMANDEL.NS,COROMANDEL,1
CORONA,CORONA Remedies Limited,CORONA.NS,CORONA,1
COSMOFIRST,COSMO FIRST LIMITED,COSMOFIRST.NS,COSMOFIRST,1
COUNCODOS,Country Condo's Limited,COUNCODOS.NS,COUNCODOS,1
CPEDU,Career Point Edutech Limited,CPEDU.NS,CPEDU,1
CPPLUS,Aditya Infotech Limited,CPPLUS.NS,CPPLUS,1
CRAFTSMAN,Craftsman Automation Limited,CRAFTSMAN.NS,CRAFTSMAN,1
CRAMC,Canara Robeco Asset Management Company Limited,CRAMC.NS,CRAMC,1
CREATIVEYE,Creative Eye Limited,CREATIVEYE.NS,CREATIVEYE,1
CREDITACC,CREDITACCESS GRAMEEN LIMITED,CREDITACC.NS,CREDITACC,1
CREST,Crest Ventures Limited,CREST.NS,CREST,1
CRISIL,Crisil Limited,CRISIL.NS,CRISIL,1
CRIZAC,Crizac Limited,CRIZAC.NS,CRIZAC,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,CROMPTON.NS,CROMPTON,1
CROWN,Crown Lifters Limited,CROWN.NS,CROWN,1
CSBBANK,CSB Bank Limited,CSBBANK.NS,CSBBANK,1
CSLFINANCE,CSL Finance Limited,CSLFINANCE.NS,CSLFINANCE,1
CTE,Cambridge Technology Enterprises Limited,CTE.NS,CTE,1
CUB,City Union Bank Limited,CUB.NS,CUB,1
CUBEXTUB,Cubex Tubings Limited,CUBEXTUB.NS,CUBEXTUB,1
CUMMINSIND,Cummins India Limited,CUMMINSIND.NS,CUMMINSIND,1
CUPID,Cupid Limited,CUPID.NS,CUPID,1
CURAA,Cura Technologies Limited,CURAA.NS,CURAA,1
CYIENT,Cyient Limited,CYIENT.NS,CYIENT,1
CYIENTDLM,Cyient DLM Limited,CYIENTDLM.NS,CYIENTDLM,1
DABUR,Dabur India Limited,DABUR.NS,DABUR,1
DALBHARAT,Dalmia Bharat Limited,DALBHARAT.NS,DALBHARAT,1
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,DALMIASUG.NS,DALMIASUG,1
DAMCAPITAL,Dam Capital Advisors Limited,DAMCAPITAL.NS,DAMCAPITAL,1
DANGEE,Dangee Dums Limited,DANGEE.NS,DANGEE,1
DATAMATICS,Datamatics Global Services Limited,DATAMATICS.NS,DATAMATICS,1
DATAPATTNS,Data Patterns (India) Limited,DATAPATTNS.NS,DATAPATTNS,1
DAVANGERE,Davangere Sugar Company Limited,DAVANGERE.NS,DAVANGERE,1
DBCORP,D.B.Corp Limited,DBCORP.NS,DBCORP,1
DBL,Dilip Buildcon Limited,DBL.NS,DBL,1
DBOL,Dhampur Bio Organics Limited,DBOL.NS,DBOL,1
DCAL,Dishman Carbogen Amcis Limited,DCAL.NS,DCAL,1
DCBBANK,DCB Bank Limited,DCBBANK.NS,DCBBANK,1
DCI,Dc Infotech And Communication Limited,DCI.NS,DCI,1
DCMFINSERV,DCM Financial Services Limited,DCMFINSERV.NS,DCMFINSERV,1
DCMSHRIRAM,DCM Shriram Limited,DCMSHRIRAM.NS,DCMSHRIRAM,1
DCMSRIND,DCM Shriram Industries Limited,DCMSRIND.NS,DCMSRIND,1
DCW,DCW Limited,DCW.NS,DCW,1
DCXINDIA,DCX Systems Limited,DCXINDIA.NS,DCXINDIA,1
DDEVPLSTIK,Ddev Plastiks Industries Limited,DDEVPLSTIK.NS,DDEVPLSTIK,1
DECCANCE,Deccan Cements Limited,DECCANCE.NS,DECCANCE,1
DECNGOLD,Deccan Gold Mines Limited,DECNGOLD.NS,DECNGOLD,1
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS,DEEPAKFERT,1
DEEPAKNTR,Deepak Nitrite Limited,DEEPAKNTR.NS,DEEPAKNTR,1
DEEPINDS,Deep Industries Limited,DEEPINDS.NS,DEEPINDS,1
DELHIVERY,Delhivery Limited,DELHIVERY.NS,DELHIVERY,1
DELTACORP,Delta Corp Limited,DELTACORP.NS,DELTACORP,1
DELTAMAGNT,Delta Manufacturing Limited,DELTAMAGNT.NS,DELTAMAGNT,1
DEN,Den Networks Limited,DEN.NS,DEN,1
DENORA,De Nora India Limited,DENORA.NS,DENORA,1
DENTA,Denta Water and Infra Solutions Limited,DENTA.NS,DENTA,1
DEVIT,Dev Information Technology Limited,DEVIT.NS,DEVIT,1
DEVX,Dev Accelerator Limited,DEVX.NS,DEVX,1
DEVYANI,Devyani International Limited,DEVYANI.NS,DEVYANI,1
DGCONTENT,Digicontent Limited,DGCONTENT.NS,DGCONTENT,1
DHAMPURSUG,Dhampur Sugar Mills Limited,DHAMPURSUG.NS,DHAMPURSUG,1
DHANBANK,Dhanlaxmi Bank Limited,DHANBANK.NS,DHANBANK,1
DHANUKA,Dhanuka Agritech Limited,DHANUKA.NS,DHANUKA,1
DHARMAJ,Dharmaj Crop Guard Limited,DHARMAJ.NS,DHARMAJ,1
DHUNINV,Dhunseri Investments Limited,DHUNINV.NS,DHUNINV,1
DIACABS,Diamond Power Infrastructure Limited,DIACABS.NS,DIACABS,1
DIAMINESQ,Diamines & Chemicals Limited,DIAMINESQ.NS,DIAMINESQ,1
DIAMONDYD,Prataap Snacks Limited,DIAMONDYD.NS,DIAMONDYD,1
DICIND,DIC India Limited,DICIND.NS,DICIND,1
DIFFNKG,Diffusion Engineers Limited,DIFFNKG.NS,DIFFNKG,1
DIGIDRIVE,Digidrive Distributors Limited,DIGIDRIVE.NS,DIGIDRIVE,1
DIGITIDE,Digitide Solutions Limited,DIGITIDE.NS,DIGITIDE,1
DIGJAMLMTD,Digjam Limited,DIGJAMLMTD.NS,DIGJAMLMTD,1
DISAQ,Disa India Limited,DISAQ.NS,DISAQ,1
DIVGIITTS,Divgi Torqtransfer Systems Limited,DIVGIITTS.NS,DIVGIITTS,1
DIVISLAB,Divi's Laboratories,DIVISLAB.NS,DIVISLAB,1
DIXON,Dixon Technologies (India) Limited,DIXON.NS,DIXON,1
DJML,DJ Mediaprint & Logistics Limited,DJML.NS,DJML,1
DLF,DLF Limited,DLF.NS,DLF,1
DLINKINDIA,D-Link (India) Limited,DLINKINDIA.NS,DLINKINDIA,1
DMART,Avenue Supermarts,DMART.NS,DMART,1
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,DMCC.NS,DMCC,1
DNAMEDIA,Diligent Media Corporation Limited,DNAMEDIA.NS,DNAMEDIA,1
DODLA,Dodla Dairy Limited,DODLA.NS,DODLA,1
DOLATALGO,Dolat Algotech Limited,DOLATALGO.NS,DOLATALGO,1
DOLLAR,Dollar Industries Limited,DOLLAR.NS,DOLLAR,1
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,DOLPHIN.NS,DOLPHIN,1
DOMS,DOMS Industries Limited,DOMS.NS,DOMS,1
DONEAR,Donear Industries Limited,DONEAR.NS,DONEAR,1
DPABHUSHAN,D. P. Abhushan Limited,DPABHUSHAN.NS,DPABHUSHAN,1
DRAGARWQ,Dr Agarwals Eye Hospital Limited,DRAGARWQ.NS,DRAGARWQ,1
DRCSYSTEMS,DRC Systems India Limited,DRCSYSTEMS.NS,DRCSYSTEMS,1
DREAMFOLKS,Dreamfolks Services Limited,DREAMFOLKS.NS,DREAMFOLKS,1
DREDGECORP,Dredging Corporation of India Limited,DREDGECORP.NS,DREDGECORP,1
DRREDDY,Dr. Reddy's Laboratories,DRREDDY.NS,DRREDDY,1
DSSL,Dynacons Systems & Solutions Limited,DSSL.NS,DSSL,1
DTIL,Dhunseri Tea & Industries Limited,DTIL.NS,DTIL,1
DUCON,Ducon Infratechnologies Limited,DUCON.NS,DUCON,1
DVL,Dhunseri Ventures Limited,DVL.NS,DVL,1
DWARKESH,Dwarikesh Sugar Industries Limited,DWARKESH.NS,DWARKESH,1
DYCL,Dynamic Cables Limited,DYCL.NS,DYCL,1
DYNAMATECH,Dynamatic Technologies Limited,DYNAMATECH.NS,DYNAMATECH,1
DYNPRO,Dynemic Products Limited,DYNPRO.NS,DYNPRO,1
E2E,E2E Networks Limited,E2E.NS,E2E,1
EASEMYTRIP,Easy Trip Planners Limited,EASEMYTRIP.NS,EASEMYTRIP,1
EBGNG,GNG Electronics Limited,EBGNG.NS,EBGNG,1
ECLERX,eClerx Services Limited,ECLERX.NS,ECLERX,1
EDELWEISS,Edelweiss Financial Services Limited,EDELWEISS.NS,EDELWEISS,1
EFCIL,EFC (I) Limited,EFCIL.NS,EFCIL,1
EICHERMOT,Eicher Motors,EICHERMOT.NS,EICHERMOT,1
EIDPARRY,EID Parry India Limited,EIDPARRY.NS,EIDPARRY,1
EIEL,Enviro Infra Engineers Limited,EIEL.NS,EIEL,1
EIHAHOTELS,EIH Associated Hotels Limited,EIHAHOTELS.NS,EIHAHOTELS,1
EIHOTEL,EIH Limited,EIHOTEL.NS,EIHOTEL,1
EIMCOELECO,Eimco Elecon (India) Limited,EIMCOELECO.NS,EIMCOELECO,1
EKC,Everest Kanto Cylinder Limited,EKC.NS,EKC,1
ELANTAS,Elantas Beck India Limited,ELANTAS.NS,ELANTAS,1
ELCIDIN,EL CID Investments Limited,ELCIDIN.NS,ELCIDIN,1
ELDEHSG,Eldeco Housing And Industries Limited,ELDEHSG.NS,ELDEHSG,1
ELECON,Elecon Engineering Company Limited,ELECON.NS,ELECON,1
ELECTCAST,Electrosteel Castings Limited,ELECTCAST.NS,ELECTCAST,1
ELECTHERM,Electrotherm (India) Limited,ELECTHERM.NS,ELECTHERM,1
ELGIEQUIP,Elgi Equipments Limited,ELGIEQUIP.NS,ELGIEQUIP,1
ELGIRUBCO,Elgi Rubber Company Limited,ELGIRUBCO.NS,ELGIRUBCO,1
ELIN,Elin Electronics Limited,ELIN.NS,ELIN,1
ELITECON,Elitecon International Limited,ELITECON.NS,ELITECON,1
ELLEN,Ellenbarrie Industrial Gases Limited,ELLEN.NS,ELLEN,1
ELPROINTL,Elpro International Limited,ELPROINTL.NS,ELPROINTL,1
EMAMILTD,Emami Limited,EMAMILTD.NS,EMAMILTD,1
EMBDL,Embassy Developments Limited,EMBDL.NS,EMBDL,1
EMCURE,Emcure Pharmaceuticals Limited,EMCURE.NS,EMCURE,1
EMIL,Electronics Mart India Limited,EMIL.NS,EMIL,1
EMKAY,Emkay Global Financial Services Limited,EMKAY.NS,EMKAY,1
EMMVEE,Emmvee Photovoltaic Power Limited,EMMVEE.NS,EMMVEE,1
EMSLIMITED,EMS Limited,EMSLIMITED.NS,EMSLIMITED,1
EMUDHRA,eMudhra Limited,EMUDHRA.NS,EMUDHRA,1
ENDURANCE,Endurance Technologies Limited,ENDURANCE.NS,ENDURANCE,1
ENERGYDEV,Energy Development Company Limited,ENERGYDEV.NS,ENERGYDEV,1
ENGINERSIN,Engineers India Limited,ENGINERSIN.NS,ENGINERSIN,1
ENIL,Entertainment Network (India) Limited,ENIL.NS,ENIL,1
ENRIN,Siemens Energy India Limited,ENRIN.NS,ENRIN,1
ENTERO,Entero Healthcare Solutions Limited,ENTERO.NS,ENTERO,1
EPACK,EPACK Durable Limited,EPACK.NS,EPACK,1
EPACKPEB,EPack Prefab Technologies Limited,EPACKPEB.NS,EPACKPEB,1
EPIGRAL,Epigral Limited,EPIGRAL.NS,EPIGRAL,1
EPL,EPL Limited,EPL.NS,EPL,1
EQUITASBNK,Equitas Small Finance Bank Limited,EQUITASBNK.NS,EQUITASBNK,1
ERIS,Eris Lifesciences Limited,ERIS.NS,ERIS,1
ESABINDIA,Esab India Limited,ESABINDIA.NS,ESABINDIA,1
ESAFSFB,ESAF Small Finance Bank Limited,ESAFSFB.NS,ESAFSFB,1
ESCORTS,Escorts Kubota Limited,ESCORTS.NS,ESCORTS,1
ESSARSHPNG,Essar Shipping Limited,ESSARSHPNG.NS,ESSARSHPNG,1
ESTER,Ester Industries Limited,ESTER.NS,ESTER,1
ETERNAL,ETERNAL LIMITED,ETERNAL.NS,ETERNAL,1
ETHOSLTD,Ethos Limited,ETHOSLTD.NS,ETHOSLTD,1
EUREKAFORB,Eureka Forbes Limited,EUREKAFORB.NS,EUREKAFORB,1
EUROBOND,Euro Panel Products Limited,EUROBOND.NS,EUROBOND,1
EUROPRATIK,Euro Pratik Sales Limited,EUROPRATIK.NS,EUROPRATIK,1
EVEREADY,Eveready Industries India Limited,EVEREADY.NS,EVEREADY,1
EXCELINDUS,Excel Industries Limited,EXCELINDUS.NS,EXCELINDUS,1
EXCELSOFT,Excelsoft Technologies Limited,EXCELSOFT.NS,EXCELSOFT,1
EXICOM,Exicom Tele-Systems Limited,EXICOM.NS,EXICOM,1
EXIDEIND,Exide Industries Limited,EXIDEIND.NS,EXIDEIND,1
EXPLEOSOL,Expleo Solutions Limited,EXPLEOSOL.NS,EXPLEOSOL,1
EXXARO,Exxaro Tiles Limited,EXXARO.NS,EXXARO,1
FABTECH,Fabtech Technologies Limited,FABTECH.NS,FABTECH,1
FACT,Fertilizers and Chemicals Travancore Limited,FACT.NS,FACT,1
FAZE3Q,Faze Three Limited,FAZE3Q.NS,FAZE3Q,1
FCL,Fineotex Chemical Limited,FCL.NS,FCL,1
FCSSOFT,FCS Software Solutions Limited,FCSSOFT.NS,FCSSOFT,1
FDC,FDC Limited,FDC.NS,FDC,1
FEDDERSHOL,Fedders Holding Limited,FEDDERSHOL.NS,FEDDERSHOL,1
FEDERALBNK,The Federal Bank  Limited,FEDERALBNK.NS,FEDERALBNK,1
FEDFINA,Fedbank Financial Services Limited,FEDFINA.NS,FEDFINA,1
FERMENTA,Fermenta Biotech Limited,FERMENTA.NS,FERMENTA,1
FIBERWEB,Fiberweb (India) Limited,FIBERWEB.NS,FIBERWEB,1
FIEMIND,Fiem Industries Limited,FIEMIND.NS,FIEMIND,1
FILATEX,Filatex India Limited,FILATEX.NS,FILATEX,1
FINCABLES,Finolex Cables Limited,FINCABLES.NS,FINCABLES,1
FINEORG,Fine Organic Industries Limited,FINEORG.NS,FINEORG,1
FINKURVE,Finkurve Financial Services Limited,FINKURVE.NS,FINKURVE,1
FINOPB,Fino Payments Bank Limited,FINOPB.NS,FINOPB,1
FINPIPE,Finolex Industries Limited,FINPIPE.NS,FINPIPE,1
FIRSTCRY,Brainbees Solutions Limited,FIRSTCRY.NS,FIRSTCRY,1
FISCHER,Fischer Medical Ventures Limited,FISCHER.NS,FISCHER,1
FIVESTAR,Five-Star Business Finance Limited,FIVESTAR.NS,FIVESTAR,1
FLAIR,Flair Writing Industries Limited,FLAIR.NS,FLAIR,1
FLUOROCHEM,Gujarat Fluorochemicals Limited,FLUOROCHEM.NS,FLUOROCHEM,1
FMGOETZE,Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS,FMGOETZE,1
FOODSIN,Foods & Inns Limited,FOODSIN.NS,FOODSIN,1
FORCEMOT,FORCE MOTORS LTD,FORCEMOT.NS,FORCEMOT,1
FORTIS,Fortis Healthcare Limited,FORTIS.NS,FORTIS,1
FOSECOIND,Foseco India Limited,FOSECOIND.NS,FOSECOIND,1
FRACTAL,Fractal Analytics Limited,FRACTAL.NS,FRACTAL,1
FRONTSP,Frontier Springs Limited,FRONTSP.NS,FRONTSP,1
FSL,Firstsource Solutions Limited,FSL.NS,FSL,1
FUSION,Fusion Finance Limited,FUSION.NS,FUSION,1
GABRIEL,Gabriel India Limited,GABRIEL.NS,GABRIEL,1
GAEL,Gujarat Ambuja Exports Limited,GAEL.NS,GAEL,1
GAIL,GAIL (India) Limited,GAIL.NS,GAIL,1
GALAPREC,Gala Precision Engineering Limited,GALAPREC.NS,GALAPREC,1
GALAXYSURF,Galaxy Surfactants Limited,GALAXYSURF.NS,GALAXYSURF,1
GALLANTT,Gallantt Ispat Limited,GALLANTT.NS,GALLANTT,1
GANDHAR,Gandhar Oil Refinery (India) Limited,GANDHAR.NS,GANDHAR,1
GANDHITUBE,Gandhi Special Tubes Limited,GANDHITUBE.NS,GANDHITUBE,1
GANECOS,Ganesha Ecosphere Limited,GANECOS.NS,GANECOS,1
GANESHCP,Ganesh Consumer Products Limited,GANESHCP.NS,GANESHCP,1
GANESHHOU,GANESH HOUSING LIMITED,GANESHHOU.NS,GANESHHOU,1
GANGESSECU,Ganges Securities Limited,GANGESSECU.NS,GANGESSECU,1
GARFIBRES,Garware Technical Fibres Limited,GARFIBRES.NS,GARFIBRES,1
GARUDA,Garuda Construction and Engineering Limited,GARUDA.NS,GARUDA,1
GATECH,GACM Technologies Limited,GATECH.NS,GATECH,1
GATECHDVR,GACM Technologies Limited,GATECHDVR.NS,GATECHDVR,1
GATEWAY,Gateway Distriparks Limited,GATEWAY.NS,GATEWAY,1
GAYAHWS,Gayatri Highways Limited,GAYAHWS.NS,GAYAHWS,1
GCSL,Gretex Corporate Services Limited,GCSL.NS,GCSL,1
GEEKAYWIRE,Geekay Wires Limited,GEEKAYWIRE.NS,GEEKAYWIRE,1
GEMAROMA,Gem Aromatics Limited,GEMAROMA.NS,GEMAROMA,1
GENCON,Generic Engineering Construction and Projects Limited,GENCON.NS,GENCON,1
GENESYS,Genesys International Corporation Limited,GENESYS.NS,GENESYS,1
GENUSPAPER,Genus Paper & Boards Limited,GENUSPAPER.NS,GENUSPAPER,1
GENUSPOWER,Genus Power Infrastructures Limited,GENUSPOWER.NS,GENUSPOWER,1
GEOJITFSL,Geojit Financial Services Limited,GEOJITFSL.NS,GEOJITFSL,1
GESHIP,The Great Eastern Shipping Company Limited,GESHIP.NS,GESHIP,1
GFLLIMITED,GFL Limited,GFLLIMITED.NS,GFLLIMITED,1
GHCL,GHCL Limited,GHCL.NS,GHCL,1
GHCLTEXTIL,GHCL Textiles Limited,GHCLTEXTIL.NS,GHCLTEXTIL,1
GICHSGFIN,GIC Housing Finance Limited,GICHSGFIN.NS,GICHSGFIN,1
GICL,Globe International Carriers Limited,GICL.NS,GICL,1
GICRE,General Insurance Corporation of India,GICRE.NS,GICRE,1
GILLANDERS,Gillanders Arbuthnot & Company Limited,GILLANDERS.NS,GILLANDERS,1
GILLETTE,Gillette India Limited,GILLETTE.NS,GILLETTE,1
GIPCL,Gujarat Industries Power Company Limited,GIPCL.NS,GIPCL,1
GKENERGY,GK Energy Limited,GKENERGY.NS,GKENERGY,1
GKSL,Gujarat Kidney And Super Speciality Limited,GKSL.NS,GKSL,1
GKWLIMITED,GKW Limited,GKWLIMITED.NS,GKWLIMITED,1
GLAND,Gland Pharma Limited,GLAND.NS,GLAND,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS,GLAXO,1
GLENMARK,Glenmark Pharmaceuticals Limited,GLENMARK.NS,GLENMARK,1
GLOBAL,Global Education Limited,GLOBAL.NS,GLOBAL,1
GLOBALVECT,Global Vectra Helicorp Limited,GLOBALVECT.NS,GLOBALVECT,1
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE.NS,GLOBE,1
GLOBECIVIL,Globe Civil Projects Limited,GLOBECIVIL.NS,GLOBECIVIL,1
GLOBUSSPR,Globus Spirits Limited,GLOBUSSPR.NS,GLOBUSSPR,1
GLOSTERLTD,Gloster Limited,GLOSTERLTD.NS,GLOSTERLTD,1
GMBREW,GM Breweries Limited,GMBREW.NS,GMBREW,1
GMDCLTD,Gujarat Mineral Development Corporation Limited,GMDCLTD.NS,GMDCLTD,1
GMMPFAUDLR,GMM Pfaudler Limited,GMMPFAUDLR.NS,GMMPFAUDLR,1
GMRAIRPORT,GMR AIRPORTS LIMITED,GMRAIRPORT.NS,GMRAIRPORT,1
GMRP&UI,GMR Power and Urban Infra Limited,GMRP&UI.NS,GMRP_UI,1
GNA,GNA Axles Limited,GNA.NS,GNA,1
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS,GNFC,1
GNRL,Gujarat Natural Resources Limited,GNRL.NS,GNRL,1
GOACARBON,Goa Carbon Limited,GOACARBON.NS,GOACARBON,1
GOCLCORP,GOCL Corporation Limited,GOCLCORP.NS,GOCLCORP,1
GOCOLORS,Go Fashion (India) Limited,GOCOLORS.NS,GOCOLORS,1
GODAVARIB,Godavari Biorefineries Limited,GODAVARIB.NS,GODAVARIB,1
GODFRYPHLP,Godfrey Phillips India Limited,GODFRYPHLP.NS,GODFRYPHLP,1
GODIGIT,Go Digit General Insurance Limited,GODIGIT.NS,GODIGIT,1
GODREJAGRO,Godrej Agrovet Limited,GODREJAGRO.NS,GODREJAGRO,1
GODREJCP,Godrej Consumer Products Limited,GODREJCP.NS,GODREJCP,1
GODREJIND,Godrej Industries Limited,GODREJIND.NS,GODREJIND,1
GODREJPROP,Godrej Properties Limited,GODREJPROP.NS,GODREJPROP,1
GOKEX,Gokaldas Exports Limited,GOKEX.NS,GOKEX,1
GOKUL,Gokul Refoils and Solvent Limited,GOKUL.NS,GOKUL,1
GOKULAGRO,Gokul Agro Resources Limited,GOKULAGRO.NS,GOKULAGRO,1
GOLDIAM,Goldiam International Limited,GOLDIAM.NS,GOLDIAM,1
GOODLUCK,Goodluck India Limited,GOODLUCK.NS,GOODLUCK,1
GOODYEAR,Goodyear India Limited,GOODYEAR.NS,GOODYEAR,1
GOPAL,Gopal Snacks Limited,GOPAL.NS,GOPAL,1
GOYALALUM,Goyal Aluminiums Limited,GOYALALUM.NS,GOYALALUM,1
GPIL,Godawari Power And Ispat limited,GPIL.NS,GPIL,1
GPPL,Gujarat Pipavav Port Limited,GPPL.NS,GPPL,1
GPTHEALTH,GPT Healthcare Limited,GPTHEALTH.NS,GPTHEALTH,1
GPTINFRA,GPT Infraprojects Limited,GPTINFRA.NS,GPTINFRA,1
GRANDOAK,Grand Oak Canyons Distillery Limited,GRANDOAK.NS,GRANDOAK,1
GRANULES,Granules India Limited,GRANULES.NS,GRANULES,1
GRAPHITE,Graphite India Limited,GRAPHITE.NS,GRAPHITE,1
GRASIM,Grasim Industries,GRASIM.NS,GRASIM,1
GRAUWEIL,Grauer & Weil India Limited,GRAUWEIL.NS,GRAUWEIL,1
GRAVISSHO,Graviss Hospitality Limited,GRAVISSHO.NS,GRAVISSHO,1
GRAVITA,Gravita India Limited,GRAVITA.NS,GRAVITA,1
GREAVESCOT,Greaves Cotton Limited,GREAVESCOT.NS,GREAVESCOT,1
GREENLAM,Greenlam Industries Limited,GREENLAM.NS,GREENLAM,1
GREENPANEL,Greenpanel Industries Limited,GREENPANEL.NS,GREENPANEL,1
GREENPLY,Greenply Industries Limited,GREENPLY.NS,GREENPLY,1
GREENPOWER,Orient Green Power Company Limited,GREENPOWER.NS,GREENPOWER,1
GRINDWELL,Grindwell Norton Limited,GRINDWELL.NS,GRINDWELL,1
GRINFRA,G R Infraprojects Limited,GRINFRA.NS,GRINFRA,1
GRMOVER,GRM Overseas Limited,GRMOVER.NS,GRMOVER,1
GROBTEA,The Grob Tea Company Limited,GROBTEA.NS,GROBTEA,1
GROWW,Billionbrains Garage Ventures Limited,GROWW.NS,GROWW,1
GRPLTD,GRP Limited,GRPLTD.NS,GRPLTD,1
GRSE,Garden Reach Shipbuilders & Engineers Limited,GRSE.NS,GRSE,1
GRWRHITECH,Garware Hi-Tech Films Limited,GRWRHITECH.NS,GRWRHITECH,1
GSFC,Gujarat State Fertilizers & Chemicals Limited,GSFC.NS,GSFC,1
GSLSU,Global Surfaces Limited,GSLSU.NS,GSLSU,1
GSPCROP,GSP Crop Science Limited,GSPCROP.NS,GSPCROP,1
GSS,GSS Infotech Limited,GSS.NS,GSS,1
GTL,GTL Limited,GTL.NS,GTL,1
