symbol,name,yahoo,stockanalysis,has_listing
GTLINFRA,GTL Infrastructure Limited,GTLINFRA.NS,GTLINFRA,1
GTPL,GTPL Hathway Limited,GTPL.NS,GTPL,1
GUFICBIO,Gufic Biosciences Limited,GUFICBIO.NS,GUFICBIO,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS,GUJALKALI,1
GUJAPOLLO,Gujarat Apollo Industries Limited,GUJAPOLLO.NS,GUJAPOLLO,1
GUJENERGY,GUJARAT ENERGY LIMITED,GUJENERGY.NS,GUJENERGY,1
GUJRAFFIA,Gujarat Raffia Industries Limited,GUJRAFFIA.NS,GUJRAFFIA,1
GUJTHEM,Gujarat Themis Biosyn Limited,GUJTHEM.NS,GUJTHEM,1
GULFOILLUB,Gulf Oil Lubricants India Limited,GULFOILLUB.NS,GULFOILLUB,1
GULPOLY,Gulshan Polyols Limited,GULPOLY.NS,GULPOLY,1
GVPIL,GE Power India Limited,GVPIL.NS,GVPIL,1
GVPTECH,GVP Infotech Limited,GVPTECH.NS,GVPTECH,1
GVT&D,GE Vernova T&D India Limited,GVT&D.NS,GVT_D,1
HAL,Hindustan Aeronautics Limited,HAL.NS,HAL,1
HALDER,Halder Venture Limited,HALDER.NS,HALDER,1
HALEOSLABS,HALEOS LABS LIMITED,HALEOSLABS.NS,HALEOSLABS,1
HAPPSTMNDS,Happiest Minds Technologies Limited,HAPPSTMNDS.NS,HAPPSTMNDS,1
HAPPYFORGE,Happy Forgings Limited,HAPPYFORGE.NS,HAPPYFORGE,1
HARDWYN,Hardwyn India Limited,HARDWYN.NS,HARDWYN,1
HARIOMPIPE,Hariom Pipe Industries Limited,HARIOMPIPE.NS,HARIOMPIPE,1
HARRMALAYA,Harrisons  Malayalam Limited,HARRMALAYA.NS,HARRMALAYA,1
HARSHA,Harsha Engineers International Limited,HARSHA.NS,HARSHA,1
HATHWAY,Hathway Cable & Datacom Limited,HATHWAY.NS,HATHWAY,1
HATSUN,Hatsun Agro Product Limited,HATSUN.NS,HATSUN,1
HAVELLS,Havells India Limited,HAVELLS.NS,HAVELLS,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS,HAVISHA,1
HAWKINCOOK,Hawkins Cookers Limited,HAWKINCOOK.NS,HAWKINCOOK,1
HBESD,HB Estate Developers Limited,HBESD.NS,HBESD,1
HBLENGINE,HBL Engineering Limited,HBLENGINE.NS,HBLENGINE,1
HCC,Hindustan Construction Company Limited,HCC.NS,HCC,1
HCG,Healthcare Global Enterprises Limited,HCG.NS,HCG,1
HCL-INSYS,HCL Infosystems Limited,HCL-INSYS.NS,HCL_INSYS,0
HCLTECH,HCL Technologies,HCLTECH.NS,HCLTECH,1
HDBFS,HDB Financial Services Limited,HDBFS.NS,HDBFS,1
HDFCAMC,HDFC Asset Management Company Limited,HDFCAMC.NS,HDFCAMC,1
HDFCBANK,HDFC Bank,HDFCBANK.NS,HDFCBANK,1
HDFCLIFE,HDFC Life Insurance,HDFCLIFE.NS,HDFCLIFE,1
HEADSUP,Heads UP Ventures Limited,HEADSUP.NS,HEADSUP,1
HEALTHX,Health X Platform Limited,HEALTHX.NS,HEALTHX,1
HECPROJECT,HEC Infra Projects Limited,HECPROJECT.NS,HECPROJECT,1
HEG,HEG Limited,HEG.NS,HEG,1
HEIDELBERG,HeidelbergCement India Limited,HEIDELBERG.NS,HEIDELBERG,1
HEMIPROP,Hemisphere Properties India Limited,HEMIPROP.NS,HEMIPROP,1
HERANBA,Heranba Industries Limited,HERANBA.NS,HERANBA,1
HERITGFOOD,Heritage Foods Limited,HERITGFOOD.NS,HERITGFOOD,1
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,HEROMOTOCO,1
HESTERBIO,Hester Biosciences Limited,HESTERBIO.NS,HESTERBIO,1
HEXATRADEX,Hexa Tradex Limited,HEXATRADEX.NS,HEXATRADEX,1
HEXT,Hexaware Technologies Limited,HEXT.NS,HEXT,1
HFCL,HFCL Limited,HFCL.NS,HFCL,1
HGINFRA,H.G. Infra Engineering Limited,HGINFRA.NS,HGINFRA,1
HGM,HandsOn Global Management (HGM) Limited,HGM.NS,HGM,1
HGS,Hinduja Global Solutions Limited,HGS.NS,HGS,1
HIKAL,Hikal Limited,HIKAL.NS,HIKAL,1
HILINFRA,Highway Infrastructure Limited,HILINFRA.NS,HILINFRA,1
HIMATSEIDE,Himatsingka Seide Limited,HIMATSEIDE.NS,HIMATSEIDE,1
HINDALCO,Hindalco Industries,HINDALCO.NS,HINDALCO,1
HINDCOMPOS,Hindustan Composites Limited,HINDCOMPOS.NS,HINDCOMPOS,1
HINDCON,Hindcon Chemicals Limited,HINDCON.NS,HINDCON,1
HINDCOPPER,Hindustan Copper Limited,HINDCOPPER.NS,HINDCOPPER,1
HINDOILEXP,Hindustan Oil Exploration Company Limited,HINDOILEXP.NS,HINDOILEXP,1
HINDPETRO,Hindustan Petroleum Corporation Limited,HINDPETRO.NS,HINDPETRO,1
HINDUNILVR,Hindustan Unilever,HINDUNILVR.NS,HINDUNILVR,1
HINDWAREAP,Hindware Home Innovation Limited,HINDWAREAP.NS,HINDWAREAP,1
HINDZINC,Hindustan Zinc Limited,HINDZINC.NS,HINDZINC,1
HIRECT,Hind Rectifiers Limited,HIRECT.NS,HIRECT,1
HISARMETAL,Hisar Metal Industries Limited,HISARMETAL.NS,HISARMETAL,1
HITECH,Hi-Tech Pipes Limited,HITECH.NS,HITECH,1
HLEGLAS,HLE Glascoat Limited,HLEGLAS.NS,HLEGLAS,1
HLVLTD,HLV LIMITED,HLVLTD.NS,HLVLTD,1
HMAAGRO,HMA Agro Industries Limited,HMAAGRO.NS,HMAAGRO,1
HMVL,Hindustan Media Ventures Limited,HMVL.NS,HMVL,1
HNDFDS,Hindustan Foods Limited,HNDFDS.NS,HNDFDS,1
HOMEFIRST,Home First Finance Company India Limited,HOMEFIRST.NS,HOMEFIRST,1
HONASA,Honasa Consumer Limited,HONASA.NS,HONASA,1
HONAUT,Honeywell Automation India Limited,HONAUT.NS,HONAUT,1
HONDAPOWER,Honda India Power Products Limited,HONDAPOWER.NS,HONDAPOWER,1
HPAL,HP Adhesives Limited,HPAL.NS,HPAL,1
HPIL,Hindprakash Industries Limited,HPIL.NS,HPIL,1
HPL,HPL Electric & Power Limited,HPL.NS,HPL,1
HSCL,Himadri Speciality Chemical Limited,HSCL.NS,HSCL,1
HTMEDIA,HT Media Limited,HTMEDIA.NS,HTMEDIA,1
HUBTOWN,Hubtown Limited,HUBTOWN.NS,HUBTOWN,1
HUDCO,Housing & Urban Development Corporation Limited,HUDCO.NS,HUDCO,1
HUHTAMAKI,Huhtamaki India Limited,HUHTAMAKI.NS,HUHTAMAKI,1
HYUNDAI,Hyundai Motor India Limited,HYUNDAI.NS,HYUNDAI,1
ICDSLTD,ICDS Limited,ICDSLTD.NS,ICDSLTD,1
ICEMAKE,Ice Make Refrigeration Limited,ICEMAKE.NS,ICEMAKE,1
ICICIAMC,ICICI Prudential Asset Management Company Limited,ICICIAMC.NS,ICICIAMC,1
ICICIBANK,ICICI Bank,ICICIBANK.NS,ICICIBANK,1
ICICIGI,ICICI Lombard General Insurance Company Limited,ICICIGI.NS,ICICIGI,1
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS,ICICIPRULI,1
ICIL,Indo Count Industries Limited,ICIL.NS,ICIL,1
ICRA,ICRA Limited,ICRA.NS,ICRA,1
IDBI,IDBI Bank Limited,IDBI.NS,IDBI,1
IDEA,Vodafone Idea Limited,IDEA.NS,IDEA,1
IDFCFIRSTB,IDFC First Bank Limited,IDFCFIRSTB.NS,IDFCFIRSTB,1
IEX,Indian Energy Exchange Limited,IEX.NS,IEX,1
IFBIND,IFB Industries Limited,IFBIND.NS,IFBIND,1
IFCI,IFCI Limited,IFCI.NS,IFCI,1
IFGLEXPOR,IFGL Refractories Limited,IFGLEXPOR.NS,IFGLEXPOR,1
IGARASHI,Igarashi Motors India Limited,IGARASHI.NS,IGARASHI,1
IGCL,Indogulf Cropsciences Limited,IGCL.NS,IGCL,1
IGIL,International Gemological Institute Limited,IGIL.NS,IGIL,1
IGL,Indraprastha Gas Limited,IGL.NS,IGL,1
IGPL,IG Petrochemicals Limited,IGPL.NS,IGPL,1
IIFL,IIFL Finance Limited,IIFL.NS,IIFL,1
IIFLCAPS,IIFL Capital Services Limited,IIFLCAPS.NS,IIFLCAPS,1
IITL,Industrial Investment Trust Limited,IITL.NS,IITL,1
IKIO,IKIO Technologies Limited,IKIO.NS,IKIO,1
IKS,Inventurus Knowledge Solutions Limited,IKS.NS,IKS,1
IMAGICAA,Imagicaaworld Entertainment Limited,IMAGICAA.NS,IMAGICAA,1
IMFA,Indian Metals & Ferro Alloys Limited,IMFA.NS,IMFA,1
IMPAL,India Motor Parts and Accessories Limited,IMPAL.NS,IMPAL,1
INA,Insolation Energy Limited,INA.NS,INA,1
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE.NS,INCREDIBLE,1
INDBANK,Indbank Merchant Banking Services Limited,INDBANK.NS,INDBANK,1
INDGN,Indegene Limited,INDGN.NS,INDGN,1
INDHOTEL,The Indian Hotels Company Limited,INDHOTEL.NS,INDHOTEL,1
INDIACEM,The India Cements Limited,INDIACEM.NS,INDIACEM,1
INDIAGLYCO,India Glycols Limited,INDIAGLYCO.NS,INDIAGLYCO,1
INDIAMART,Indiamart Intermesh Limited,INDIAMART.NS,INDIAMART,1
INDIANB,Indian Bank,INDIANB.NS,INDIANB,1
INDIANCARD,Indian Card Clothing Company Limited,INDIANCARD.NS,INDIANCARD,1
INDIANHUME,Indian Hume Pipe Company Limited,INDIANHUME.NS,INDIANHUME,1
INDIASHLTR,India Shelter Finance Corporation Limited,INDIASHLTR.NS,INDIASHLTR,1
INDIGO,InterGlobe Aviation Limited,INDIGO.NS,INDIGO,1
INDIGOPNTS,Indigo Paints Limited,INDIGOPNTS.NS,INDIGOPNTS,1
INDIQUBE,Indiqube Spaces Limited,INDIQUBE.NS,INDIQUBE,1
INDNIPPON,India Nippon Electricals Limited,INDNIPPON.NS,INDNIPPON,1
INDOBORAX,Indo Borax & Chemicals Limited,INDOBORAX.NS,INDOBORAX,1
INDOCO,Indoco Remedies Limited,INDOCO.NS,INDOCO,1
INDOFARM,Indo Farm Equipment Limited,INDOFARM.NS,INDOFARM,1
INDORAMA,Indo Rama Synthetics (India) Limited,INDORAMA.NS,INDORAMA,1
INDOSTAR,IndoStar Capital Finance Limited,INDOSTAR.NS,INDOSTAR,1
INDOTHAI,Indo Thai Securities Limited,INDOTHAI.NS,INDOTHAI,1
INDOUS,Indo Us Biotech Limited,INDOUS.NS,INDOUS,1
INDPRUD,Industrial & Prudential Investment Company Limited,INDPRUD.NS,INDPRUD,1
INDRAMEDCO,Indraprastha Medical Corporation Limited,INDRAMEDCO.NS,INDRAMEDCO,1
INDSWFTLAB,Ind-Swift Laboratories Limited,INDSWFTLAB.NS,INDSWFTLAB,1
INDTERRAIN,Indian Terrain Fashions Limited,INDTERRAIN.NS,INDTERRAIN,1
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,INDUSINDBK,1
INDUSTOWER,Indus Towers Limited,INDUSTOWER.NS,INDUSTOWER,1
INFOBEAN,InfoBeans Technologies Limited,INFOBEAN.NS,INFOBEAN,1
INFOMEDIA,Infomedia Press Limited,INFOMEDIA.NS,INFOMEDIA,1
INFY,Infosys,INFY.NS,INFY,1
INGERRAND,Ingersoll Rand (India) Limited,INGERRAND.NS,INGERRAND,1
INNOVACAP,Innova Captab Limited,INNOVACAP.NS,INNOVACAP,1
INNOVANA,Innovana Thinklabs Limited,INNOVANA.NS,INNOVANA,1
INNOVISION,Innovision Limited,INNOVISION.NS,INNOVISION,1
INOXINDIA,INOX India Limited,INOXINDIA.NS,INOXINDIA,1
INOXWIND,Inox Wind Limited,INOXWIND.NS,INOXWIND,1
INSECTICID,Insecticides (India) Limited,INSECTICID.NS,INSECTICID,1
INTELLECT,Intellect Design Arena Limited,INTELLECT.NS,INTELLECT,1
INTENTECH,Intense Technologies Limited,INTENTECH.NS,INTENTECH,1
INTERARCH,Interarch Building Solutions Limited,INTERARCH.NS,INTERARCH,1
INTLCONV,International Conveyors Limited,INTLCONV.NS,INTLCONV,1
INVENTURE,Inventure Growth & Securities Limited,INVENTURE.NS,INVENTURE,1
IOB,Indian Overseas Bank,IOB.NS,IOB,1
IOC,Indian Oil Corporation Limited,IOC.NS,IOC,1
IOLCP,IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS,IOLCP,1
IONEXCHANG,ION Exchange (India) Limited,IONEXCHANG.NS,IONEXCHANG,1
IPCALAB,IPCA Laboratories Limited,IPCALAB.NS,IPCALAB,1
IPL,India Pesticides Limited,IPL.NS,IPL,1
IRB,IRB Infrastructure Developers Limited,IRB.NS,IRB,1
IRCON,Ircon International Limited,IRCON.NS,IRCON,1
IRCTC,Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS,IRCTC,1
IREDA,Indian Renewable Energy Development Agency Limited,IREDA.NS,IREDA,1
IRFC,Indian Railway Finance Corporation Limited,IRFC.NS,IRFC,1
IRIS,IRIS RegTech Solutions Limited,IRIS.NS,IRIS,1
IRISDOREME,Iris Clothings Limited,IRISDOREME.NS,IRISDOREME,1
IRMENERGY,IRM Energy Limited,IRMENERGY.NS,IRMENERGY,1
ISFT,Intrasoft Technologies Limited,ISFT.NS,ISFT,1
ISGEC,Isgec Heavy Engineering Limited,ISGEC.NS,ISGEC,1
ISHANCH,Ishan Dyes and Chemicals Limited,ISHANCH.NS,ISHANCH,1
ITC,ITC,ITC.NS,ITC,1
ITCHOTELS,ITC Hotels Limited,ITCHOTELS.NS,ITCHOTELS,1
ITDC,India Tourism Development Corporation Limited,ITDC.NS,ITDC,1
ITI,ITI Limited,ITI.NS,ITI,1
IVALUE,Ivalue Infosolutions Limited,IVALUE.NS,IVALUE,1
IVC,IL&FS Investment Managers Limited,IVC.NS,IVC,1
IWP,The Indian Wood Products Company Limited,IWP.NS,IWP,1
IXIGO,Le Travenues Technology Limited,IXIGO.NS,IXIGO,1
IZMO,IZMO Limited,IZMO.NS,IZMO,1
J&KBANK,The Jammu & Kashmir Bank Limited,J&KBANK.NS,J_KBANK,1
JAGRAN,Jagran Prakashan Limited,JAGRAN.NS,JAGRAN,1
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS,JAGSNPHARM,1
JAICORPLTD,Jai Corp Limited,JAICORPLTD.NS,JAICORPLTD,1
JAINREC,Jain Resource Recycling Limited,JAINREC.NS,JAINREC,1
JAIPURKURT,Nandani Creation Limited,JAIPURKURT.NS,JAIPURKURT,1
JAMNAAUTO,Jamna Auto Industries Limited,JAMNAAUTO.NS,JAMNAAUTO,1
JARO,Jaro Institute of Technology Management and Research Limited,JARO.NS,JARO,1
JASH,Jash Engineering Limited,JASH.NS,JASH,1
JAYAGROGN,Jayant Agro Organics Limited,JAYAGROGN.NS,JAYAGROGN,1
JAYBARMARU,Jay Bharat Maruti Limited,JAYBARMARU.NS,JAYBARMARU,1
JAYKAY,Jaykay Enterprises Limited,JAYKAY.NS,JAYKAY,1
JAYNECOIND,Jayaswal Neco Industries Limited,JAYNECOIND.NS,JAYNECOIND,1
JAYSREETEA,Jayshree Tea & Industries Limited,JAYSREETEA.NS,JAYSREETEA,1
JBMA,JBM Auto Limited,JBMA.NS,JBMA,1
JETFREIGHT,Jet Freight Logistics Limited,JETFREIGHT.NS,JETFREIGHT,1
JGCHEM,J.G.Chemicals Limited,JGCHEM.NS,JGCHEM,1
JHS,JHS Svendgaard Laboratories Limited,JHS.NS,JHS,1
JINDALPHOT,Jindal Photo Limited,JINDALPHOT.NS,JINDALPHOT,1
JINDALPOLY,Jindal Poly Films Limited,JINDALPOLY.NS,JINDALPOLY,1
JINDALSAW,Jindal Saw Limited,JINDALSAW.NS,JINDALSAW,1
JINDALSTEL,JINDAL STEEL LIMITED,JINDALSTEL.NS,JINDALSTEL,1
JINDRILL,Jindal Drilling And Industries Limited,JINDRILL.NS,JINDRILL,1
JINDWORLD,Jindal Worldwide Limited,JINDWORLD.NS,JINDWORLD,1
JIOFIN,Jio Financial Services Limited,JIOFIN.NS,JIOFIN,1
JISLDVREQS,Jain Irrigation Systems Limited,JISLDVREQS.NS,JISLDVREQS,1
JISLJALEQS,Jain Irrigation Systems Limited,JISLJALEQS.NS,JISLJALEQS,1
JITFINFRA,JITF Infralogistics Limited,JITFINFRA.NS,JITFINFRA,1
JKCEMENT,JK Cement Limited,JKCEMENT.NS,JKCEMENT,1
JKIL,J.Kumar Infraprojects Limited,JKIL.NS,JKIL,1
JKLAKSHMI,JK Lakshmi Cement Limited,JKLAKSHMI.NS,JKLAKSHMI,1
JKPAPER,JK Paper Limited,JKPAPER.NS,JKPAPER,1
JKTYRE,JK Tyre & Industries Limited,JKTYRE.NS,JKTYRE,1
JLHL,Jupiter Life Line Hospitals Limited,JLHL.NS,JLHL,1
JMA,Jullundur Motor Agency (Delhi) Limited,JMA.NS,JMA,1
JMFINANCIL,JM Financial Limited,JMFINANCIL.NS,JMFINANCIL,1
JNKINDIA,JNK India Limited,JNKINDIA.NS,JNKINDIA,1
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS,JPOLYINVST,1
JPPOWER,Jaiprakash Power Ventures Limited,JPPOWER.NS,JPPOWER,1
JSFB,Jana Small Finance Bank Limited,JSFB.NS,JSFB,1
JSL,Jindal Stainless Limited,JSL.NS,JSL,1
JSLL,Jeena Sikho Lifecare Limited,JSLL.NS,JSLL,1
JSWCEMENT,JSW Cement Limited,JSWCEMENT.NS,JSWCEMENT,1
JSWDULUX,JSW Dulux Limited,JSWDULUX.NS,JSWDULUX,1
JSWENERGY,JSW Energy Limited,JSWENERGY.NS,JSWENERGY,1
JSWHL,JSW Holdings Limited,JSWHL.NS,JSWHL,1
JSWINFRA,JSW Infrastructure Limited,JSWINFRA.NS,JSWINFRA,1
JSWSTEEL,JSW Steel,JSWSTEEL.NS,JSWSTEEL,1
JTEKTINDIA,Jtekt India Limited,JTEKTINDIA.NS,JTEKTINDIA,1
JTLIND,JTL INDUSTRIES LIMITED,JTLIND.NS,JTLIND,1
JUBLCPL,Jubilant Agri and Consumer Products Limited,JUBLCPL.NS,JUBLCPL,1
JUBLFOOD,Jubilant Foodworks Limited,JUBLFOOD.NS,JUBLFOOD,1
JUBLINGREA,Jubilant Ingrevia Limited,JUBLINGREA.NS,JUBLINGREA,1
JUBLPHARMA,Jubilant Pharmova Limited,JUBLPHARMA.NS,JUBLPHARMA,1
JUNIPER,Juniper Hotels Limited,JUNIPER.NS,JUNIPER,1
JUSTDIAL,Just Dial Limited,JUSTDIAL.NS,JUSTDIAL,1
JWL,Jupiter Wagons Limited,JWL.NS,JWL,1
JYOTHYLAB,Jyothy Labs Limited,JYOTHYLAB.NS,JYOTHYLAB,1
JYOTICNC,Jyoti CNC Automation Limited,JYOTICNC.NS,JYOTICNC,1
JYOTISTRUC,Jyoti Structures Limited,JYOTISTRUC.NS,JYOTISTRUC,1
KABRAEXTRU,Kabra Extrusion Technik Limited,KABRAEXTRU.NS,KABRAEXTRU,1
KAJARIACER,Kajaria Ceramics Limited,KAJARIACER.NS,KAJARIACER,1
KALAMANDIR,Sai Silks (Kalamandir) Limited,KALAMANDIR.NS,KALAMANDIR,1
KALPATARU,Kalpataru Limited,KALPATARU.NS,KALPATARU,1
KALYANIFRG,Kalyani Forge Limited,KALYANIFRG.NS,KALYANIFRG,1
KALYANKJIL,Kalyan Jewellers India Limited,KALYANKJIL.NS,KALYANKJIL,1
KAMAHOLD,Kama Holdings Limited,KAMAHOLD.NS,KAMAHOLD,1
KAMATHOTEL,Kamat Hotels (I) Limited,KAMATHOTEL.NS,KAMATHOTEL,1
KAMOPAINTS,Kamdhenu Ventures Limited,KAMOPAINTS.NS,KAMOPAINTS,1
KANANIIND,Kanani Industries Limited,KANANIIND.NS,KANANIIND,1
KANPRPLA,Kanpur Plastipack Limited,KANPRPLA.NS,KANPRPLA,1
KANSAINER,Kansai Nerolac Paints Limited,KANSAINER.NS,KANSAINER,1
KAPSTON,Kapston Services Limited,KAPSTON.NS,KAPSTON,1
KARMAENG,Karma Energy Limited,KARMAENG.NS,KARMAENG,1
KARURVYSYA,Karur Vysya Bank Limited,KARURVYSYA.NS,KARURVYSYA,1
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE.NS,KAVDEFENCE,1
KAYA,Kaya Limited,KAYA.NS,KAYA,1
KAYNES,Kaynes Technology India Limited,KAYNES.NS,KAYNES,1
KCP,KCP Limited,KCP.NS,KCP,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS,KCPSUGIND,1
KDDL,KDDL Limited,KDDL.NS,KDDL,1
KEC,KEC International Limited,KEC.NS,KEC,1
KECL,Kirloskar Electric Company Limited,KECL.NS,KECL,1
KEEPLEARN,DSJ Keep Learning Limited,KEEPLEARN.NS,KEEPLEARN,1
KEI,KEI Industries Limited,KEI.NS,KEI,1
KELLTONTEC,Kellton Tech Solutions Limited,KELLTONTEC.NS,KELLTONTEC,1
KENNAMET,Kennametal India Limited,KENNAMET.NS,KENNAMET,1
KERNEX,Kernex Microsystems (India) Limited,KERNEX.NS,KERNEX,1
KEYFINSERV,Keynote Financial Services Limited,KEYFINSERV.NS,KEYFINSERV,1
KFINTECH,Kfin Technologies Limited,KFINTECH.NS,KFINTECH,1
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS,KHAICHEM,1
KHANDSE,Khandwala Securities Limited,KHANDSE.NS,KHANDSE,1
KICL,Kalyani Investment Company Limited,KICL.NS,KICL,1
KIMS,Krishna Institute of Medical Sciences Limited,KIMS.NS,KIMS,1
KINGFA,Kingfa Science & Technology (India) Limited,KINGFA.NS,KINGFA,1
KIOCL,KIOCL Limited,KIOCL.NS,KIOCL,1
KIRANVYPAR,Kiran Vyapar Limited,KIRANVYPAR.NS,KIRANVYPAR,1
KIRIINDUS,Kiri Industries Limited,KIRIINDUS.NS,KIRIINDUS,1
KIRLFER,Kirloskar Ferrous Industries Limited,KIRLFER.NS,KIRLFER,1
KIRLOSBROS,Kirloskar Brothers Limited,KIRLOSBROS.NS,KIRLOSBROS,1
KIRLOSENG,Kirloskar Oil Engines Limited,KIRLOSENG.NS,KIRLOSENG,1
KIRLOSIND,Kirloskar Industries Limited,KIRLOSIND.NS,KIRLOSIND,1
KIRLPNU,Kirloskar Pneumatic Company Limited,KIRLPNU.NS,KIRLPNU,1
KISSHT,OnEMI Technology Solutions Limited,KISSHT.NS,KISSHT,1
KITEX,Kitex Garments Limited,KITEX.NS,KITEX,1
KKCL,Kewal Kiran Clothing Limited,KKCL.NS,KKCL,1
KLBRENG-B,Kilburn Engineering Limited,KLBRENG-B.NS,KLBRENG_B,0
KMEW,Knowledge Marine & Engineering Works Limited,KMEW.NS,KMEW,1
KMSUGAR,K.M.Sugar Mills Limited,KMSUGAR.NS,KMSUGAR,1
KNAGRI,KN Agri Resources Limited,KNAGRI.NS,KNAGRI,1
KNRCON,KNR Constructions Limited,KNRCON.NS,KNRCON,1
KOHINOOR,Kohinoor Foods Limited,KOHINOOR.NS,KOHINOOR,1
KOKUYOCMLN,Kokuyo Camlin Limited,KOKUYOCMLN.NS,KOKUYOCMLN,1
KOLTEPATIL,Kolte - Patil Developers Limited,KOLTEPATIL.NS,KOLTEPATIL,1
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,KOTAKBANK,1
KOTARISUG,Kothari Sugars And Chemicals Limited,KOTARISUG.NS,KOTARISUG,1
KOTHARIPET,Kothari Petrochemicals Limited,KOTHARIPET.NS,KOTHARIPET,1
KOTHARIPRO,Kothari Products Limited,KOTHARIPRO.NS,KOTHARIPRO,1
KOTIC,Kothari Industrial Corporation Limited,KOTIC.NS,KOTIC,1
KOVAI,Kovai Medical Center & Hospital Limited,KOVAI.NS,KOVAI,1
KPEL,K.P. Energy Limited,KPEL.NS,KPEL,1
KPIGREEN,KPI Green Energy Limited,KPIGREEN.NS,KPIGREEN,1
KPIL,Kalpataru Projects International Limited,KPIL.NS,KPIL,1
KPITTECH,KPIT Technologies Limited,KPITTECH.NS,KPITTECH,1
KPL,Kwality Pharmaceuticals Limited,KPL.NS,KPL,1
KPRMILL,K.P.R. Mill Limited,KPRMILL.NS,KPRMILL,1
KRBL,KRBL Limited,KRBL.NS,KRBL,1
KREBSBIO,Krebs Biochemicals and Industries Limited,KREBSBIO.NS,KREBSBIO,1
KRISHANA,Krishana Phoschem Limited,KRISHANA.NS,KRISHANA,1
KRISHIVAL,Krishival Foods Limited,KRISHIVAL.NS,KRISHIVAL,1
KRISHNADEF,Krishna Defence And Allied Industries Limited,KRISHNADEF.NS,KRISHNADEF,1
KRITIKA,Kritika Wires Limited,KRITIKA.NS,KRITIKA,1
KRITINUT,Kriti Nutrients Limited,KRITINUT.NS,KRITINUT,1
KRONOX,Kronox Lab Sciences Limited,KRONOX.NS,KRONOX,1
KROSS,Kross Limited,KROSS.NS,KROSS,1
KRSNAA,Krsnaa Diagnostics Limited,KRSNAA.NS,KRSNAA,1
KRYSTAL,Krystal Integrated Services Limited,KRYSTAL.NS,KRYSTAL,1
KSB,Ksb Limited,KSB.NS,KSB,1
KSCL,Kaveri Seed Company Limited,KSCL.NS,KSCL,1
KSHINTL,KSH International Limited,KSHINTL.NS,KSHINTL,1
KSL,Kalyani Steels Limited,KSL.NS,KSL,1
KSOLVES,Ksolves India Limited,KSOLVES.NS,KSOLVES,1
KSR,KSR Footwear Limited,KSR.NS,KSR,1
KTKBANK,The Karnataka Bank Limited,KTKBANK.NS,KTKBANK,1
KUANTUM,Kuantum Papers Limited,KUANTUM.NS,KUANTUM,1
KWIL,Kwality Wall's (India) Limited,KWIL.NS,KWIL,1
LAGNAM,Lagnam Spintex Limited,LAGNAM.NS,LAGNAM,1
LAHOTIOV,Lahoti Overseas Limited,LAHOTIOV.NS,LAHOTIOV,1
LAL,Lorenzini Apparels Limited,LAL.NS,LAL,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,LALPATHLAB,1
LAMBODHARA,Lambodhara Textiles Limited,LAMBODHARA.NS,LAMBODHARA,1
LANCORHOL,Lancor Holdings Limited,LANCORHOL.NS,LANCORHOL,1
LANDMARK,Landmark Cars Limited,LANDMARK.NS,LANDMARK,1
LANDSMILL,Landsmill Green Limited,LANDSMILL.NS,LANDSMILL,1
LAOPALA,La Opala RG Limited,LAOPALA.NS,LAOPALA,1
LASA,Lasa Supergenerics Limited,LASA.NS,LASA,1
LATENTVIEW,Latent View Analytics Limited,LATENTVIEW.NS,LATENTVIEW,1
LAURUSLABS,Laurus Labs Limited,LAURUSLABS.NS,LAURUSLABS,1
LAXMICOT,Laxmi Cotspin Limited,LAXMICOT.NS,LAXMICOT,1
LAXMIDENTL,Laxmi Dental Limited,LAXMIDENTL.NS,LAXMIDENTL,1
LCCINFOTEC,LCC Infotech Limited,LCCINFOTEC.NS,LCCINFOTEC,1
LEMERITE,Le Merite Exports Limited,LEMERITE.NS,LEMERITE,1
LEMONTREE,Lemon Tree Hotels Limited,LEMONTREE.NS,LEMONTREE,1
LENSKART,Lenskart Solutions Limited,LENSKART.NS,LENSKART,1
LEXUS,Lexus Granito (India) Limited,LEXUS.NS,LEXUS,1
LFIC,Lakshmi Finance & Industrial Corporation Limited,LFIC.NS,LFIC,1
LGBBROSLTD,LG Balakrishnan & Bros Limited,LGBBROSLTD.NS,LGBBROSLTD,1
