symbol,name,yahoo,stockanalysis,has_listing
CLW,CHARTER HALL LONG WALE REIT,CLW.AX,CLW,0
CLX,CTI LOGISTICS LIMITED,CLX.AX,CLX,0
CLZ,CLASSIC MINERALS LTD,CLZ.AX,CLZ,0
CMA,CARMA LIMITED,CMA.AX,CMA,0
CMB,CAMBIUM BIO LIMITED,CMB.AX,CMB,0
CMD,CASSIUS MINING LIMITED,CMD.AX,CMD,0
CMG,CRITICAL MINERALS GROUP LIMITED,CMG.AX,CMG,0
CML,CONNECTED MINERALS LIMITED,CML.AX,CML,0
CMM,CAPRICORN METALS LTD,CMM.AX,CMM,0
CMO,COSMO METALS LIMITED,CMO.AX,CMO,0
CMP,COMPUMEDICS LIMITED,CMP.AX,CMP,0
CMW,CROMWELL PROPERTY GROUP,CMW.AX,CMW,0
CMX,CHEMX MATERIALS LIMITED,CMX.AX,CMX,0
CNB,CARNABY RESOURCES LIMITED,CNB.AX,CNB,0
CND,CONDOR ENERGY LIMITED,CND.AX,CND,0
CNI,CENTURIA CAPITAL GROUP,CNI.AX,CNI,0
CNJ,CONICO LTD,CNJ.AX,CNJ,0
CNQ,CLEAN TEQ WATER LIMITED,CNQ.AX,CNQ,0
CNU,CHORUS LIMITED,CNU.AX,CNU,0
COB,COBALT BLUE HOLDINGS LIMITED,COB.AX,COB,0
COD,CODA MINERALS LTD,COD.AX,COD,0
COF,CENTURIA OFFICE REIT,COF.AX,COF,0
COG,COG FINANCIAL SERVICES LIMITED,COG.AX,COG,0
COH,Cochlear,COH.AX,COH,0
COI,COMET RIDGE LIMITED,COI.AX,COI,0
COL,Coles Group,COL.AX,COL,0
COS,COSOL LIMITED,COS.AX,COS,0
COV,CLEO DIAGNOSTICS LTD,COV.AX,COV,0
COY,COPPERMOLY LIMITED,COY.AX,COY,0
CP8,CANADIAN PHOSPHATE LIMITED,CP8.AX,CP8,0
CPM,COOPER METALS LIMITED,CPM.AX,CPM,0
CPN,CASPIN RESOURCES LIMITED,CPN.AX,CPN,0
CPO,CULPEO MINERALS LIMITED,CPO.AX,CPO,0
CPU,COMPUTERSHARE LIMITED.,CPU.AX,CPU,0
CPV,CLEARVUE TECHNOLOGIES LIMITED,CPV.AX,CPV,0
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,CQE.AX,CQE,0
CQR,CHARTER HALL RETAIL REIT,CQR.AX,CQR,0
CQT,CONNEQT HEALTH LIMITED,CQT.AX,CQT,0
CR1,CONSTELLATION RESOURCES LIMITED,CR1.AX,CR1,0
CR3,CORE ENERGY MINERALS LTD,CR3.AX,CR3,0
CRB,CARBINE RESOURCES LIMITED,CRB.AX,CRB,0
CRD,CONRAD ASIA ENERGY LTD.,CRD.AX,CRD,0
CRI,CRITICA LIMITED,CRI.AX,CRI,0
CRN,CORONADO GLOBAL RESOURCES INC.,CRN.AX,CRN,0
CRR,CRITICAL RESOURCES LIMITED,CRR.AX,CRR,0
CRS,CAPRICE RESOURCES LTD,CRS.AX,CRS,0
CSC,CAPSTONE COPPER CORP.,CSC.AX,CSC,0
CSL,CSL,CSL.AX,CSL,0
CST,CASTILE RESOURCES LTD,CST.AX,CST,0
CSX,CLEANSPACE HOLDINGS LIMITED,CSX.AX,CSX,0
CT1,CONSTELLATION TECHNOLOGIES LIMITED,CT1.AX,CT1,0
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,CTD.AX,CTD,0
CTE,CRYOSITE LIMITED,CTE.AX,CTE,0
CTM,CENTAURUS METALS LIMITED,CTM.AX,CTM,0
CTN,CATALINA RESOURCES LTD,CTN.AX,CTN,0
CTO,CITIGOLD CORPORATION LIMITED,CTO.AX,CTO,0
CTP,CENTRAL PETROLEUM LIMITED,CTP.AX,CTP,0
CTQ,CARETEQ LIMITED,CTQ.AX,CTQ,0
CTT,CETTIRE LIMITED,CTT.AX,CTT,0
CU6,CLARITY PHARMACEUTICALS LTD,CU6.AX,CU6,0
CUE,CUE ENERGY RESOURCES LIMITED,CUE.AX,CUE,0
CUF,CUFE LTD,CUF.AX,CUF,0
CUL,CULLEN RESOURCES LIMITED,CUL.AX,CUL,0
CUP,COUNT LIMITED,CUP.AX,CUP,0
CUV,CLINUVEL PHARMACEUTICALS LIMITED,CUV.AX,CUV,0
CVB,CURVEBEAM AI LIMITED,CVB.AX,CVB,0
CVC,CVC LIMITED,CVC.AX,CVC,0
CVL,CIVMEC LIMITED,CVL.AX,CVL,0
CVN,CARNARVON ENERGY LIMITED,CVN.AX,CVN,0
CVR,CAVALIER RESOURCES LIMITED,CVR.AX,CVR,0
CVV,CARAVEL MINERALS LIMITED,CVV.AX,CVV,0
CVW,CLEARVIEW WEALTH LIMITED,CVW.AX,CVW,0
CWP,CEDAR WOODS PROPERTIES LIMITED,CWP.AX,CWP,0
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,CWY.AX,CWY,0
CXL,CALIX LIMITED,CXL.AX,CXL,0
CXO,CORE LITHIUM LTD,CXO.AX,CXO,0
CXU,CAULDRON ENERGY LIMITED,CXU.AX,CXU,0
CXZ,CONNEXION MOBILITY LTD,CXZ.AX,CXZ,0
CY5,CYGNUS METALS LIMITED,CY5.AX,CY5,0
CYB,AUCYBER LIMITED,CYB.AX,CYB,0
CYC,CYCLOPHARM LIMITED,CYC.AX,CYC,0
CYG,COVENTRY GROUP LIMITED,CYG.AX,CYG,0
CYL,CATALYST METALS LIMITED,CYL.AX,CYL,0
CYM,CYPRIUM METALS LIMITED,CYM.AX,CYM,0
CYP,CYNATA THERAPEUTICS LIMITED,CYP.AX,CYP,0
CYQ,CYCLIQ GROUP LTD,CYQ.AX,CYQ,0
CYV,CERYVYN THERAPEUTICS LIMITED,CYV.AX,CYV,0
CZN,CORAZON MINING LIMITED,CZN.AX,CZN,0
CZR,CZR RESOURCES LTD,CZR.AX,CZR,0
D3E,D3 ENERGY LIMITED,D3E.AX,D3E,0
DAF,DISCOVERY ALASKA LIMITED,DAF.AX,DAF,0
DAI,DECIDR AI INDUSTRIES LTD,DAI.AX,DAI,0
DAL,DALAROO METALS LTD,DAL.AX,DAL,0
DBF,DUXTON FARMS LTD,DBF.AX,DBF,0
DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,DBI.AX,DBI,0
DBO,DIABLO RESOURCES LIMITED,DBO.AX,DBO,0
DCC,DIGITALX LIMITED,DCC.AX,DCC,0
DDR,DICKER DATA LIMITED,DDR.AX,DDR,0
DDT,DATADOT TECHNOLOGY LIMITED,DDT.AX,DDT,0
DEL,DELOREAN CORPORATION LIMITED,DEL.AX,DEL,0
DEM,DE.MEM LIMITED,DEM.AX,DEM,0
DES,DESOTO RESOURCES LIMITED,DES.AX,DES,0
DEV,DEVEX RESOURCES LIMITED,DEV.AX,DEV,0
DGH,DESANE GROUP HOLDINGS LIMITED,DGH.AX,DGH,0
DGL,DGL GROUP LIMITED,DGL.AX,DGL,0
DGR,DGR GLOBAL LIMITED,DGR.AX,DGR,0
DGT,DIGICO INFRASTRUCTURE REIT,DGT.AX,DGT,0
DJW,DJERRIWARRH INVESTMENTS LIMITED,DJW.AX,DJW,0
DKM,DUKETON MINING LIMITED,DKM.AX,DKM,0
DLI,DELTA LITHIUM LIMITED,DLI.AX,DLI,0
DM1,DESERT METALS LIMITED,DM1.AX,DM1,0
DME,DOME GOLD MINES LIMITED,DME.AX,DME,0
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,DMP.AX,DMP,0
DN1,DOMINION INCOME TRUST 1,DN1.AX,DN1,0
DNL,DYNO NOBEL LIMITED.,DNL.AX,DNL,0
DOC,DOCTOR CARE ANYWHERE GROUP PLC,DOC.AX,DOC,0
DOW,DOWNER EDI LIMITED,DOW.AX,DOW,0
DPM,DPM METALS INC.,DPM.AX,DPM,0
DRE,DREADNOUGHT RESOURCES LTD,DRE.AX,DRE,0
DRO,DRONESHIELD LIMITED,DRO.AX,DRO,0
DRR,DETERRA ROYALTIES LIMITED,DRR.AX,DRR,0
DRX,DIATREME RESOURCES LIMITED,DRX.AX,DRX,0
DSK,DUSK GROUP LIMITED,DSK.AX,DSK,0
DSM,DESERT MINERALS LTD,DSM.AX,DSM,0
DTL,DATA#3 LIMITED,DTL.AX,DTL,0
DTM,DART MINING NL,DTM.AX,DTM,0
DTR,DATELINE RESOURCES LIMITED,DTR.AX,DTR,0
DTZ,DOTZ NANO LIMITED,DTZ.AX,DTZ,0
DUB,DUBBER CORPORATION LIMITED,DUB.AX,DUB,0
DUG,DUG TECHNOLOGY LTD,DUG.AX,DUG,0
DUN,DUNDAS MINERALS LIMITED,DUN.AX,DUN,0
DUR,DURATEC LIMITED,DUR.AX,DUR,0
DVL,DORSAVI LTD,DVL.AX,DVL,0
DVP,DEVELOP GLOBAL LIMITED,DVP.AX,DVP,0
DWG,DATAWORKS GROUP LIMITED,DWG.AX,DWG,0
DXB,DIMERIX LIMITED,DXB.AX,DXB,0
DXC,DEXUS CONVENIENCE RETAIL REIT,DXC.AX,DXC,0
DXI,DEXUS INDUSTRIA REIT.,DXI.AX,DXI,0
DXN,DXN LIMITED,DXN.AX,DXN,0
DXS,DEXUS,DXS.AX,DXS,0
DYL,DEEP YELLOW LIMITED,DYL.AX,DYL,0
DYM,DYNAMIC METALS LIMITED,DYM.AX,DYM,0
E25,ELEMENT 25 LIMITED,E25.AX,E25,0
E79,E79 GOLD MINES LIMITED,E79.AX,E79,0
EAX,ENERGY ACTION LIMITED,EAX.AX,EAX,0
EBO,EBOS GROUP LIMITED,EBO.AX,EBO,0
EBR,EBR SYSTEMS INC.,EBR.AX,EBR,0
ECH,ECHELON RESOURCES LIMITED,ECH.AX,ECH,0
ECL,EXCELSIOR CAPITAL LTD,ECL.AX,ECL,0
ECP,ECP EMERGING GROWTH LIMITED,ECP.AX,ECP,0
ECS,ECS BOTANICS HOLDINGS LTD,ECS.AX,ECS,0
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,ECT.AX,ECT,0
EDE,EDEN INNOVATIONS LTD,EDE.AX,EDE,0
EDU,EDU HOLDINGS LIMITED,EDU.AX,EDU,0
EDV,ENDEAVOUR GROUP LIMITED,EDV.AX,EDV,0
EE1,EARTHS ENERGY LIMITED,EE1.AX,EE1,0
EFE,EASTERN RESOURCES LIMITED,EFE.AX,EFE,0
EFR,EVERFLOW RESOURCES LTD,EFR.AX,EFR,0
EG1,EVERGOLD MINERALS LIMITED,EG1.AX,EG1,0
EGA,EASTERN GAS CORPORATION LIMITED,EGA.AX,EGA,0
EGG,ENERO GROUP LIMITED,EGG.AX,EGG,0
EGH,EUREKA GROUP HOLDINGS LIMITED,EGH.AX,EGH,0
EGL,ENVIRONMENTAL GROUP LIMITED (THE),EGL.AX,EGL,0
EGR,ECOGRAF LIMITED,EGR.AX,EGR,0
EGY,ENERGY TECHNOLOGIES LIMITED,EGY.AX,EGY,0
EHL,EMECO HOLDINGS LIMITED,EHL.AX,EHL,0
EIQ,ECHOIQ LIMITED,EIQ.AX,EIQ,0
EL8,ELEVATE URANIUM LTD,EL8.AX,EL8,0
ELD,ELDERS LIMITED,ELD.AX,ELD,0
ELS,ELSIGHT LIMITED,ELS.AX,ELS,0
ELT,ELEMENTOS LIMITED,ELT.AX,ELT,0
ELV,ELEVRA LITHIUM LIMITED,ELV.AX,ELV,0
EM2,EAGLE MOUNTAIN MINING LIMITED,EM2.AX,EM2,0
EM3,EMC GOLD CORPORATION,EM3.AX,EM3,0
EMA,EMINENCE MINERALS LIMITED,EMA.AX,EMA,0
EMB,EMBELTON LIMITED,EMB.AX,EMB,0
EMC,EVEREST METALS CORPORATION LTD,EMC.AX,EMC,0
EMD,EMYRIA LIMITED,EMD.AX,EMD,0
EME,ENERGY METALS LTD,EME.AX,EME,0
EMH,EUROPEAN METALS HOLDINGS LIMITED,EMH.AX,EMH,0
EML,EML PAYMENTS LIMITED,EML.AX,EML,0
EMN,EURO MANGANESE INC,EMN.AX,EMN,0
EMP,EMPEROR ENERGY LIMITED,EMP.AX,EMP,0
EMR,EMERALD RESOURCES NL,EMR.AX,EMR,0
EMT,EMETALS LIMITED,EMT.AX,EMT,0
EMU,EMU NL,EMU.AX,EMU,0
EMV,EMVISION MEDICAL DEVICES LTD,EMV.AX,EMV,0
ENL,ENLITIC INC.,ENL.AX,ENL,0
ENP,ENTROPY NEURODYNAMICS LIMITED,ENP.AX,ENP,0
ENR,ENCOUNTER RESOURCES LIMITED,ENR.AX,ENR,0
ENT,ENTERPRISE METALS LIMITED,ENT.AX,ENT,0
ENV,ENOVA MINING LIMITED,ENV.AX,ENV,0
EOL,ENERGY ONE LIMITED,EOL.AX,EOL,0
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,EOS.AX,EOS,0
EPI,EPIMINDER LIMITED,EPI.AX,EPI,0
EPM,ECLIPSE METALS LIMITED.,EPM.AX,EPM,0
EPN,EPSILON HEALTHCARE LIMITED,EPN.AX,EPN,0
EPX,EPX LIMITED,EPX.AX,EPX,0
EPY,EARLYPAY LTD,EPY.AX,EPY,0
EQR,EQ RESOURCES LIMITED,EQR.AX,EQR,0
EQT,EQT HOLDINGS LIMITED,EQT.AX,EQT,0
EQU,EQUUS ENERGY LIMITED,EQU.AX,EQU,0
EQX,EQUATORIAL RESOURCES LIMITED,EQX.AX,EQX,0
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED,ERA.AX,ERA,0
ERD,EROAD LIMITED,ERD.AX,ERD,0
ERE,EUROPEAN RESOURCES LIMITED,ERE.AX,ERE,0
ERG,ENECO REFRESH LTD,ERG.AX,ERG,0
ERL,EMPIRE RESOURCES LIMITED,ERL.AX,ERL,0
ESK,ETHERSTACK PLC,ESK.AX,ESK,0
ESR,ESTRELLA RESOURCES LIMITED,ESR.AX,ESR,0
ETM,ENERGY TRANSITION MINERALS LTD,ETM.AX,ETM,0
EUR,EUROPEAN LITHIUM LIMITED,EUR.AX,EUR,0
EV1,EVOLUTION ENERGY MINERALS LIMITED,EV1.AX,EV1,0
EV8,EVERLAST MINERALS LTD.,EV8.AX,EV8,0
EVE,EVE HEALTH GROUP LIMITED.,EVE.AX,EVE,0
EVG,EVION GROUP NL,EVG.AX,EVG,0
EVN,EVOLUTION MINING LIMITED,EVN.AX,EVN,0
EVO,EMBARK EARLY EDUCATION LIMITED,EVO.AX,EVO,0
EVR,EV RESOURCES LTD,EVR.AX,EVR,0
EVT,EVT LIMITED,EVT.AX,EVT,0
EVZ,EVZ LIMITED,EVZ.AX,EVZ,0
EWC,ENERGY WORLD CORPORATION LTD,EWC.AX,EWC,0
EXL,ELIXINOL WELLNESS LIMITED,EXL.AX,EXL,0
EXP,EXPERIENCE CO LIMITED,EXP.AX,EXP,0
EXR,ELIXIR ENERGY LIMITED,EXR.AX,EXR,0
EXT,EXCITE TECHNOLOGY SERVICES LTD,EXT.AX,EXT,0
EYE,NOVA EYE MEDICAL LIMITED,EYE.AX,EYE,0
EZL,EUROZ HARTLEYS GROUP LIMITED,EZL.AX,EZL,0
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,EZZ.AX,EZZ,0
FAL,FALCON METALS LTD,FAL.AX,FAL,0
FAR,FAR LIMITED,FAR.AX,FAR,0
FAU,FIRST AU LIMITED,FAU.AX,FAU,0
FBR,FBR LTD,FBR.AX,FBR,0
FBU,FLETCHER BUILDING LIMITED,FBU.AX,FBU,0
FCG,FREEDOM CARE GROUP HOLDINGS LIMITED,FCG.AX,FCG,0
FCL,FINEOS CORPORATION HOLDINGS PLC,FCL.AX,FCL,0
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,FCT.AX,FCT,0
FDR,FINDER ENERGY HOLDINGS LIMITED,FDR.AX,FDR,0
FDV,FRONTIER DIGITAL VENTURES LIMITED,FDV.AX,FDV,0
FEG,FAR EAST GOLD LTD,FEG.AX,FEG,0
FEL,FORTE ENERGY LIMITED,FEL.AX,FEL,0
FEX,FENIX RESOURCES LTD,FEX.AX,FEX,0
FFG,FATFISH GROUP LIMITED,FFG.AX,FFG,0
FFI,FFI HOLDINGS LIMITED,FFI.AX,FFI,0
FFM,FIREFLY METALS LTD,FFM.AX,FFM,0
FG1,FLYNN GOLD LIMITED,FG1.AX,FG1,0
FGG,FUTURE GENERATION GLOBAL LIMITED,FGG.AX,FGG,0
FGH,FORESTA GROUP HOLDINGS LIMITED,FGH.AX,FGH,0
FGR,FIRST GRAPHENE LIMITED,FGR.AX,FGR,0
FGX,FUTURE GENERATION AUSTRALIA LIMITED,FGX.AX,FGX,0
FHE,FRONTIER ENERGY LIMITED,FHE.AX,FHE,0
FHS,FREEHILL MINING LIMITED.,FHS.AX,FHS,0
FID,FIDUCIAN GROUP LIMITED,FID.AX,FID,0
FIN,FIN RESOURCES LIMITED,FIN.AX,FIN,0
FL1,FIRST LITHIUM LIMITED,FL1.AX,FL1,0
FLC,FLUENCE CORPORATION LIMITED,FLC.AX,FLC,0
FLG,FLAGSHIP MINERALS LIMITED,FLG.AX,FLG,0
FLN,FREELANCER LIMITED,FLN.AX,FLN,0
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,FLT.AX,FLT,0
FLX,FELIX GROUP HOLDINGS LTD,FLX.AX,FLX,0
FME,FUTURE METALS NL,FME.AX,FME,0
FMG,Fortescue,FMG.AX,FMG,0
FML,FOCUS MINERALS LTD,FML.AX,FML,0
FMN,FAMIEN RESOURCES LIMITED,FMN.AX,FMN,0
FMR,FMR RESOURCES LIMITED,FMR.AX,FMR,0
FND,FINDI LIMITED,FND.AX,FND,0
FNR,FAR NORTHERN RESOURCES LIMITED,FNR.AX,FNR,0
FNX,FINEXIA FINANCIAL GROUP LIMITED,FNX.AX,FNX,0
FOS,FOS CAPITAL LTD,FOS.AX,FOS,0
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,FPC.AX,FPC,0
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH.AX,FPH,0
FPR,FLEETPARTNERS GROUP LIMITED,FPR.AX,FPR,0
FRB,FIREBIRD METALS LIMITED,FRB.AX,FRB,0
FRE,FIREBRICK PHARMA LIMITED,FRE.AX,FRE,0
FRI,FINBAR GROUP LIMITED,FRI.AX,FRI,0
FRM,FARM PRIDE FOODS LIMITED,FRM.AX,FRM,0
FRS,FORRESTANIA RESOURCES LIMITED,FRS.AX,FRS,0
FRW,FREIGHTWAYS GROUP LIMITED,FRW.AX,FRW,0
FRX,FLEXIROAM LIMITED,FRX.AX,FRX,0
FSA,FSA GROUP LIMITED,FSA.AX,FSA,0
FSI,FLAGSHIP INVESTMENTS LIMITED,FSI.AX,FSI,0
FTI,FORTIFAI LTD,FTI.AX,FTI,0
FUL,FULCRUM LITHIUM LTD,FUL.AX,FUL,0
FUN,FORTUNA METALS LTD,FUN.AX,FUN,0
FWD,FLEETWOOD LIMITED,FWD.AX,FWD,0
FXG,FELIX GOLD LIMITED,FXG.AX,FXG,0
FZR,FITZROY RIVER CORPORATION LTD,FZR.AX,FZR,0
G11,G11 RESOURCES LIMITED,G11.AX,G11,0
G1C,GROUP ONE CAPITAL LIMITED,G1C.AX,G1C,0
G50,G50 CORP LIMITED,G50.AX,G50,0
G6M,GROUP 6 METALS LIMITED,G6M.AX,G6M,0
G88,GOLDEN MILE RESOURCES LTD,G88.AX,G88,0
GA8,GOLDARC RESOURCES LIMITED,GA8.AX,GA8,0
GAL,GALILEO MINING LTD,GAL.AX,GAL,0
GAP,GALE PACIFIC LIMITED,GAP.AX,GAP,0
GAS,STATE GAS LIMITED,GAS.AX,GAS,0
GBE,GLOBE METALS & MINING LIMITED,GBE.AX,GBE,0
GBL,GREAT BEAR EXPLORATION LTD,GBL.AX,GBL,0
GBM,GBM RESOURCES LIMITED.,GBM.AX,GBM,0
GBR,GREAT BOULDER RESOURCES LIMITED,GBR.AX,GBR,0
GC1,GLENNON SMALL COMPANIES LIMITED,GC1.AX,GC1,0
GCI,GRYPHON CAPITAL INCOME TRUST,GCI.AX,GCI,0
GCM,GCM CORPORATION LIMITED,GCM.AX,GCM,0
GCR,GOLDEN CROSS RESOURCES LTD,GCR.AX,GCR,0
GDF,GARDA PROPERTY GROUP,GDF.AX,GDF,0
GDG,GENERATION DEVELOPMENT GROUP LIMITED,GDG.AX,GDG,0
GDI,GDI PROPERTY GROUP,GDI.AX,GDI,0
GDM,GREAT DIVIDE MINING LTD,GDM.AX,GDM,0
GDR,GOLDEN DRAGON MINING LTD,GDR.AX,GDR,0
GED,GOLDEN DEEPS LIMITED.,GED.AX,GED,0
GEM,G8 EDUCATION LIMITED,GEM.AX,GEM,0
GEN,GENMIN LIMITED,GEN.AX,GEN,0
GES,GENESIS RESOURCES LIMITED,GES.AX,GES,0
GFL,GLOBAL MASTERS FUND LIMITED,GFL.AX,GFL,0
GG1,GREEN & GOLD MINERALS LIMITED,GG1.AX,GG1,0
GG8,GORILLA GOLD MINES LTD,GG8.AX,GG8,0
GGE,GRAND GULF ENERGY LIMITED,GGE.AX,GGE,0
GGP,GREATLAND RESOURCES LIMITED,GGP.AX,GGP,0
GGR,GOLDEN GLOBE RESOURCES LTD.,GGR.AX,GGR,0
GHM,GOLDEN HORSE MINERALS LIMITED,GHM.AX,GHM,0
GHY,GOLD HYDROGEN LIMITED,GHY.AX,GHY,0
GIB,GIBB RIVER DIAMONDS LIMITED,GIB.AX,GIB,0
GL1,GLOBAL LITHIUM RESOURCES LIMITED,GL1.AX,GL1,0
GLB,GLOBE INTERNATIONAL LIMITED,GLB.AX,GLB,0
GLE,GLG CORP LTD,GLE.AX,GLE,0
GLF,GEMLIFE COMMUNITIES GROUP,GLF.AX,GLF,0
GLH,GLOBAL HEALTH LIMITED,GLH.AX,GLH,0
GLL,GALILEE ENERGY LIMITED,GLL.AX,GLL,0
GLN,GALAN LITHIUM LIMITED,GLN.AX,GLN,0
GLS,L1 GLOBAL LONG SHORT FUND LIMITED,GLS.AX,GLS,0
GMD,GENESIS MINERALS LIMITED,GMD.AX,GMD,0
GMG,Goodman Group,GMG.AX,GMG,0
GML,GATEWAY MINING LIMITED,GML.AX,GML,0
GMN,GOLD MOUNTAIN LIMITED,GMN.AX,GMN,0
GNC,GRAINCORP LIMITED,GNC.AX,GNC,0
GNE,GENESIS ENERGY LIMITED,GNE.AX,GNE,0
GNG,GR ENGINEERING SERVICES LIMITED,GNG.AX,GNG,0
GNM,GREAT NORTHERN MINERALS LIMITED,GNM.AX,GNM,0
GNP,GENUSPLUS GROUP LTD,GNP.AX,GNP,0
GOW,GOWING BROS LIMITED,GOW.AX,GOW,0
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,GOZ.AX,GOZ,0
GPR,GEOPACIFIC RESOURCES LTD,GPR.AX,GPR,0
GPT,GPT GROUP,GPT.AX,GPT,0
GQG,GQG PARTNERS INC.,GQG.AX,GQG,0
GR8,GREAT DIRT RESOURCES LTD,GR8.AX,GR8,0
GRE,GREENTECH METALS LIMITED,GRE.AX,GRE,0
GRL,GODOLPHIN RESOURCES LIMITED,GRL.AX,GRL,0
GRR,GRANGE RESOURCES LIMITED.,GRR.AX,GRR,0
GRV,GREENVALE ENERGY LTD,GRV.AX,GRV,0
GRX,GREENX METALS LIMITED,GRX.AX,GRX,0
GSM,GOLDEN STATE MINING LIMITED,GSM.AX,GSM,0
GSN,GREAT SOUTHERN MINING LIMITED,GSN.AX,GSN,0
GSS,GENETIC SIGNATURES LIMITED,GSS.AX,GSS,0
GT1,GREEN TECHNOLOGY METALS LIMITED,GT1.AX,GT1,0
GT3,GREEN360 TECHNOLOGIES LIMITED,GT3.AX,GT3,0
GTE,GREAT WESTERN EXPLORATION LIMITED.,GTE.AX,GTE,0
GTG,GENETIC TECHNOLOGIES LIMITED,GTG.AX,GTG,0
GTI,GRATIFII LIMITED,GTI.AX,GTI,0
GTK,GENTRACK GROUP LIMITED,GTK.AX,GTK,0
GTN,GTN LIMITED,GTN.AX,GTN,0
GUL,GULLEWA LIMITED,GUL.AX,GUL,0
GUM,GUMTREE AUSTRALIA MARKETS LIMITED,GUM.AX,GUM,0
GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,GVF.AX,GVF,0
GW1,GREENWING RESOURCES LTD,GW1.AX,GW1,0
GWA,GWA GROUP LIMITED.,GWA.AX,GWA,0
GWR,GWR GROUP LIMITED,GWR.AX,GWR,0
GYG,GUZMAN Y GOMEZ LIMITED,GYG.AX,GYG,0
H2G,H2G LIMITED,H2G.AX,H2G,0
H3E,H3 ENERGY LIMITED,H3E.AX,H3E,0
HAL,HALO TECHNOLOGIES HOLDINGS LTD,HAL.AX,HAL,0
HAR,HARANGA RESOURCES LIMITED.,HAR.AX,HAR,0
HAS,HASTINGS TECHNOLOGY METALS LTD,HAS.AX,HAS,0
HAV,HAVILAH RESOURCES LIMITED,HAV.AX,HAV,0
HAW,HAWTHORN RESOURCES LIMITED,HAW.AX,HAW,0
HCF,H&G HIGH CONVICTION LIMITED,HCF.AX,HCF,0
HCH,HOT CHILI LIMITED,HCH.AX,HCH,0
HCL,HIGHCOM LIMITED,HCL.AX,HCL,0
HCT,HOLISTA COLLTECH LIMITED,HCT.AX,HCT,0
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,HCW.AX,HCW,0
HDN,HOMECO DAILY NEEDS REIT,HDN.AX,HDN,0
HE8,HELIOS ENERGY LTD,HE8.AX,HE8,0
HFR,HIGHFIELD RESOURCES LIMITED,HFR.AX,HFR,0
HFY,HUBIFY LIMITED,HFY.AX,HFY,0
HGH,HEARTLAND GROUP HOLDINGS LIMITED,HGH.AX,HGH,0
HGO,HILLGROVE RESOURCES LIMITED,HGO.AX,HGO,0
HIO,HAWSONS IRON LTD,HIO.AX,HIO,0
HIQ,HITIQ LIMITED,HIQ.AX,HIQ,0
HIT,HITECH GROUP AUSTRALIA LIMITED,HIT.AX,HIT,0
HLI,HELIA GROUP LIMITED,HLI.AX,HLI,0
HLO,HELLOWORLD TRAVEL LIMITED,HLO.AX,HLO,0
HLS,HEALIUS LIMITED,HLS.AX,HLS,0
HLX,HELIX RESOURCES LIMITED,HLX.AX,HLX,0
HM1,HEARTS AND MINDS INVESTMENTS LIMITED,HM1.AX,HM1,0
HMC,HMC CAPITAL LIMITED,HMC.AX,HMC,0
HMD,HERAMED LIMITED,HMD.AX,HMD,0
HMG,HAMELIN GOLD LIMITED,HMG.AX,HMG,0
HMI,HIREMII LIMITED,HMI.AX,HMI,0
HMX,HAMMER METALS LIMITED,HMX.AX,HMX,0
HMY,HARMONEY CORP LIMITED,HMY.AX,HMY,0
HOR,HORSESHOE METALS LIMITED,HOR.AX,HOR,0
HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,HPC.AX,HPC,0
HPG,HIPAGES GROUP HOLDINGS LTD,HPG.AX,HPG,0
HPR,HIGH PEAK ROYALTIES LIMITED,HPR.AX,HPR,0
HRE,HEAVY RARE EARTHS LIMITED,HRE.AX,HRE,0
HRN,HORIZON GOLD LIMITED,HRN.AX,HRN,0
HSN,HANSEN TECHNOLOGIES LIMITED,HSN.AX,HSN,0
HT8,HARRIS TECHNOLOGY GROUP LIMITED,HT8.AX,HT8,0
HTM,HIGH-TECH METALS LTD,HTM.AX,HTM,0
HUB,HUB24 LIMITED,HUB.AX,HUB,0
HUM,HUMM GROUP LIMITED,HUM.AX,HUM,0
HVN,HARVEY NORMAN HOLDINGS LIMITED,HVN.AX,HVN,0
HVY,HEAVY MINERALS LIMITED,HVY.AX,HVY,0
HWK,HAWK RESOURCES LIMITED.,HWK.AX,HWK,0
HXL,HEXIMA LIMITED.,HXL.AX,HXL,0
HYD,HYDRIX LIMITED,HYD.AX,HYD,0
HYT,HYTERRA LTD,HYT.AX,HYT,0
