symbol,name,yahoo,stockanalysis,has_listing
HZN,HORIZON OIL LIMITED,HZN.AX,HZN,0
HZR,HAZER GROUP LIMITED,HZR.AX,HZR,0
I88,INFINI RESOURCES LIMITED,I88.AX,I88,0
IAG,INSURANCE AUSTRALIA GROUP LIMITED,IAG.AX,IAG,0
IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,IAM.AX,IAM,0
IBC,IRONBARK BALANCED INCOME LIMITED,IBC.AX,IBC,0
IBR,IRON BEAR RESOURCES LTD,IBR.AX,IBR,0
IBX,IMAGION BIOSYSTEMS LIMITED,IBX.AX,IBX,0
ICE,ICETANA LIMITED,ICE.AX,ICE,0
ICL,ICENI GOLD LIMITED,ICL.AX,ICL,0
ICR,INTELICARE HOLDINGS LIMITED,ICR.AX,ICR,0
ICU,INVESTOR CENTRE LIMITED,ICU.AX,ICU,0
ID8,IDENTITII LIMITED,ID8.AX,ID8,0
IDA,INDIANA RESOURCES LIMITED,IDA.AX,IDA,0
IDT,IDT AUSTRALIA LIMITED,IDT.AX,IDT,0
IDX,INTEGRAL DIAGNOSTICS LIMITED,IDX.AX,IDX,0
IEL,IDP EDUCATION LIMITED,IEL.AX,IEL,0
IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED.,IEQ.AX,IEQ,0
IFG,INFOCUS GROUP HOLDINGS LIMITED,IFG.AX,IFG,0
IFN,INFRAGREEN GROUP LIMITED,IFN.AX,IFN,0
IFT,INFRATIL LIMITED.,IFT.AX,IFT,0
IG6,INTERNATIONAL GRAPHITE LIMITED,IG6.AX,IG6,0
IGL,IVE GROUP LIMITED,IGL.AX,IGL,0
IGN,IGNITE LIMITED,IGN.AX,IGN,0
IGO,IGO LIMITED,IGO.AX,IGO,0
IIQ,INOVIQ LTD,IIQ.AX,IIQ,0
IKE,IKEGPS GROUP LIMITED,IKE.AX,IKE,0
ILA,ISLAND PHARMACEUTICALS LIMITED,ILA.AX,ILA,0
ILT,ILTANI RESOURCES LIMITED.,ILT.AX,ILT,0
ILU,ILUKA RESOURCES LIMITED,ILU.AX,ILU,0
IMA,IMAGE RESOURCES NL,IMA.AX,IMA,0
IMB,INTELLIGENT MONITORING GROUP LIMITED,IMB.AX,IMB,0
IMC,IMMURON LIMITED,IMC.AX,IMC,0
IMD,IMDEX LIMITED,IMD.AX,IMD,0
IME,IMEXHS LIMITED,IME.AX,IME,0
IMI,INFINITY MINING LIMITED,IMI.AX,IMI,0
IMM,IMMUTEP LIMITED,IMM.AX,IMM,0
IMR,IMRICOR MEDICAL SYSTEMS INC.,IMR.AX,IMR,0
IMU,IMUGENE LIMITED,IMU.AX,IMU,0
INA,INGENIA COMMUNITIES GROUP,INA.AX,INA,0
IND,INDUSTRIAL MINERALS LTD,IND.AX,IND,0
INF,INFINITY METALS LIMITED,INF.AX,INF,0
ING,INGHAMS GROUP LIMITED,ING.AX,ING,0
INR,IONEER LTD,INR.AX,INR,0
INV,INVESTSMART GROUP LIMITED,INV.AX,INV,0
IOD,IODM LIMITED,IOD.AX,IOD,0
ION,IONDRIVE LIMITED,ION.AX,ION,0
IOV,ION VIDEO LTD,IOV.AX,IOV,0
IPC,IMPERIAL PACIFIC LIMITED,IPC.AX,IPC,0
IPD,IMPEDIMED LIMITED,IPD.AX,IPD,0
IPG,IPD GROUP LTD,IPG.AX,IPG,0
IPH,IPH LIMITED,IPH.AX,IPH,0
IPT,IMPACT MINERALS LIMITED,IPT.AX,IPT,0
IPX,IPERIONX LIMITED,IPX.AX,IPX,0
IR1,IRIS METALS LIMITED,IR1.AX,IR1,0
IRD,IRON ROAD LIMITED,IRD.AX,IRD,0
IRE,IRESS LIMITED,IRE.AX,IRE,0
IRI,INTEGRATED RESEARCH LIMITED,IRI.AX,IRI,0
IS3,I SYNERGY GROUP LIMITED,IS3.AX,IS3,0
ITM,ITECH MINERALS LTD,ITM.AX,ITM,0
ITS,INFOTRUST LTD,ITS.AX,ITS,0
IVG,INVERT GRAPHITE LIMITED,IVG.AX,IVG,0
IVR,INVESTIGATOR SILVER LIMITED,IVR.AX,IVR,0
IVX,INVION LIMITED,IVX.AX,IVX,0
IVZ,INVICTUS ENERGY LTD,IVZ.AX,IVZ,0
IXC,INVEX THERAPEUTICS LTD,IXC.AX,IXC,0
IXR,IONIC RARE EARTHS LIMITED,IXR.AX,IXR,0
JAL,JAMESON RESOURCES LIMITED,JAL.AX,JAL,0
JAN,JANISON EDUCATION GROUP LIMITED,JAN.AX,JAN,0
JAT,JATCORP LIMITED,JAT.AX,JAT,0
JAV,JAVELIN MINERALS LIMITED,JAV.AX,JAV,0
JAY,JAYRIDE GROUP LIMITED,JAY.AX,JAY,0
JBH,JB HI-FI LIMITED,JBH.AX,JBH,0
JCS,JCURVE SOLUTIONS LTD,JCS.AX,JCS,0
JDO,JUDO CAPITAL HOLDINGS LIMITED,JDO.AX,JDO,0
JGH,JADE GAS HOLDINGS LIMITED,JGH.AX,JGH,0
JHX,James Hardie,JHX.AX,JHX,0
JIN,JUMBO INTERACTIVE LIMITED,JIN.AX,JIN,0
JLL,JINDALEE LITHIUM LIMITED,JLL.AX,JLL,0
JMS,JUPITER MINES LIMITED.,JMS.AX,JMS,0
JNO,JUNO MINERALS LIMITED,JNO.AX,JNO,0
JNS,JANUS ELECTRIC HOLDINGS LIMITED,JNS.AX,JNS,0
JPR,JUPITER ENERGY LIMITED,JPR.AX,JPR,0
JYC,JOYCE CORPORATION LTD,JYC.AX,JYC,0
KAL,KALGOORLIE GOLD MINING LIMITED,KAL.AX,KAL,0
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,KAM.AX,KAM,0
KAO,KAOKO METALS LIMITED,KAO.AX,KAO,0
KAR,KAROON ENERGY LTD,KAR.AX,KAR,0
KAT,KATANA CAPITAL LIMITED,KAT.AX,KAT,0
KAU,KAISER REEF LIMITED,KAU.AX,KAU,0
KBC,KEYBRIDGE CAPITAL LIMITED,KBC.AX,KBC,0
KCC,KINCORA COPPER LIMITED,KCC.AX,KCC,0
KCN,KINGSGATE CONSOLIDATED LIMITED.,KCN.AX,KCN,0
KEY,KEY PETROLEUM LIMITED,KEY.AX,KEY,0
KFM,KINGFISHER MINING LTD,KFM.AX,KFM,0
KGL,KGL RESOURCES LIMITED,KGL.AX,KGL,0
KGN,KOGAN.COM LTD,KGN.AX,KGN,0
KIT,KAPSTREAM INVESTMENT TRUST,KIT.AX,KIT,0
KKC,KKR CREDIT INCOME FUND,KKC.AX,KKC,0
KKO,KINETIKO ENERGY LTD,KKO.AX,KKO,0
KLI,KILLI RESOURCES LIMITED,KLI.AX,KLI,0
KLR,KAILI RESOURCES LIMITED,KLR.AX,KLR,0
KLS,KELSIAN GROUP LIMITED,KLS.AX,KLS,0
KLV,KLEVO REWARDS LIMITED,KLV.AX,KLV,0
KM1,KALI METALS LIMITED,KM1.AX,KM1,0
KMD,KMD BRANDS LIMITED,KMD.AX,KMD,0
KME,KIP MCGRATH EDUCATION CENTRES LIMITED,KME.AX,KME,0
KNB,KOONENBERRY GOLD LIMITED,KNB.AX,KNB,0
KNG,KINGSLAND MINERALS LTD,KNG.AX,KNG,0
KNI,KUNIKO LIMITED,KNI.AX,KNI,0
KNO,KNOSYS LIMITED,KNO.AX,KNO,0
KOA,THE KOALA COMPANY LIMITED,KOA.AX,KOA,0
KOB,KOBA RESOURCES LIMITED,KOB.AX,KOB,0
KOV,KORVEST LTD,KOV.AX,KOV,0
KP2,KORE POTASH PLC,KP2.AX,KP2,0
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,KPG.AX,KPG,0
KPO,KALINA POWER LIMITED,KPO.AX,KPO,0
KRM,KINGSROSE MINING LIMITED,KRM.AX,KRM,0
KRR,KING RIVER RESOURCES LIMITED,KRR.AX,KRR,0
KSC,K & S CORPORATION LIMITED,KSC.AX,KSC,0
KSL,KINA SECURITIES LIMITED,KSL.AX,KSL,0
KSN,KINGSTON RESOURCES LIMITED,KSN.AX,KSN,0
KTA,KRAKATOA RESOURCES LIMITED,KTA.AX,KTA,0
KYN,KYRON CAPITAL GROUP,KYN.AX,KYN,0
KYP,KINATICO LTD,KYP.AX,KYP,0
KZR,KALAMAZOO RESOURCES LIMITED,KZR.AX,KZR,0
L1G,L1 GROUP LIMITED,L1G.AX,L1G,0
L1M,LIGHTNING MINERALS LTD,L1M.AX,L1M,0
LAC,LAC GOLD LIMITED,LAC.AX,LAC,0
LAM,LARAMIDE RESOURCES LTD,LAM.AX,LAM,0
LAT,LATITUDE 66 LIMITED,LAT.AX,LAT,0
LAU,LINDSAY AUSTRALIA LIMITED,LAU.AX,LAU,0
LBL,LASERBOND LIMITED,LBL.AX,LBL,0
LCE,LONDON CITY EQUITIES LIMITED,LCE.AX,LCE,0
LCL,LCL RESOURCES LIMITED,LCL.AX,LCL,0
LCY,LEGACY IRON ORE LIMITED,LCY.AX,LCY,0
LDR,LODE RESOURCES LTD,LDR.AX,LDR,0
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,LDX.AX,LDX,0
LED,LDR CAPITAL PROPERTY FUND,LED.AX,LED,0
LEG,LEGEND MINING LIMITED,LEG.AX,LEG,0
LEL,LE MINERALS LIMITED,LEL.AX,LEL,0
LEX,LEFROY EXPLORATION LIMITED,LEX.AX,LEX,0
LF1,LA TROBE PRIVATE CREDIT FUND,LF1.AX,LF1,0
LFG,LIBERTY FINANCIAL GROUP,LFG.AX,LFG,0
LFS,LATITUDE GROUP HOLDINGS LIMITED,LFS.AX,LFS,0
LGF,L1 GOLD FUND LIMITED,LGF.AX,LGF,0
LGI,LGI LIMITED,LGI.AX,LGI,0
LGM,LEGACY MINERALS HOLDINGS LIMITED,LGM.AX,LGM,0
LGP,LITTLE GREEN PHARMA LTD,LGP.AX,LGP,0
LIB,LIBERTY METALS LTD,LIB.AX,LIB,0
LIC,LIFESTYLE COMMUNITIES LIMITED,LIC.AX,LIC,0
LIN,LINDIAN RESOURCES LIMITED,LIN.AX,LIN,0
LIO,LION ENERGY LIMITED,LIO.AX,LIO,0
LIS,LI-S ENERGY LIMITED,LIS.AX,LIS,0
LIT,LIVIUM LTD,LIT.AX,LIT,0
LKE,LAKE RESOURCES N.L.,LKE.AX,LKE,0
LKO,LAKES BLUE ENERGY NL,LKO.AX,LKO,0
LKY,LOCKSLEY RESOURCES LIMITED,LKY.AX,LKY,0
LLC,LENDLEASE GROUP,LLC.AX,LLC,0
LLM,LOYAL METALS LTD,LLM.AX,LLM,0
LM1,LEEUWIN METALS LTD,LM1.AX,LM1,0
LM8,LUNNON METALS LIMITED,LM8.AX,LM8,0
LMG,LATROBE MAGNESIUM LIMITED,LMG.AX,LMG,0
LML,LINCOLN MINERALS LIMITED,LML.AX,LML,0
LMS,LITCHFIELD MINERALS LIMITED,LMS.AX,LMS,0
LNQ,LINQ MINERALS LIMITED,LNQ.AX,LNQ,0
LNW,LIGHT & WONDER INC.,LNW.AX,LNW,0
LOT,LOTUS RESOURCES LIMITED,LOT.AX,LOT,0
LOV,LOVISA HOLDINGS LIMITED,LOV.AX,LOV,0
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,LPE.AX,LPE,0
LPM,LITHIUM PLUS MINERALS LTD.,LPM.AX,LPM,0
LRD,LORD RESOURCES LIMITED,LRD.AX,LRD,0
LRK,LARK DISTILLING CO. LTD,LRK.AX,LRK,0
LRM,LION ROCK MINERALS LTD,LRM.AX,LRM,0
LRT,LOWELL RESOURCES FUND,LRT.AX,LRT,0
LRV,LARVOTTO RESOURCES LIMITED,LRV.AX,LRV,0
LSA,LACHLAN STAR LIMITED,LSA.AX,LSA,0
LSF,L1 LONG SHORT FUND LIMITED,LSF.AX,LSF,0
LSR,LODESTAR MINERALS LIMITED,LSR.AX,LSR,0
LSX,LION SELECTION GROUP LIMITED.,LSX.AX,LSX,0
LTP,LTR PHARMA LIMITED,LTP.AX,LTP,0
LTR,LIONTOWN LIMITED,LTR.AX,LTR,0
LU7,LITHIUM UNIVERSE LIMITED,LU7.AX,LU7,0
LVE,LOVE GROUP GLOBAL LTD,LVE.AX,LVE,0
LYC,LYNAS RARE EARTHS LIMITED,LYC.AX,LYC,0
LYL,LYCOPODIUM LIMITED,LYL.AX,LYL,0
M24,MAMBA EXPLORATION LIMITED,M24.AX,M24,0
M2M,MT MALCOLM MINES NL,M2M.AX,M2M,0
M2R,MIRAMAR RESOURCES LIMITED,M2R.AX,M2R,0
M3M,M3 MINING LIMITED,M3M.AX,M3M,0
M4M,MACRO METALS LIMITED,M4M.AX,M4M,0
M79,MAMMOTH MINERALS LIMITED,M79.AX,M79,0
M7T,MACH7 TECHNOLOGIES LIMITED,M7T.AX,M7T,0
M96,MAVERICK MINERALS AUSTRALIA LTD,M96.AX,M96,0
MA1,MA CREDIT INCOME TRUST,MA1.AX,MA1,0
MAD,MADER GROUP LIMITED,MAD.AX,MAD,0
MAF,MA FINANCIAL GROUP LIMITED,MAF.AX,MAF,0
MAG,MAGMATIC RESOURCES LIMITED,MAG.AX,MAG,0
MAH,MACMAHON HOLDINGS LIMITED,MAH.AX,MAH,0
MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,MAM.AX,MAM,0
MAN,MANDRAKE RESOURCES LIMITED,MAN.AX,MAN,0
MAP,MICROBA LIFE SCIENCES LIMITED,MAP.AX,MAP,0
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,MAQ.AX,MAQ,0
MAT,MATSA RESOURCES LIMITED,MAT.AX,MAT,0
MAY,MELBANA ENERGY LIMITED,MAY.AX,MAY,0
MBG,MB GOLD LIMITED,MBG.AX,MBG,0
MBH,MAGGIE BEER HOLDINGS LTD,MBH.AX,MBH,0
MBK,METAL BANK LIMITED,MBK.AX,MBK,0
MC2,MARIMACA COPPER CORP.,MC2.AX,MC2,0
MCA,MURRAY COD AUSTRALIA LIMITED,MCA.AX,MCA,0
MCM,MC MINING LIMITED,MCM.AX,MCM,0
MCO,MYECO GROUP LTD,MCO.AX,MCO,0
MCP,MCPHERSON'S LIMITED,MCP.AX,MCP,0
MCY,MERCURY NZ LIMITED,MCY.AX,MCY,0
MDI,MIDDLE ISLAND RESOURCES LIMITED,MDI.AX,MDI,0
MDX,MINDAX LIMITED,MDX.AX,MDX,0
MEC,MORPHIC ETHICAL EQUITIES FUND LIMITED,MEC.AX,MEC,0
MEG,MEGADO MINERALS LTD,MEG.AX,MEG,0
MEI,METEORIC RESOURCES LIMITED,MEI.AX,MEI,0
MEK,MEEKA METALS LIMITED,MEK.AX,MEK,0
MEL,METGASCO LTD,MEL.AX,MEL,0
MEM,MEMPHASYS LIMITED.,MEM.AX,MEM,0
MEU,MARMOTA LIMITED,MEU.AX,MEU,0
MEX,MINERALS EXPLORATION LIMITED,MEX.AX,MEX,0
MEZ,MERIDIAN ENERGY LIMITED,MEZ.AX,MEZ,0
MFD,MAYFIELD CHILDCARE LIMITED,MFD.AX,MFD,0
MFF,MFF CAPITAL INVESTMENTS LIMITED,MFF.AX,MFF,0
MFG,MAGELLAN FINANCIAL GROUP LIMITED,MFG.AX,MFG,0
MGA,METALSGROVE MINING LTD,MGA.AX,MGA,0
MGH,MAAS GROUP HOLDINGS LIMITED,MGH.AX,MGH,0
MGL,MAGONTEC LIMITED,MGL.AX,MGL,0
MGR,MIRVAC GROUP,MGR.AX,MGR,0
MGT,MAGNETITE MINES LIMITED.,MGT.AX,MGT,0
MGU,MAGNUM MINING AND EXPLORATION LIMITED,MGU.AX,MGU,0
MGX,MGX RESOURCES LIMITED,MGX.AX,MGX,0
MHC,MANHATTAN GOLD CORPORATION LIMITED,MHC.AX,MHC,0
MHJ,MICHAEL HILL INTERNATIONAL LIMITED,MHJ.AX,MHJ,0
MHK,METAL HAWK LIMITED.,MHK.AX,MHK,0
MHM,MOUNT HOPE MINING LIMITED,MHM.AX,MHM,0
MI6,MINERALS 260 LIMITED,MI6.AX,MI6,0
MIN,MINERAL RESOURCES LIMITED,MIN.AX,MIN,0
MIO,MACARTHUR MINERALS LIMITED,MIO.AX,MIO,0
MIR,MIRRABOOKA INVESTMENTS LIMITED,MIR.AX,MIR,0
MKR,MANUKA RESOURCES LTD.,MKR.AX,MKR,0
ML8,MOONLIGHT RESOURCES LTD,ML8.AX,ML8,0
MLG,MLG OZ LIMITED,MLG.AX,MLG,0
MLS,METALS AUSTRALIA LTD,MLS.AX,MLS,0
MLX,METALS X LIMITED,MLX.AX,MLX,0
MM1,MIDAS MINERALS LTD,MM1.AX,MM1,0
MM8,MEDALLION METALS LIMITED.,MM8.AX,MM8,0
MMA,MARONAN METALS LIMITED,MMA.AX,MMA,0
MME,MONEYME LIMITED,MME.AX,MME,0
MMI,METRO MINING LIMITED,MMI.AX,MMI,0
MML,MCLAREN MINERALS LIMITED,MML.AX,MML,0
MMR,MEC RESOURCES LIMITED,MMR.AX,MMR,0
MMS,MCMILLAN SHAKESPEARE LIMITED,MMS.AX,MMS,0
MNB,MINBOS RESOURCES LIMITED,MNB.AX,MNB,0
MNC,MERINO & CO. LIMITED,MNC.AX,MNC,0
MND,MONADELPHOUS GROUP LIMITED,MND.AX,MND,0
MNE,MACALLUM NEW ENERGY LIMITED,MNE.AX,MNE,0
MOH,MOHO RESOURCES LIMITED,MOH.AX,MOH,0
MOM,MOAB MINERALS LIMITED,MOM.AX,MOM,0
MOT,METRICS INCOME OPPORTUNITIES TRUST,MOT.AX,MOT,0
MOV,MOVE LOGISTICS GROUP LIMITED,MOV.AX,MOV,0
MP1,MEGAPORT LIMITED,MP1.AX,MP1,0
MPK,MANY PEAKS MINERALS LTD,MPK.AX,MPK,0
MPL,MEDIBANK PRIVATE LIMITED,MPL.AX,MPL,0
MPP,METRO PERFORMANCE GLASS LIMITED,MPP.AX,MPP,0
MPR,MPR AUSTRALIA LIMITED,MPR.AX,MPR,0
MPW,METAL POWDER WORKS LIMITED,MPW.AX,MPW,0
MPX,MUSTERA PROPERTY GROUP LIMITED,MPX.AX,MPX,0
MQG,Macquarie Group,MQG.AX,MQG,0
MQR,MARQUEE RESOURCES LIMITED,MQR.AX,MQR,0
MRD,MOUNT RIDLEY MINES LIMITED,MRD.AX,MRD,0
MRE,METRICS REAL ESTATE MULTI-STRATEGY FUND,MRE.AX,MRE,0
MRQ,MRG METALS LIMITED,MRQ.AX,MRQ,0
MRR,MINREX RESOURCES LIMITED,MRR.AX,MRR,0
MRT,MARITANA MINERALS LIMITED,MRT.AX,MRT,0
MRZ,MONT ROYAL RESOURCES LIMITED,MRZ.AX,MRZ,0
MSB,MESOBLAST LIMITED,MSB.AX,MSB,0
MSG,MCS SERVICES LIMITED,MSG.AX,MSG,0
MSI,MULTISTACK INTERNATIONAL LIMITED,MSI.AX,MSI,0
MSV,MITCHELL SERVICES LIMITED,MSV.AX,MSV,0
MTC,METALSTECH LIMITED,MTC.AX,MTC,0
MTH,MITHRIL SILVER AND GOLD LIMITED,MTH.AX,MTH,0
MTL,MANTLE MINERALS LIMITED,MTL.AX,MTL,0
MTM,METALLIUM LIMITED,MTM.AX,MTM,0
MTO,MOTORCYCLE HOLDINGS LIMITED,MTO.AX,MTO,0
MTS,METCASH LIMITED,MTS.AX,MTS,0
MVF,MONASH IVF GROUP LIMITED,MVF.AX,MVF,0
MVL,MARVEL GOLD LIMITED,MVL.AX,MVL,0
MVP,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,MVP.AX,MVP,0
MX1,MICRO-X LIMITED,MX1.AX,MX1,0
MXI,MAXIPARTS LIMITED,MXI.AX,MXI,0
MXO,MOTIO LTD,MXO.AX,MXO,0
MXT,METRICS MASTER INCOME TRUST,MXT.AX,MXT,0
MYE,MASTERMYNE GROUP LIMITED,MYE.AX,MYE,0
MYG,MAYFIELD GROUP HOLDINGS LIMITED,MYG.AX,MYG,0
MYR,MYER HOLDINGS LIMITED,MYR.AX,MYR,0
MYS,MYSTATE LIMITED,MYS.AX,MYS,0
MYX,MAYNE PHARMA GROUP LIMITED,MYX.AX,MYX,0
N1H,N1 HOLDINGS LIMITED,N1H.AX,N1H,0
NAB,National Australia Bank,NAB.AX,NAB,0
NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,NAC.AX,NAC,0
NAE,NEW AGE EXPLORATION LIMITED,NAE.AX,NAE,0
NAG,NAGAMBIE RESOURCES LIMITED,NAG.AX,NAG,0
NAN,NANOSONICS LIMITED,NAN.AX,NAN,0
NC1,NICO RESOURCES LIMITED,NC1.AX,NC1,0
NC6,NANOLLOSE LIMITED,NC6.AX,NC6,0
NCC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,NCC.AX,NCC,0
NCK,NICK SCALI LIMITED,NCK.AX,NCK,0
NDO,NIDO EDUCATION LIMITED,NDO.AX,NDO,0
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,NEC.AX,NEC,0
NEM,NEWMONT CORPORATION,NEM.AX,NEM,0
NES,NELSON RESOURCES LIMITED.,NES.AX,NES,0
NEU,NEUREN PHARMACEUTICALS LIMITED,NEU.AX,NEU,0
NFL,NORFOLK METALS LIMITED,NFL.AX,NFL,0
NFM,NEW FRONTIER MINERALS LIMITED,NFM.AX,NFM,0
NGE,NGE CAPITAL LIMITED,NGE.AX,NGE,0
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,NGI.AX,NGI,0
NGS,NUTRITIONAL GROWTH SOLUTIONS LTD,NGS.AX,NGS,0
NGX,NGX LIMITED,NGX.AX,NGX,0
NGY,NUENERGY GAS LIMITED,NGY.AX,NGY,0
NH3,NH3 CLEAN ENERGY LIMITED,NH3.AX,NH3,0
NHC,NEW HOPE CORPORATION LIMITED,NHC.AX,NHC,0
NHE,NOBLE HELIUM LIMITED,NHE.AX,NHE,0
NHF,NIB HOLDINGS LIMITED,NHF.AX,NHF,0
NIC,NICKEL INDUSTRIES LIMITED,NIC.AX,NIC,0
NIM,NIMY RESOURCES LIMITED,NIM.AX,NIM,0
NME,NEX METALS EXPLORATION LIMITED,NME.AX,NME,0
NMG,NEW MURCHISON GOLD LIMITED,NMG.AX,NMG,0
NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,NMR.AX,NMR,0
NMT,NEOMETALS LTD,NMT.AX,NMT,0
NNL,NORDIC RESOURCES LTD,NNL.AX,NNL,0
NOL,NOBLEOAK LIFE LIMITED,NOL.AX,NOL,0
NOR,NORWOOD SYSTEMS LIMITED,NOR.AX,NOR,0
NOU,NOUMI LIMITED,NOU.AX,NOU,0
NOV,NOVATTI GROUP LIMITED,NOV.AX,NOV,0
NOX,NOXOPHARM LIMITED,NOX.AX,NOX,0
NPM,NEWPEAK METALS LIMITED,NPM.AX,NPM,0
NRX,NORONEX LIMITED,NRX.AX,NRX,0
NRZ,NEURIZER LTD,NRZ.AX,NRZ,0
NS1,NODESTREAM LTD,NS1.AX,NS1,0
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,NSB.AX,NSB,0
NSC,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,NSC.AX,NSC,0
NSM,NORTH STAWELL MINERALS LTD,NSM.AX,NSM,0
NST,NORTHERN STAR RESOURCES LTD,NST.AX,NST,0
NTD,NTAW HOLDINGS LIMITED,NTD.AX,NTD,0
NTI,NEUROTECH INTERNATIONAL LIMITED,NTI.AX,NTI,0
NTM,NT MINERALS LIMITED,NTM.AX,NTM,0
NTU,NORTHERN MINERALS LIMITED,NTU.AX,NTU,0
NUC,NUCHEV LIMITED,NUC.AX,NUC,0
NUF,NUFARM LIMITED,NUF.AX,NUF,0
NUZ,NEURIZON THERAPEUTICS LIMITED,NUZ.AX,NUZ,0
NVA,NOVA MINERALS CORP,NVA.AX,NVA,0
NVO,NOVO RESOURCES CORP.,NVO.AX,NVO,0
NVQ,NOVIQTECH LIMITED,NVQ.AX,NVQ,0
NVU,NANOVEU LIMITED,NVU.AX,NVU,0
NVX,NOVONIX LIMITED,NVX.AX,NVX,0
NWH,NRW HOLDINGS LIMITED,NWH.AX,NWH,0
NWL,NETWEALTH GROUP LIMITED,NWL.AX,NWL,0
NWM,NORWEST MINERALS LIMITED,NWM.AX,NWM,0
NWS,NEWS CORPORATION..,NWS.AX,NWS,0
NX1,NEXALIS THERAPEUTICS LTD,NX1.AX,NX1,0
NXD,NEXTED GROUP LIMITED,NXD.AX,NXD,0
NXG,NEXGEN ENERGY (CANADA) LTD,NXG.AX,NXG,0
NXL,NUIX LIMITED,NXL.AX,NXL,0
NXM,NEXUS MINERALS LIMITED,NXM.AX,NXM,0
NXN,NEXSEN LIMITED,NXN.AX,NXN,0
NXT,NEXTDC LIMITED,NXT.AX,NXT,0
NYM,NARRYER METALS LIMITED,NYM.AX,NYM,0
NYR,NYRADA INC.,NYR.AX,NYR,0
NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,NZK.AX,NZK,0
NZM,NZME LIMITED,NZM.AX,NZM,0
OAK,OAKRIDGE INTERNATIONAL LIMITED,OAK.AX,OAK,0
OB1,ORBMINCO LIMITED,OB1.AX,OB1,0
OBL,OMNI BRIDGEWAY LIMITED,OBL.AX,OBL,0
OBM,ORA BANDA MINING LTD,OBM.AX,OBM,0
OCA,OCEANIA HEALTHCARE LIMITED,OCA.AX,OCA,0
OCC,ORTHOCELL LIMITED,OCC.AX,OCC,0
OCL,OBJECTIVE CORPORATION LIMITED,OCL.AX,OCL,0
OCN,OCEANA METALS LIMITED,OCN.AX,OCN,0
OCT,OCTAVA MINERALS LIMITED,OCT.AX,OCT,0
OD6,OD6 METALS LIMITED,OD6.AX,OD6,0
ODA,ORCODA LIMITED,ODA.AX,ODA,0
ODE,ODESSA MINERALS LIMITED,ODE.AX,ODE,0
ODY,ODYSSEY GOLD LTD,ODY.AX,ODY,0
OEC,ORBITAL CORPORATION LIMITED,OEC.AX,OEC,0
OEL,OTTO ENERGY LIMITED,OEL.AX,OEL,0
OEQ,ORION EQUITIES LIMITED,OEQ.AX,OEQ,0
OFX,OFX GROUP LIMITED,OFX.AX,OFX,0
OIL,OPTISCAN IMAGING LIMITED,OIL.AX,OIL,0
OKJ,OAKAJEE CORPORATION LIMITED,OKJ.AX,OKJ,0
OLH,OLDFIELDS HOLDINGS LIMITED,OLH.AX,OLH,0
OLI,OLIVER'S REAL FOOD LIMITED,OLI.AX,OLI,0
OLL,OPENLEARNING LIMITED,OLL.AX,OLL,0
OLY,OLYMPIO METALS LIMITED,OLY.AX,OLY,0
OM1,OMNIA METALS GROUP LTD,OM1.AX,OM1,0
OMA,OMEGA OIL & GAS LIMITED,OMA.AX,OMA,0
OMG,OMG GROUP LIMITED,OMG.AX,OMG,0
OMH,OM HOLDINGS LIMITED,OMH.AX,OMH,0
OML,OOH!MEDIA LIMITED,OML.AX,OML,0
OMX,ORANGE MINERALS NL,OMX.AX,OMX,0
ONE,ONEVIEW HEALTHCARE PLC,ONE.AX,ONE,0
OPH,OPHIR HIGH CONVICTION FUND,OPH.AX,OPH,0
OR3,ORE RESOURCES LIMITED,OR3.AX,OR3,0
ORA,ORORA LIMITED,ORA.AX,ORA,0
ORD,ORDELL MINERALS LIMITED,ORD.AX,ORD,0
ORE,OREZONE GOLD CORPORATION,ORE.AX,ORE,0
ORG,Origin Energy,ORG.AX,ORG,0
ORI,ORICA LIMITED,ORI.AX,ORI,0
ORN,ORION MINERALS LTD,ORN.AX,ORN,0
ORP,ORPHEUS URANIUM LIMITED,ORP.AX,ORP,0
OSL,ONCOSIL MEDICAL LTD,OSL.AX,OSL,0
OSM,OSMOND RESOURCES LIMITED,OSM.AX,OSM,0
OSX,OSTEOPORE LIMITED,OSX.AX,OSX,0
OVT,OVANTI LIMITED,OVT.AX,OVT,0
OZM,OZAURUM RESOURCES LIMITED,OZM.AX,OZM,0
