provider_symbol,symbol,sector,industry,source
GLOBECIVIL.NS,GLOBECIVIL,Industrials,Engineering & Construction,
GLOBUSSPR.NS,GLOBUSSPR,Consumer Defensive,Beverages—Wineries & Distilleries,
GLOSTERLTD.NS,GLOSTERLTD,Consumer Cyclical,Textile Manufacturing,
GLOTTIS.NS,GLOTTIS,Industrials,Integrated Freight & Logistics,
GMBREW.NS,GMBREW,Consumer Defensive,Beverages—Wineries & Distilleries,
GMDCLTD.NS,GMDCLTD,Energy,Thermal Coal,
GMMPFAUDLR.NS,GMMPFAUDLR,Industrials,Specialty Industrial Machinery,
GMRAIRPORT.NS,GMRAIRPORT,Industrials,Airports & Air Services,
GMRP&UI.NS,GMRP&UI,Energy,Thermal Coal,
GNA.NS,GNA,Consumer Cyclical,Auto Parts,
GNFC.NS,GNFC,Basic Materials,Chemicals,
GOACARBON.NS,GOACARBON,Basic Materials,Specialty Chemicals,
GOCLCORP.NS,GOCLCORP,Basic Materials,Specialty Chemicals,
GOCOLORS.NS,GOCOLORS,Consumer Cyclical,Apparel Retail,
GODAVARIB.NS,GODAVARIB,Basic Materials,Chemicals,
GODFRYPHLP.NS,GODFRYPHLP,Consumer Defensive,Tobacco,
GODIGIT.NS,GODIGIT,Financial Services,Insurance—Property & Casualty,
GODREJAGRO.NS,GODREJAGRO,Consumer Defensive,Packaged Foods,
GODREJCP.NS,GODREJCP,Consumer Defensive,Household & Personal Products,
GODREJIND.NS,GODREJIND,Industrials,Conglomerates,
GODREJPROP.NS,GODREJPROP,Real Estate,Real Estate—Development,
GOKEX.NS,GOKEX,Consumer Cyclical,Apparel Manufacturing,
GOKUL.NS,GOKUL,Consumer Defensive,Packaged Foods,
GOKULAGRO.NS,GOKULAGRO,Consumer Defensive,Packaged Foods,
GOLDIAM.NS,GOLDIAM,Consumer Cyclical,Luxury Goods,
GOLDTECH.NS,GOLDTECH,Technology,Information Technology Services,
GOODLUCK.NS,GOODLUCK,Basic Materials,Steel,
GOODYEAR.NS,GOODYEAR,Consumer Cyclical,Auto Parts,
GOPAL.NS,GOPAL,Consumer Defensive,Packaged Foods,
GOYALALUM.NS,GOYALALUM,Basic Materials,Aluminum,
GPIL.NS,GPIL,Basic Materials,Steel,
GPPL.NS,GPPL,Industrials,Marine Shipping,
GPTHEALTH.NS,GPTHEALTH,Healthcare,Medical Care Facilities,
GPTINFRA.NS,GPTINFRA,Industrials,Engineering & Construction,
GRADIENTE.NS,GRADIENTE,Communication Services,Entertainment,
GRANULES.NS,GRANULES,Healthcare,Drug Manufacturers—Specialty & Generic,
GRAPHITE.NS,GRAPHITE,Industrials,Electrical Equipment & Parts,
GRASIM.NS,GRASIM,Basic Materials,,
GRAUWEIL.NS,GRAUWEIL,Basic Materials,Specialty Chemicals,
GRAVITA.NS,GRAVITA,Industrials,Metal Fabrication,
GREAVESCOT.NS,GREAVESCOT,Industrials,Specialty Industrial Machinery,
GREENLAM.NS,GREENLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
GREENPANEL.NS,GREENPANEL,Basic Materials,Lumber & Wood Production,
GREENPLY.NS,GREENPLY,Basic Materials,Lumber & Wood Production,
GREENPOWER.NS,GREENPOWER,Utilities,Utilities—Independent Power Producers,
GRINDWELL.NS,GRINDWELL,Industrials,Building Products & Equipment,
GRINFRA.NS,GRINFRA,Industrials,Engineering & Construction,
GRMOVER.NS,GRMOVER,Consumer Defensive,Packaged Foods,
GROBTEA.NS,GROBTEA,Consumer Defensive,Farm Products,
GROWW.NS,GROWW,Financial Services,Capital Markets,
GRPLTD.NS,GRPLTD,Consumer Cyclical,Auto Parts,
GRSE.NS,GRSE,Industrials,Aerospace & Defense,
GRWRHITECH.NS,GRWRHITECH,Basic Materials,Specialty Chemicals,
GSFC.NS,GSFC,Basic Materials,Agricultural Inputs,
GSLSU.NS,GSLSU,Basic Materials,Building Materials,
GSPCROP.NS,GSPCROP,Basic Materials,Agricultural Inputs,
GSS.NS,GSS,Technology,Information Technology Services,
GTECJAINX.NS,GTECJAINX,Consumer Defensive,Education & Training Services,
GTL.NS,GTL,Communication Services,Telecom Services,
GTLINFRA.NS,GTLINFRA,Technology,Communication Equipment,
GTPL.NS,GTPL,Communication Services,Entertainment,
GUFICBIO.NS,GUFICBIO,Healthcare,Drug Manufacturers—Specialty & Generic,
GUJALKALI.NS,GUJALKALI,Basic Materials,Chemicals,
GUJAPOLLO.NS,GUJAPOLLO,Industrials,Specialty Industrial Machinery,
GUJENERGY.NS,GUJENERGY,Utilities,Utilities—Regulated Gas,
GUJTHEM.NS,GUJTHEM,Healthcare,Drug Manufacturers—Specialty & Generic,
GULFOILLUB.NS,GULFOILLUB,Basic Materials,Specialty Chemicals,
GULFPETRO.NS,GULFPETRO,Energy,Oil & Gas Refining & Marketing,
GULPOLY.NS,GULPOLY,Basic Materials,Chemicals,
GVKPIL.NS,GVKPIL,Utilities,Utilities—Independent Power Producers,
GVPIL.NS,GVPIL,Industrials,Engineering & Construction,
GVPTECH.NS,GVPTECH,Technology,Information Technology Services,
GVT&D.NS,GVT&D,Industrials,Specialty Industrial Machinery,
HAL.NS,HAL,Industrials,Aerospace & Defense,
HALDER.NS,HALDER,Consumer Defensive,Farm Products,
HALEOSLABS.NS,HALEOSLABS,Healthcare,Biotechnology,
HAPPSTMNDS.NS,HAPPSTMNDS,Technology,Information Technology Services,
HAPPYFORGE.NS,HAPPYFORGE,Industrials,Metal Fabrication,
HARDWYN.NS,HARDWYN,Industrials,Building Products & Equipment,
HARIOMPIPE.NS,HARIOMPIPE,Basic Materials,Steel,
HARRMALAYA.NS,HARRMALAYA,Consumer Defensive,Farm Products,
HARSHA.NS,HARSHA,Industrials,Tools & Accessories,
HATHWAY.NS,HATHWAY,Communication Services,Entertainment,
HATSUN.NS,HATSUN,Consumer Defensive,Packaged Foods,
HAVELLS.NS,HAVELLS,Industrials,Electrical Equipment & Parts,
HAVISHA.NS,HAVISHA,Consumer Cyclical,Lodging,
HAWKINCOOK.NS,HAWKINCOOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
HBLENGINE.NS,HBLENGINE,Industrials,Electrical Equipment & Parts,
HBSL.NS,HBSL,Financial Services,Capital Markets,
HCC.NS,HCC,Industrials,Engineering & Construction,
HCG.NS,HCG,Healthcare,Medical Care Facilities,
HCLTECH.NS,HCLTECH,Technology,,
HDBFS.NS,HDBFS,Financial Services,Credit Services,
HDFCAMC.NS,HDFCAMC,Financial Services,Asset Management,
HDFCBANK.NS,HDFCBANK,Financial Services,,
HDFCLIFE.NS,HDFCLIFE,Financial Services,,
HDIL.NS,HDIL,Real Estate,Real Estate—Diversified,
HEADSUP.NS,HEADSUP,Consumer Cyclical,Apparel Retail,
HEALTHX.NS,HEALTHX,Healthcare,Pharmaceutical Retailers,
HECPROJECT.NS,HECPROJECT,Industrials,Engineering & Construction,
HEG.NS,HEG,Industrials,Electrical Equipment & Parts,
HEIDELBERG.NS,HEIDELBERG,Basic Materials,Building Materials,
HEMIPROP.NS,HEMIPROP,Real Estate,Real Estate—Diversified,
HERANBA.NS,HERANBA,Basic Materials,Agricultural Inputs,
HERITGFOOD.NS,HERITGFOOD,Consumer Defensive,Packaged Foods,
HEROMOTOCO.NS,HEROMOTOCO,Consumer Cyclical,,
HESTERBIO.NS,HESTERBIO,Healthcare,Drug Manufacturers—Specialty & Generic,
HEXATRADEX.NS,HEXATRADEX,Financial Services,Credit Services,
HEXT.NS,HEXT,Technology,Information Technology Services,
HFCL.NS,HFCL,Technology,Communication Equipment,
HGINFRA.NS,HGINFRA,Industrials,Engineering & Construction,
HGM.NS,HGM,Technology,Information Technology Services,
HGS.NS,HGS,Industrials,Specialty Business Services,
HIKAL.NS,HIKAL,Healthcare,Drug Manufacturers—Specialty & Generic,
HILINFRA.NS,HILINFRA,Industrials,Infrastructure Operations,
HILTON.NS,HILTON,Industrials,Metal Fabrication,
HIMATSEIDE.NS,HIMATSEIDE,Consumer Cyclical,Textile Manufacturing,
HINDALCO.NS,HINDALCO,Basic Materials,,
HINDCOMPOS.NS,HINDCOMPOS,Consumer Cyclical,Auto Parts,
HINDCON.NS,HINDCON,Basic Materials,Specialty Chemicals,
HINDCOPPER.NS,HINDCOPPER,Basic Materials,Copper,
HINDOILEXP.NS,HINDOILEXP,Energy,Oil & Gas E&P,
HINDPETRO.NS,HINDPETRO,Energy,Oil & Gas Refining & Marketing,
HINDUNILVR.NS,HINDUNILVR,Consumer Defensive,,
HINDWAREAP.NS,HINDWAREAP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
HINDZINC.NS,HINDZINC,Basic Materials,Other Industrial Metals & Mining,
HIRECT.NS,HIRECT,Industrials,Electrical Equipment & Parts,
HISARMETAL.NS,HISARMETAL,Basic Materials,Steel,
HITECH.NS,HITECH,Basic Materials,Steel,
HITECHCORP.NS,HITECHCORP,Consumer Cyclical,Packaging & Containers,
HITECHGEAR.NS,HITECHGEAR,Consumer Cyclical,Auto Parts,
HLEGLAS.NS,HLEGLAS,Industrials,Specialty Industrial Machinery,
HLVLTD.NS,HLVLTD,Consumer Cyclical,Lodging,
HMAAGRO.NS,HMAAGRO,Consumer Defensive,Packaged Foods,
HMT.NS,HMT,Industrials,Farm & Heavy Construction Machinery,
HMVL.NS,HMVL,Communication Services,Publishing,
HNDFDS.NS,HNDFDS,Industrials,Conglomerates,
HOMEFIRST.NS,HOMEFIRST,Financial Services,Mortgage Finance,
HONASA.NS,HONASA,Consumer Defensive,Household & Personal Products,
HONAUT.NS,HONAUT,Industrials,Electrical Equipment & Parts,
HONDAPOWER.NS,HONDAPOWER,Industrials,Specialty Industrial Machinery,
HPAL.NS,HPAL,Basic Materials,Specialty Chemicals,
HPIL.NS,HPIL,Basic Materials,Specialty Chemicals,
HPL.NS,HPL,Industrials,Electrical Equipment & Parts,
HSCL.NS,HSCL,Basic Materials,Specialty Chemicals,
HTMEDIA.NS,HTMEDIA,Communication Services,Publishing,
HUBTOWN.NS,HUBTOWN,Real Estate,Real Estate—Development,
HUDCO.NS,HUDCO,Financial Services,Credit Services,
HUHTAMAKI.NS,HUHTAMAKI,Consumer Cyclical,Packaging & Containers,
HYBRIDFIN.NS,HYBRIDFIN,Financial Services,Capital Markets,
HYUNDAI.NS,HYUNDAI,Consumer Cyclical,Auto Manufacturers,
IBULLSLTD.NS,IBULLSLTD,Real Estate,Real Estate—Development,
ICEMAKE.NS,ICEMAKE,Industrials,Specialty Industrial Machinery,
ICICIAMC.NS,ICICIAMC,Financial Services,Asset Management,
ICICIBANK.NS,ICICIBANK,Financial Services,,
ICICIGI.NS,ICICIGI,Financial Services,Insurance—Diversified,
ICICIPRULI.NS,ICICIPRULI,Financial Services,Insurance—Life,
ICIL.NS,ICIL,Consumer Cyclical,Textile Manufacturing,
ICRA.NS,ICRA,Financial Services,Financial Data & Stock Exchanges,
IDBI.NS,IDBI,Financial Services,Banks—Regional,
IDEA.NS,IDEA,Communication Services,Telecom Services,
IDEAFORGE.NS,IDEAFORGE,Technology,Computer Hardware,
IDFCFIRSTB.NS,IDFCFIRSTB,Financial Services,Banks—Regional,
IEX.NS,IEX,Financial Services,Capital Markets,
IFBAGRO.NS,IFBAGRO,Consumer Defensive,Beverages—Wineries & Distilleries,
IFBIND.NS,IFBIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
IFCI.NS,IFCI,Financial Services,Credit Services,
IFGLEXPOR.NS,IFGLEXPOR,Basic Materials,Building Materials,
IGARASHI.NS,IGARASHI,Consumer Cyclical,Auto Parts,
IGCL.NS,IGCL,Basic Materials,Agricultural Inputs,
IGIL.NS,IGIL,Basic Materials,Other Precious Metals & Mining,
IGL.NS,IGL,Utilities,Utilities—Regulated Gas,
IGPL.NS,IGPL,Basic Materials,Chemicals,
IIFL.NS,IIFL,Financial Services,Credit Services,
IIFLCAPS.NS,IIFLCAPS,Financial Services,Capital Markets,
IITL.NS,IITL,Financial Services,Credit Services,
IKIO.NS,IKIO,Technology,Electronic Components,
IKS.NS,IKS,Healthcare,Health Information Services,
IMAGICAA.NS,IMAGICAA,Communication Services,Entertainment,
IMFA.NS,IMFA,Basic Materials,Other Industrial Metals & Mining,
IMPAL.NS,IMPAL,Consumer Cyclical,Auto Parts,
IMPEXFERRO.NS,IMPEXFERRO,Basic Materials,Other Industrial Metals & Mining,
INA.NS,INA,Technology,Solar,
INCREDIBLE.NS,INCREDIBLE,Basic Materials,Steel,
INDBANK.NS,INDBANK,Financial Services,Capital Markets,
INDGN.NS,INDGN,Healthcare,Health Information Services,
INDHOTEL.NS,INDHOTEL,Consumer Cyclical,Lodging,
INDIACEM.NS,INDIACEM,Basic Materials,Building Materials,
INDIAGLYCO.NS,INDIAGLYCO,Basic Materials,Chemicals,
INDIAMART.NS,INDIAMART,Communication Services,Internet Content & Information,
INDIANB.NS,INDIANB,Financial Services,Banks—Regional,
INDIANCARD.NS,INDIANCARD,Consumer Cyclical,Textile Manufacturing,
INDIANHUME.NS,INDIANHUME,Industrials,Engineering & Construction,
INDIASHLTR.NS,INDIASHLTR,Financial Services,Mortgage Finance,
INDIGO.NS,INDIGO,Industrials,Airlines,
INDIGOPNTS.NS,INDIGOPNTS,Basic Materials,Specialty Chemicals,
INDIQUBE.NS,INDIQUBE,Real Estate,Real Estate Services,
INDNIPPON.NS,INDNIPPON,Consumer Cyclical,Auto Parts,
INDOAMIN.NS,INDOAMIN,Basic Materials,Chemicals,
INDOBORAX.NS,INDOBORAX,Basic Materials,Chemicals,
INDOCO.NS,INDOCO,Healthcare,Drug Manufacturers—Specialty & Generic,
INDOFARM.NS,INDOFARM,Industrials,Farm & Heavy Construction Machinery,
INDORAMA.NS,INDORAMA,Consumer Cyclical,Textile Manufacturing,
INDOSTAR.NS,INDOSTAR,Financial Services,Credit Services,
INDOTECH.NS,INDOTECH,Industrials,Electrical Equipment & Parts,
INDOTHAI.NS,INDOTHAI,Financial Services,Capital Markets,
INDOUS.NS,INDOUS,Basic Materials,Agricultural Inputs,
INDOWIND.NS,INDOWIND,Utilities,Utilities—Renewable,
INDRAMEDCO.NS,INDRAMEDCO,Healthcare,Medical Care Facilities,
INDSWFTLAB.NS,INDSWFTLAB,Healthcare,Drug Manufacturers—Specialty & Generic,
INDTERRAIN.NS,INDTERRAIN,Consumer Cyclical,Apparel Retail,
INDUSINDBK.NS,INDUSINDBK,Financial Services,,
INDUSTOWER.NS,INDUSTOWER,Communication Services,Telecom Services,
INFOBEAN.NS,INFOBEAN,Technology,Software—Application,
INFOMEDIA.NS,INFOMEDIA,Financial Services,Shell Companies,
INFY.NS,INFY,Technology,,
INGERRAND.NS,INGERRAND,Industrials,Specialty Industrial Machinery,
INNOVACAP.NS,INNOVACAP,Healthcare,Drug Manufacturers—Specialty & Generic,
INNOVANA.NS,INNOVANA,Technology,Software—Application,
INNOVISION.NS,INNOVISION,Industrials,Staffing & Employment Services,
INOXGREEN.NS,INOXGREEN,Utilities,Utilities—Renewable,
INOXINDIA.NS,INOXINDIA,Industrials,Specialty Industrial Machinery,
INOXWIND.NS,INOXWIND,Industrials,Specialty Industrial Machinery,
INSECTICID.NS,INSECTICID,Basic Materials,Agricultural Inputs,
INSPIRISYS.NS,INSPIRISYS,Technology,Information Technology Services,
INTELLECT.NS,INTELLECT,Technology,Software—Application,
INTENTECH.NS,INTENTECH,Technology,Software—Infrastructure,
INTERARCH.NS,INTERARCH,Industrials,Engineering & Construction,
INTLCONV.NS,INTLCONV,Industrials,Specialty Industrial Machinery,
INVENTURE.NS,INVENTURE,Financial Services,Capital Markets,
IOB.NS,IOB,Financial Services,Banks—Regional,
IOC.NS,IOC,Energy,Oil & Gas Refining & Marketing,
IOLCP.NS,IOLCP,Healthcare,Drug Manufacturers—Specialty & Generic,
IONEXCHANG.NS,IONEXCHANG,Industrials,Pollution & Treatment Controls,
IPCALAB.NS,IPCALAB,Healthcare,Drug Manufacturers—Specialty & Generic,
IPL.NS,IPL,Basic Materials,Agricultural Inputs,
IRB.NS,IRB,Industrials,Infrastructure Operations,
IRCON.NS,IRCON,Industrials,Engineering & Construction,
IRCTC.NS,IRCTC,Consumer Cyclical,Travel Services,
IREDA.NS,IREDA,Financial Services,Credit Services,
IRFC.NS,IRFC,Financial Services,Credit Services,
IRIS.NS,IRIS,Technology,Software—Application,
IRISDOREME.NS,IRISDOREME,Consumer Cyclical,Apparel Manufacturing,
IRMENERGY.NS,IRMENERGY,Utilities,Utilities—Regulated Gas,
ISFT.NS,ISFT,Consumer Cyclical,Internet Retail,
ISGEC.NS,ISGEC,Industrials,Specialty Industrial Machinery,
ISHANCH.NS,ISHANCH,Basic Materials,Chemicals,
ITC.NS,ITC,Consumer Defensive,,
ITCHOTELS.NS,ITCHOTELS,Consumer Cyclical,Resorts & Casinos,
ITDC.NS,ITDC,Consumer Cyclical,Lodging,
ITI.NS,ITI,Technology,Communication Equipment,
IVALUE.NS,IVALUE,Technology,Information Technology Services,
IVC.NS,IVC,Financial Services,Financial Conglomerates,
IVP.NS,IVP,Basic Materials,Specialty Chemicals,
IXIGO.NS,IXIGO,Consumer Cyclical,Travel Services,
IZMO.NS,IZMO,Technology,Software—Application,
J&KBANK.NS,J&KBANK,Financial Services,Banks—Regional,
JAGRAN.NS,JAGRAN,Communication Services,Publishing,
JAGSNPHARM.NS,JAGSNPHARM,Healthcare,Drug Manufacturers—Specialty & Generic,
JAIBALAJI.NS,JAIBALAJI,Basic Materials,Steel,
JAICORPLTD.NS,JAICORPLTD,Basic Materials,Specialty Chemicals,
JAINREC.NS,JAINREC,Basic Materials,Other Industrial Metals & Mining,
JAIPURKURT.NS,JAIPURKURT,Consumer Cyclical,Apparel Manufacturing,
JAMNAAUTO.NS,JAMNAAUTO,Consumer Cyclical,Auto Parts,
JARO.NS,JARO,Consumer Defensive,Education & Training Services,
JASH.NS,JASH,Industrials,Specialty Industrial Machinery,
JAYAGROGN.NS,JAYAGROGN,Basic Materials,Specialty Chemicals,
JAYBARMARU.NS,JAYBARMARU,Consumer Cyclical,Auto Parts,
JAYKAY.NS,JAYKAY,Industrials,Specialty Business Services,
JAYNECOIND.NS,JAYNECOIND,Basic Materials,Steel,
JAYSREETEA.NS,JAYSREETEA,Consumer Defensive,Farm Products,
JBCHEPHARM.NS,JBCHEPHARM,Healthcare,Drug Manufacturers—Specialty & Generic,
JBMA.NS,JBMA,Consumer Cyclical,Auto Parts,
JETFREIGHT.NS,JETFREIGHT,Industrials,Integrated Freight & Logistics,
JGCHEM.NS,JGCHEM,Basic Materials,Other Industrial Metals & Mining,
JHS.NS,JHS,Consumer Defensive,Household & Personal Products,
JINDALPHOT.NS,JINDALPHOT,Financial Services,Asset Management,
JINDALPOLY.NS,JINDALPOLY,Consumer Cyclical,Packaging & Containers,
JINDALSAW.NS,JINDALSAW,Basic Materials,Steel,
JINDALSTEL.NS,JINDALSTEL,Basic Materials,Steel,
JINDRILL.NS,JINDRILL,Energy,Oil & Gas Equipment & Services,
JINDWORLD.NS,JINDWORLD,Consumer Cyclical,Textile Manufacturing,
JIOFIN.NS,JIOFIN,Financial Services,Asset Management,
JISLDVREQS.NS,JISLDVREQS,Industrials,Conglomerates,
JISLJALEQS.NS,JISLJALEQS,Industrials,Conglomerates,
JITFINFRA.NS,JITFINFRA,Industrials,Engineering & Construction,
JKCEMENT.NS,JKCEMENT,Basic Materials,Building Materials,
JKIL.NS,JKIL,Industrials,Engineering & Construction,
JKIPL.NS,JKIPL,Industrials,Farm & Heavy Construction Machinery,
JKLAKSHMI.NS,JKLAKSHMI,Basic Materials,Building Materials,
JKPAPER.NS,JKPAPER,Basic Materials,Paper & Paper Products,
JKTYRE.NS,JKTYRE,Consumer Cyclical,Auto Parts,
JLHL.NS,JLHL,Healthcare,Medical Care Facilities,
JMA.NS,JMA,Consumer Cyclical,Auto Parts,
JMFINANCIL.NS,JMFINANCIL,Financial Services,Capital Markets,
JNKINDIA.NS,JNKINDIA,Industrials,Specialty Industrial Machinery,
JOCIL.NS,JOCIL,Basic Materials,Specialty Chemicals,
JPOLYINVST.NS,JPOLYINVST,Financial Services,Asset Management,
JPPOWER.NS,JPPOWER,Utilities,Utilities—Independent Power Producers,
JSFB.NS,JSFB,Financial Services,Banks—Regional,
JSL.NS,JSL,Basic Materials,Steel,
JSLL.NS,JSLL,Healthcare,Medical Care Facilities,
JSWCEMENT.NS,JSWCEMENT,Basic Materials,Building Materials,
JSWDULUX.NS,JSWDULUX,Basic Materials,Specialty Chemicals,
JSWENERGY.NS,JSWENERGY,Utilities,Utilities—Independent Power Producers,
JSWHL.NS,JSWHL,Financial Services,Asset Management,
JSWINFRA.NS,JSWINFRA,Industrials,Marine Shipping,
JSWSTEEL.NS,JSWSTEEL,Basic Materials,,
JTEKTINDIA.NS,JTEKTINDIA,Consumer Cyclical,Auto Parts,
JTLIND.NS,JTLIND,Basic Materials,Steel,
JUBLCPL.NS,JUBLCPL,Basic Materials,Specialty Chemicals,
JUBLFOOD.NS,JUBLFOOD,Consumer Cyclical,Restaurants,
JUBLINGREA.NS,JUBLINGREA,Basic Materials,Specialty Chemicals,
JUBLPHARMA.NS,JUBLPHARMA,Healthcare,Drug Manufacturers—Specialty & Generic,
JUNIPER.NS,JUNIPER,Consumer Cyclical,Lodging,
JUSTDIAL.NS,JUSTDIAL,Communication Services,Internet Content & Information,
JWL.NS,JWL,Industrials,Railroads,
JYOTHYLAB.NS,JYOTHYLAB,Consumer Defensive,Household & Personal Products,
JYOTICNC.NS,JYOTICNC,Industrials,Specialty Industrial Machinery,
JYOTISTRUC.NS,JYOTISTRUC,Industrials,Specialty Industrial Machinery,
KABRAEXTRU.NS,KABRAEXTRU,Industrials,Specialty Industrial Machinery,
KAJARIACER.NS,KAJARIACER,Industrials,Building Products & Equipment,
KAKATCEM.NS,KAKATCEM,Basic Materials,Building Materials,
KALAMANDIR.NS,KALAMANDIR,Consumer Cyclical,Apparel Retail,
KALPATARU.NS,KALPATARU,Real Estate,Real Estate—Development,
KALYANIFRG.NS,KALYANIFRG,Consumer Cyclical,Auto Parts,
KALYANKJIL.NS,KALYANKJIL,Consumer Cyclical,Luxury Goods,
KAMATHOTEL.NS,KAMATHOTEL,Consumer Cyclical,Lodging,
KAMDHENU.NS,KAMDHENU,Basic Materials,Steel,
KAMOPAINTS.NS,KAMOPAINTS,Basic Materials,Steel,
KANANIIND.NS,KANANIIND,Consumer Cyclical,Luxury Goods,
KANORICHEM.NS,KANORICHEM,Basic Materials,Chemicals,
KANPRPLA.NS,KANPRPLA,Consumer Cyclical,Packaging & Containers,
KANSAINER.NS,KANSAINER,Basic Materials,Specialty Chemicals,
KAPSTON.NS,KAPSTON,Industrials,Specialty Business Services,
KARMAENG.NS,KARMAENG,Utilities,Utilities—Renewable,
KARURVYSYA.NS,KARURVYSYA,Financial Services,Banks—Regional,
KAUSHALYA.NS,KAUSHALYA,Industrials,Engineering & Construction,
KAVDEFENCE.NS,KAVDEFENCE,Technology,Communication Equipment,
KAYA.NS,KAYA,Consumer Defensive,Household & Personal Products,
KAYNES.NS,KAYNES,Technology,Electronic Components,
KCP.NS,KCP,Basic Materials,Building Materials,
KCPSUGIND.NS,KCPSUGIND,Consumer Defensive,Confectioners,
KDDL.NS,KDDL,Consumer Cyclical,Luxury Goods,
KEC.NS,KEC,Industrials,Engineering & Construction,
KECL.NS,KECL,Industrials,Specialty Industrial Machinery,
KEEPLEARN.NS,KEEPLEARN,Consumer Defensive,Education & Training Services,
KEI.NS,KEI,Industrials,Electrical Equipment & Parts,
KELLTONTEC.NS,KELLTONTEC,Technology,Software—Application,
KENNAMET.NS,KENNAMET,Industrials,Tools & Accessories,
KERNEX.NS,KERNEX,Technology,Software—Application,
KESORAMIND.NS,KESORAMIND,Basic Materials,Building Materials,
KEYFINSERV.NS,KEYFINSERV,Financial Services,Capital Markets,
KFINTECH.NS,KFINTECH,Technology,Software—Application,
KHADIM.NS,KHADIM,Consumer Cyclical,Footwear & Accessories,
KHAICHEM.NS,KHAICHEM,Basic Materials,Agricultural Inputs,
KHAITANLTD.NS,KHAITANLTD,Industrials,Industrial Distribution,
KHANDSE.NS,KHANDSE,Financial Services,Capital Markets,
KICL.NS,KICL,Financial Services,Asset Management,
KILITCH.NS,KILITCH,Healthcare,Drug Manufacturers—Specialty & Generic,
KIMS.NS,KIMS,Healthcare,Medical Care Facilities,
KINGFA.NS,KINGFA,Basic Materials,Specialty Chemicals,
KIOCL.NS,KIOCL,Basic Materials,Steel,
KIRIINDUS.NS,KIRIINDUS,Basic Materials,Specialty Chemicals,
KIRLFER.NS,KIRLFER,Industrials,Metal Fabrication,
KIRLOSBROS.NS,KIRLOSBROS,Industrials,Specialty Industrial Machinery,
KIRLOSENG.NS,KIRLOSENG,Industrials,Specialty Industrial Machinery,
KIRLOSIND.NS,KIRLOSIND,Industrials,Metal Fabrication,
KIRLPNU.NS,KIRLPNU,Industrials,Specialty Industrial Machinery,
KISSHT.NS,KISSHT,Financial Services,Credit Services,
KITEX.NS,KITEX,Consumer Cyclical,Apparel Manufacturing,
KKCL.NS,KKCL,Consumer Cyclical,Apparel Manufacturing,
KMEW.NS,KMEW,Industrials,Marine Shipping,
KMSUGAR.NS,KMSUGAR,Consumer Defensive,Confectioners,
KNAGRI.NS,KNAGRI,Consumer Defensive,Farm Products,
KNRCON.NS,KNRCON,Industrials,Engineering & Construction,
KOHINOOR.NS,KOHINOOR,Consumer Defensive,Packaged Foods,
KOKUYOCMLN.NS,KOKUYOCMLN,Industrials,Business Equipment & Supplies,
KOLTEPATIL.NS,KOLTEPATIL,Real Estate,Real Estate—Development,
KOPRAN.NS,KOPRAN,Healthcare,Drug Manufacturers—General,
KOTAKBANK.NS,KOTAKBANK,Financial Services,,
KOTARISUG.NS,KOTARISUG,Consumer Defensive,Confectioners,
KOTHARIPET.NS,KOTHARIPET,Basic Materials,Specialty Chemicals,
KOTHARIPRO.NS,KOTHARIPRO,Industrials,Conglomerates,
KOTYARK.NS,KOTYARK,Basic Materials,Specialty Chemicals,
KOVAI.NS,KOVAI,Healthcare,Medical Care Facilities,
KPEL.NS,KPEL,Industrials,Engineering & Construction,
KPIGREEN.NS,KPIGREEN,Utilities,Utilities—Renewable,
KPIL.NS,KPIL,Industrials,Engineering & Construction,
KPITTECH.NS,KPITTECH,Technology,Software—Infrastructure,
KPRMILL.NS,KPRMILL,Consumer Cyclical,Textile Manufacturing,
KRBL.NS,KRBL,Consumer Defensive,Packaged Foods,
KREBSBIO.NS,KREBSBIO,Healthcare,Drug Manufacturers—Specialty & Generic,
KRIDHANINF.NS,KRIDHANINF,Basic Materials,Steel,
KRISHANA.NS,KRISHANA,Basic Materials,Agricultural Inputs,
KRISHIVAL.NS,KRISHIVAL,Consumer Defensive,Packaged Foods,
KRISHNADEF.NS,KRISHNADEF,Industrials,Specialty Industrial Machinery,
KRITI.NS,KRITI,Industrials,Building Products & Equipment,
KRITIKA.NS,KRITIKA,Basic Materials,Steel,
KRITINUT.NS,KRITINUT,Consumer Defensive,Packaged Foods,
KRN.NS,KRN,Technology,Electronic Components,
KRONOX.NS,KRONOX,Basic Materials,Specialty Chemicals,
KROSS.NS,KROSS,Consumer Cyclical,Auto Parts,
KRSNAA.NS,KRSNAA,Healthcare,Diagnostics & Research,
KRYSTAL.NS,KRYSTAL,Industrials,Specialty Business Services,
KSB.NS,KSB,Industrials,Specialty Industrial Machinery,
KSCL.NS,KSCL,Basic Materials,Agricultural Inputs,
KSHINTL.NS,KSHINTL,Industrials,Electrical Equipment & Parts,
KSHITIJPOL.NS,KSHITIJPOL,Industrials,Business Equipment & Supplies,
KSL.NS,KSL,Basic Materials,Steel,
KSOLVES.NS,KSOLVES,Technology,Software—Application,
