provider_symbol,symbol,sector,industry,source
OVT.AX,OVT,Technology,Software—Infrastructure,
OZM.AX,OZM,Basic Materials,Gold,
OZZ.AX,OZZ,Basic Materials,,
P1E.AX,P1E,Energy,Oil & Gas E&P,
PAB.AX,PAB,Healthcare,Biotechnology,
PAC.AX,PAC,Financial Services,Asset Management,
PAR.AX,PAR,Healthcare,Biotechnology,
PBH.AX,PBH,Consumer Cyclical,Gambling,
PBL.AX,PBL,Basic Materials,Other Industrial Metals & Mining,
PCG.AX,PCG,Financial Services,Asset Management,
PCK.AX,PCK,Healthcare,Health Information Services,
PDI.AX,PDI,Basic Materials,Gold,
PDN.AX,PDN,Energy,Uranium,
PEC.AX,PEC,Basic Materials,Other Industrial Metals & Mining,
PEN.AX,PEN,Energy,Uranium,
PER.AX,PER,Healthcare,Drug Manufacturers—Specialty & Generic,
PET.AX,PET,Industrials,Pollution & Treatment Controls,
PFE.AX,PFE,Basic Materials,Other Industrial Metals & Mining,
PFG.AX,PFG,Financial Services,Asset Management,
PFM.AX,PFM,Technology,Software—Application,
PFP.AX,PFP,Consumer Cyclical,Personal Services,
PFT.AX,PFT,Consumer Defensive,Packaged Foods,
PGC.AX,PGC,Healthcare,Medical Distribution,
PGD.AX,PGD,Basic Materials,Gold,
PGM.AX,PGM,Basic Materials,Other Precious Metals & Mining,
PGY.AX,PGY,Energy,,
PHX.AX,PHX,Healthcare,Health Information Services,
PIL.AX,PIL,Technology,,
PIM.AX,PIM,Basic Materials,Other Industrial Metals & Mining,
PIQ.AX,PIQ,Healthcare,Biotechnology,
PKD.AX,PKD,Industrials,Engineering & Construction,
PKP.AX,PKP,Healthcare,Drug Manufacturers—Specialty & Generic,
PKY.AX,PKY,Healthcare,Health Information Services,
PL3.AX,PL3,Basic Materials,Other Industrial Metals & Mining,
PL8.AX,PL8,Financial Services,Asset Management,
PL9.AX,PL9,Basic Materials,Other Industrial Metals & Mining,
PLA.AX,PLA,Basic Materials,Other Industrial Metals & Mining,
PLC.AX,PLC,Basic Materials,Other Industrial Metals & Mining,
PLS.AX,PLS,Basic Materials,Other Industrial Metals & Mining,
PLT.AX,PLT,Financial Services,Credit Services,
PLY.AX,PLY,Communication Services,Electronic Gaming & Multimedia,
PME.AX,PME,Healthcare,Health Information Services,
PMV.AX,PMV,Consumer Cyclical,Apparel Retail,
PNC.AX,PNC,Financial Services,Credit Services,
PNI.AX,PNI,Financial Services,Asset Management,
PNN.AX,PNN,Basic Materials,Other Industrial Metals & Mining,
PNR.AX,PNR,Basic Materials,Gold,
PNT.AX,PNT,Basic Materials,Other Precious Metals & Mining,
PNV.AX,PNV,Healthcare,Medical Devices,
POL.AX,POL,Basic Materials,Gold,
PPC.AX,PPC,Real Estate,Real Estate—Development,
PPE.AX,PPE,Industrials,Staffing & Employment Services,
PPG.AX,PPG,Basic Materials,,
PPK.AX,PPK,Industrials,Electrical Equipment & Parts,
PPL.AX,PPL,Communication Services,Advertising Agencies,
PPM.AX,PPM,Financial Services,Credit Services,
PPS.AX,PPS,Financial Services,Capital Markets,
PPT.AX,PPT,Financial Services,Asset Management,
PR2.AX,PR2,Basic Materials,Other Industrial Metals & Mining,
PRG.AX,PRG,Industrials,Integrated Freight & Logistics,
PRO.AX,PRO,Technology,Software—Application,
PRU.AX,PRU,Basic Materials,Gold,
PRX.AX,PRX,Basic Materials,Gold,
PSC.AX,PSC,Basic Materials,Other Industrial Metals & Mining,
PTL.AX,PTL,Consumer Defensive,Household & Personal Products,
PTR.AX,PTR,Basic Materials,Other Precious Metals & Mining,
PTX.AX,PTX,Healthcare,Biotechnology,
PVE.AX,PVE,Energy,Oil & Gas E&P,
PVL.AX,PVL,Financial Services,Asset Management,
PVT.AX,PVT,Basic Materials,Other Industrial Metals & Mining,
PWH.AX,PWH,Consumer Cyclical,Auto Parts,
PWN.AX,PWN,Industrials,Pollution & Treatment Controls,
PWR.AX,PWR,Consumer Cyclical,Auto & Truck Dealerships,
PXA.AX,PXA,Technology,Software—Application,
PYC.AX,PYC,Healthcare,Biotechnology,
QAL.AX,QAL,Financial Services,Asset Management,
QAN.AX,QAN,Industrials,,
QBE.AX,QBE,Financial Services,Insurance—Property & Casualty,
QEM.AX,QEM,Energy,Oil & Gas E&P,
QFE.AX,QFE,Technology,Software—Infrastructure,
QML.AX,QML,Basic Materials,Copper,
QPM.AX,QPM,Energy,Oil & Gas E&P,
QUB.AX,QUB,Industrials,Integrated Freight & Logistics,
QUE.AX,QUE,Financial Services,,
R8R.AX,R8R,Basic Materials,Gold,
RAC.AX,RAC,Healthcare,Biotechnology,
RAD.AX,RAD,Healthcare,Biotechnology,
RAG.AX,RAG,Basic Materials,Other Industrial Metals & Mining,
RAN.AX,RAN,Basic Materials,Specialty Chemicals,
RAP.AX,RAP,Basic Materials,Other Precious Metals & Mining,
RAS.AX,RAS,Basic Materials,Gold,
RB6.AX,RB6,Basic Materials,Other Precious Metals & Mining,
RBR.AX,RBR,Industrials,Specialty Business Services,
RBX.AX,RBX,Basic Materials,Gold,
RCE.AX,RCE,Healthcare,Biotechnology,
RCL.AX,RCL,Technology,Software—Application,
RCM.AX,RCM,Basic Materials,Other Industrial Metals & Mining,
RCR.AX,RCR,Basic Materials,Other Precious Metals & Mining,
RCT.AX,RCT,Consumer Cyclical,Resorts & Casinos,
RDM.AX,RDM,Basic Materials,Other Industrial Metals & Mining,
RDX.AX,RDX,Basic Materials,Chemicals,
RDY.AX,RDY,Technology,Software—Application,
REA.AX,REA,Communication Services,,
REC.AX,REC,Basic Materials,Other Industrial Metals & Mining,
REG.AX,REG,Healthcare,Medical Care Facilities,
REH.AX,REH,Industrials,Industrial Distribution,
REM.AX,REM,Technology,Information Technology Services,
REP.AX,REP,Financial Services,Asset Management,
REZ.AX,REZ,Basic Materials,Gold,
RFF.AX,RFF,Real Estate,REIT—Specialty,
RFG.AX,RFG,Consumer Cyclical,Restaurants,
RFT.AX,RFT,Industrials,Electrical Equipment & Parts,
RGN.AX,RGN,Real Estate,REIT—Retail,
RGT.AX,RGT,Healthcare,Drug Manufacturers—Specialty & Generic,
RHC.AX,RHC,Healthcare,Medical Care Facilities,
RHI.AX,RHI,Basic Materials,Other Industrial Metals & Mining,
RHT.AX,RHT,Healthcare,Health Information Services,
RHY.AX,RHY,Healthcare,Diagnostics & Research,
RIC.AX,RIC,Consumer Defensive,Packaged Foods,
RIE.AX,RIE,Basic Materials,Gold,
RIM.AX,RIM,Basic Materials,Other Precious Metals & Mining,
RIV.AX,RIV,Utilities,,
RKB.AX,RKB,Basic Materials,Other Industrial Metals & Mining,
RKN.AX,RKN,Technology,Software—Application,
RKT.AX,RKT,Technology,Computer Hardware,
RLC.AX,RLC,Basic Materials,Other Industrial Metals & Mining,
RLF.AX,RLF,Basic Materials,Agricultural Inputs,
RLG.AX,RLG,Technology,Software—Application,
RMC.AX,RMC,Financial Services,Mortgage Finance,
RML.AX,RML,Basic Materials,Other Industrial Metals & Mining,
RMS.AX,RMS,Basic Materials,Gold,
RMY.AX,RMY,Communication Services,Internet Content & Information,
RND.AX,RND,Basic Materials,Gold,
RNT.AX,RNT,Communication Services,Internet Content & Information,
RNU.AX,RNU,Basic Materials,Other Industrial Metals & Mining,
RNV.AX,RNV,Healthcare,Biotechnology,
RNX.AX,RNX,Basic Materials,Other Industrial Metals & Mining,
ROC.AX,ROC,Technology,Software—Application,
ROG.AX,ROG,Energy,Oil & Gas E&P,
RPL.AX,RPL,Financial Services,Asset Management,
RPM.AX,RPM,Consumer Cyclical,Auto Parts,
RR1.AX,RR1,Basic Materials,Gold,
RRE.AX,RRE,Basic Materials,Gold,
RRL.AX,RRL,Basic Materials,Gold,
RSG.AX,RSG,Basic Materials,Gold,
RTH.AX,RTH,Technology,Software—Infrastructure,
RTR.AX,RTR,Basic Materials,Other Industrial Metals & Mining,
RVT.AX,RVT,Basic Materials,Other Industrial Metals & Mining,
RWC.AX,RWC,Industrials,Building Products & Equipment,
RWD.AX,RWD,Basic Materials,Other Industrial Metals & Mining,
RWL.AX,RWL,Utilities,Utilities—Regulated Water,
RZI.AX,RZI,Technology,Software—Infrastructure,
S2R.AX,S2R,Basic Materials,Other Industrial Metals & Mining,
S32.AX,S32,Basic Materials,Other Industrial Metals & Mining,
S66.AX,S66,Consumer Defensive,Household & Personal Products,
SAN.AX,SAN,Energy,Oil & Gas E&P,
SB2.AX,SB2,Financial Services,Asset Management,
SBM.AX,SBM,Basic Materials,Gold,
SBR.AX,SBR,Basic Materials,Other Industrial Metals & Mining,
SBZ.AX,SBZ,Financial Services,Asset Management,
SCG.AX,SCG,Real Estate,REIT—Retail,
SCP.AX,SCP,Industrials,Consulting Services,
SDF.AX,SDF,Financial Services,Insurance Brokers,
SDR.AX,SDR,Technology,Software—Application,
SDV.AX,SDV,Basic Materials,Specialty Chemicals,
SEA.AX,SEA,Consumer Defensive,Packaged Foods,
SEC.AX,SEC,Financial Services,Asset Management,
SEG.AX,SEG,Communication Services,Broadcasting,
SEK.AX,SEK,Communication Services,Internet Content & Information,
SEN.AX,SEN,Technology,Software—Infrastructure,
SEQ.AX,SEQ,Financial Services,Financial Conglomerates,
SER.AX,SER,Basic Materials,Other Industrial Metals & Mining,
SFC.AX,SFC,Consumer Cyclical,Auto Parts,
SFG.AX,SFG,Consumer Defensive,,
SFR.AX,SFR,Basic Materials,Copper,
SFX.AX,SFX,Basic Materials,Other Industrial Metals & Mining,
SGC.AX,SGC,Basic Materials,Gold,
SGH.AX,SGH,Industrials,Conglomerates,
SGI.AX,SGI,Industrials,Industrial Distribution,
SGLLV.AX,SGLLV,Consumer Defensive,Farm Products,
SGM.AX,SGM,Basic Materials,Steel,
SGP.AX,SGP,Real Estate,REIT—Diversified,
SGQ.AX,SGQ,Basic Materials,Other Industrial Metals & Mining,
SGR.AX,SGR,Consumer Cyclical,Resorts & Casinos,
SHA.AX,SHA,Industrials,Engineering & Construction,
SHE.AX,SHE,Energy,Oil & Gas E&P,
SHG.AX,SHG,Healthcare,Health Information Services,
SHJ.AX,SHJ,Consumer Cyclical,Personal Services,
SHL.AX,SHL,Healthcare,Diagnostics & Research,
SHM.AX,SHM,Consumer Cyclical,Specialty Retail,
SHO.AX,SHO,Communication Services,Internet Content & Information,
SHV.AX,SHV,Consumer Defensive,Packaged Foods,
SIG.AX,SIG,Healthcare,Medical Distribution,
SIO.AX,SIO,Consumer Cyclical,Residential Construction,
SIQ.AX,SIQ,Industrials,Specialty Business Services,
SIS.AX,SIS,Technology,Software—Application,
SIV.AX,SIV,Industrials,,
SIX.AX,SIX,Consumer Cyclical,Auto Parts,
SKG.AX,SKG,Real Estate,REIT—Industrial,
SKK.AX,SKK,Technology,Software—Application,
SKN.AX,SKN,Consumer Defensive,Household & Personal Products,
SKS.AX,SKS,Industrials,Electrical Equipment & Parts,
SLA.AX,SLA,Basic Materials,Copper,
SLB.AX,SLB,Basic Materials,Other Industrial Metals & Mining,
SLC.AX,SLC,Communication Services,Telecom Services,
SLD.AX,SLD,Healthcare,Medical Devices,
SLX.AX,SLX,Technology,Semiconductors,
SLZ.AX,SLZ,Basic Materials,Other Industrial Metals & Mining,
SMM.AX,SMM,Basic Materials,Other Industrial Metals & Mining,
SMN.AX,SMN,Technology,Scientific & Technical Instruments,
SMR.AX,SMR,Basic Materials,Coking Coal,
SMS.AX,SMS,Basic Materials,Gold,
SNC.AX,SNC,Financial Services,Asset Management,
SND.AX,SND,Industrials,Engineering & Construction,
SNL.AX,SNL,Consumer Cyclical,Auto Parts,
SNM.AX,SNM,Basic Materials,Gold,
SNS.AX,SNS,Technology,Software—Infrastructure,
SNT.AX,SNT,Healthcare,Drug Manufacturers—Specialty & Generic,
SOC.AX,SOC,Technology,Information Technology Services,
SOL.AX,SOL,Financial Services,Capital Markets,
SOM.AX,SOM,Healthcare,Medical Devices,
SOP.AX,SOP,Industrials,Engineering & Construction,
SOR.AX,SOR,Financial Services,Asset Management,
SP3.AX,SP3,Industrials,Security & Protection Services,
SP8.AX,SP8,Communication Services,Electronic Gaming & Multimedia,
SPA.AX,SPA,Communication Services,Telecom Services,
SPG.AX,SPG,Consumer Defensive,Packaged Foods,
SPL.AX,SPL,Healthcare,Biotechnology,
SPN.AX,SPN,Basic Materials,Specialty Chemicals,
SPX.AX,SPX,Technology,Software—Infrastructure,
SPZ.AX,SPZ,Industrials,Infrastructure Operations,
SRG.AX,SRG,Industrials,Engineering & Construction,
SRH.AX,SRH,Industrials,Industrial Distribution,
SRJ.AX,SRJ,Energy,Oil & Gas Equipment & Services,
SRK.AX,SRK,Basic Materials,Other Industrial Metals & Mining,
SRL.AX,SRL,Industrials,Pollution & Treatment Controls,
SRN.AX,SRN,Basic Materials,Other Industrial Metals & Mining,
SRV.AX,SRV,Real Estate,Real Estate Services,
SRZ.AX,SRZ,Basic Materials,Other Industrial Metals & Mining,
SSG.AX,SSG,Consumer Cyclical,Specialty Retail,
SSH.AX,SSH,Industrials,Specialty Business Services,
SSL.AX,SSL,Real Estate,,
SSM.AX,SSM,Industrials,Engineering & Construction,
SST.AX,SST,Industrials,Integrated Freight & Logistics,
STG.AX,STG,Communication Services,,
STH.AX,STH,Technology,Software—Application,
STK.AX,STK,Basic Materials,Other Precious Metals & Mining,
STO.AX,STO,Energy,,
STP.AX,STP,Consumer Cyclical,Apparel Retail,
STV.AX,STV,Communication Services,Entertainment,
STX.AX,STX,Energy,Oil & Gas E&P,
SUL.AX,SUL,Consumer Cyclical,Specialty Retail,
SUN.AX,SUN,Financial Services,,
SVG.AX,SVG,Basic Materials,Gold,
SVL.AX,SVL,Consumer Defensive,Farm Products,
SVR.AX,SVR,Financial Services,Credit Services,
SVY.AX,SVY,Basic Materials,Other Industrial Metals & Mining,
SWP.AX,SWP,Communication Services,Telecom Services,
SXE.AX,SXE,Industrials,Engineering & Construction,
SXL.AX,SXL,Communication Services,Entertainment,
SYL.AX,SYL,Industrials,Engineering & Construction,
SYR.AX,SYR,Basic Materials,Other Industrial Metals & Mining,
T3D.AX,T3D,Technology,Computer Hardware,
T88.AX,T88,Basic Materials,Other Precious Metals & Mining,
T92.AX,T92,Energy,Uranium,
TAH.AX,TAH,Consumer Cyclical,Gambling,
TAL.AX,TAL,Technology,Software—Infrastructure,
TAR.AX,TAR,Basic Materials,Other Precious Metals & Mining,
TAS.AX,TAS,Basic Materials,Other Industrial Metals & Mining,
TAT.AX,TAT,Basic Materials,Other Industrial Metals & Mining,
TBR.AX,TBR,Basic Materials,Gold,
TCL.AX,TCL,Industrials,,
TCO.AX,TCO,Consumer Cyclical,Lodging,
TD1.AX,TD1,Healthcare,Health Information Services,
TDO.AX,TDO,Energy,,
TEA.AX,TEA,Industrials,Engineering & Construction,
TEG.AX,TEG,Energy,Oil & Gas E&P,
TEK.AX,TEK,Financial Services,Asset Management,
TER.AX,TER,Energy,Thermal Coal,
TFL.AX,TFL,Consumer Defensive,,
TG1.AX,TG1,Basic Materials,Other Precious Metals & Mining,
TGF.AX,TGF,Financial Services,Asset Management,
TGH.AX,TGH,Basic Materials,Agricultural Inputs,
TGN.AX,TGN,Basic Materials,Other Industrial Metals & Mining,
TIA.AX,TIA,Real Estate,Real Estate—Development,
TIP.AX,TIP,Financial Services,Asset Management,
TKM.AX,TKM,Basic Materials,Other Industrial Metals & Mining,
TLC.AX,TLC,Consumer Cyclical,Gambling,
TLG.AX,TLG,Basic Materials,Other Industrial Metals & Mining,
TLM.AX,TLM,Basic Materials,Other Precious Metals & Mining,
TLS.AX,TLS,Communication Services,,
TLX.AX,TLX,Healthcare,Biotechnology,
TM1.AX,TM1,Basic Materials,Other Precious Metals & Mining,
TMB.AX,TMB,Basic Materials,Gold,
TMK.AX,TMK,Energy,Oil & Gas E&P,
TML.AX,TML,Utilities,Utilities—Renewable,
TMX.AX,TMX,Basic Materials,Gold,
TNC.AX,TNC,Basic Materials,Copper,
TNE.AX,TNE,Technology,Software—Application,
TNY.AX,TNY,Communication Services,Internet Content & Information,
TOR.AX,TOR,Basic Materials,Gold,
TOT.AX,TOT,Real Estate,REIT—Diversified,
TPC.AX,TPC,Utilities,Utilities—Diversified,
TPG.AX,TPG,Communication Services,Telecom Services,
TPW.AX,TPW,Consumer Cyclical,Specialty Retail,
TR8.AX,TR8,Consumer Defensive,Packaged Foods,
TRE.AX,TRE,Basic Materials,Gold,
TRI.AX,TRI,Healthcare,Health Information Services,
TRJ.AX,TRJ,Healthcare,Medical Instruments & Supplies,
TRP.AX,TRP,Healthcare,Biotechnology,
TSO.AX,TSO,Basic Materials,Gold,
TTT.AX,TTT,Industrials,Specialty Industrial Machinery,
TTX.AX,TTX,Healthcare,Biotechnology,
TUA.AX,TUA,Communication Services,Telecom Services,
TVL.AX,TVL,Financial Services,Asset Management,
TVN.AX,TVN,Basic Materials,Other Industrial Metals & Mining,
TWD.AX,TWD,Consumer Cyclical,Residential Construction,
TWE.AX,TWE,Consumer Defensive,Beverages—Wineries & Distilleries,
TXR.AX,TXR,Basic Materials,Other Industrial Metals & Mining,
TYR.AX,TYR,Technology,Software—Infrastructure,
TYX.AX,TYX,Basic Materials,Gold,
TZL.AX,TZL,Industrials,Security & Protection Services,
TZN.AX,TZN,Basic Materials,Other Industrial Metals & Mining,
UBI.AX,UBI,Healthcare,,
UBN.AX,UBN,Technology,Software—Application,
UCM.AX,UCM,Healthcare,,
UNI.AX,UNI,Consumer Cyclical,Apparel Retail,
UNT.AX,UNT,Technology,Software—Application,
UOS.AX,UOS,Real Estate,Real Estate—Development,
URF.AX,URF,Real Estate,REIT—Residential,
USC.AX,USC,Basic Materials,Other Industrial Metals & Mining,
USM.AX,USM,Basic Materials,Gold,
UWC.AX,UWC,Financial Services,Asset Management,
VAN.AX,VAN,Basic Materials,Other Precious Metals & Mining,
VAU.AX,VAU,Basic Materials,Gold,
VBC.AX,VBC,Industrials,Engineering & Construction,
VBS.AX,VBS,Healthcare,Biotechnology,
VBX.AX,VBX,Basic Materials,Aluminum,
VCX.AX,VCX,Real Estate,REIT—Retail,
VEA.AX,VEA,Energy,Oil & Gas Refining & Marketing,
VEE.AX,VEE,Industrials,Aerospace & Defense,
VEN.AX,VEN,Energy,Oil & Gas E&P,
VFX.AX,VFX,Healthcare,Health Information Services,
VFY.AX,VFY,Technology,Software—Infrastructure,
VGN.AX,VGN,Industrials,Airlines,
VHL.AX,VHL,Healthcare,Health Information Services,
VHM.AX,VHM,Basic Materials,Other Industrial Metals & Mining,
VIG.AX,VIG,Technology,,
VIT.AX,VIT,Healthcare,Drug Manufacturers—Specialty & Generic,
VKA.AX,VKA,Basic Materials,Gold,
VLS.AX,VLS,Healthcare,Drug Manufacturers—Specialty & Generic,
VMC.AX,VMC,Basic Materials,Other Industrial Metals & Mining,
VML.AX,VML,Basic Materials,Other Industrial Metals & Mining,
VMM.AX,VMM,Basic Materials,Other Industrial Metals & Mining,
VMS.AX,VMS,Basic Materials,Other Industrial Metals & Mining,
VMT.AX,VMT,Consumer Cyclical,Recreational Vehicles,
VNL.AX,VNL,Technology,Software—Application,
VNT.AX,VNT,Industrials,Infrastructure Operations,
VPR.AX,VPR,Utilities,Utilities—Renewable,
VR1.AX,VR1,Technology,Software—Application,
VRC.AX,VRC,Basic Materials,,
VRL.AX,VRL,Basic Materials,Other Industrial Metals & Mining,
VRS.AX,VRS,Industrials,Engineering & Construction,
VRX.AX,VRX,Basic Materials,Other Industrial Metals & Mining,
VSL.AX,VSL,Basic Materials,Steel,
VTA.AX,VTA,Basic Materials,Other Precious Metals & Mining,
VTM.AX,VTM,Basic Materials,Industrial Metals & Minerals,
VTX.AX,VTX,Basic Materials,Gold,
VUL.AX,VUL,Basic Materials,Other Industrial Metals & Mining,
VVA.AX,VVA,Consumer Cyclical,Leisure,
VYS.AX,VYS,Industrials,Engineering & Construction,
W2V.AX,W2V,Technology,Software—Infrastructure,
WAF.AX,WAF,Basic Materials,Gold,
WAG.AX,WAG,Financial Services,Asset Management,
WAK.AX,WAK,Basic Materials,Other Industrial Metals & Mining,
WAR.AX,WAR,Financial Services,Asset Management,
WAT.AX,WAT,Industrials,Pollution & Treatment Controls,
WBC.AX,WBC,Financial Services,,
WBT.AX,WBT,Technology,Semiconductors,
WC1.AX,WC1,Basic Materials,Gold,
WC8.AX,WC8,Basic Materials,Gold,
WCN.AX,WCN,Basic Materials,Gold,
WDS.AX,WDS,Energy,,
WEB.AX,WEB,Consumer Cyclical,Travel Services,
WEC.AX,WEC,Energy,Thermal Coal,
WEL.AX,WEL,Energy,Oil & Gas E&P,
WES.AX,WES,Consumer Cyclical,,
WGN.AX,WGN,Basic Materials,Building Materials,
WGR.AX,WGR,Basic Materials,Gold,
WGX.AX,WGX,Basic Materials,Gold,
WHC.AX,WHC,Energy,Thermal Coal,
WHI.AX,WHI,Financial Services,Asset Management,
WHK.AX,WHK,Technology,Software—Infrastructure,
WIN.AX,WIN,Basic Materials,Other Industrial Metals & Mining,
WJL.AX,WJL,Consumer Cyclical,Travel Services,
WMG.AX,WMG,Basic Materials,Gold,
WNR.AX,WNR,Consumer Defensive,,
WNX.AX,WNX,Consumer Defensive,Packaged Foods,
WOA.AX,WOA,Consumer Defensive,Packaged Foods,
WOR.AX,WOR,Energy,Oil & Gas Equipment & Services,
WOT.AX,WOT,Real Estate,Real Estate Services,
WOW.AX,WOW,Consumer Defensive,,
WPR.AX,WPR,Real Estate,REIT—Specialty,
WRK.AX,WRK,Technology,Software—Infrastructure,
WRX.AX,WRX,Basic Materials,Other Precious Metals & Mining,
WSI.AX,WSI,Industrials,Engineering & Construction,
WTC.AX,WTC,Technology,Software—Application,
WTL.AX,WTL,Financial Services,Asset Management,
WTM.AX,WTM,Basic Materials,Other Industrial Metals & Mining,
WWG.AX,WWG,Industrials,Integrated Freight & Logistics,
WWI.AX,WWI,Basic Materials,Gold,
WYX.AX,WYX,Basic Materials,Other Industrial Metals & Mining,
WZR.AX,WZR,Financial Services,Credit Services,
X2M.AX,X2M,Technology,Scientific & Technical Instruments,
XEN.AX,XEN,Consumer Cyclical,Department Stores,
XF1.AX,XF1,Technology,Software—Application,
XGL.AX,XGL,Communication Services,Advertising Agencies,
XPD.AX,XPD,Basic Materials,Other Precious Metals & Mining,
XPN.AX,XPN,Technology,Software—Infrastructure,
XRA.AX,XRA,Basic Materials,Other Industrial Metals & Mining,
XRF.AX,XRF,Industrials,Conglomerates,
XRG.AX,XRG,Consumer Cyclical,Leisure,
XRO.AX,XRO,Technology,,
XST.AX,XST,Energy,Oil & Gas E&P,
YAL.AX,YAL,Energy,Thermal Coal,
YAR.AX,YAR,Energy,Thermal Coal,
YOJ.AX,YOJ,Technology,Software—Application,
YOW.AX,YOW,Consumer Defensive,,
YRL.AX,YRL,Basic Materials,Gold,
YUG.AX,YUG,Basic Materials,Other Industrial Metals & Mining,
ZAG.AX,ZAG,Basic Materials,Gold,
ZEO.AX,ZEO,Basic Materials,Other Industrial Metals & Mining,
ZGL.AX,ZGL,Industrials,Specialty Industrial Machinery,
ZIM.AX,ZIM,Basic Materials,Other Precious Metals & Mining,
ZIP.AX,ZIP,Financial Services,Credit Services,
ZLD.AX,ZLD,Healthcare,,
ZMI.AX,ZMI,Basic Materials,Other Industrial Metals & Mining,
ZMM.AX,ZMM,Industrials,Electrical Equipment & Parts,
ZNC.AX,ZNC,Basic Materials,Other Industrial Metals & Mining,
ZNO.AX,ZNO,Consumer Defensive,Household & Personal Products,
