provider_symbol,symbol,sector,industry,source
ENP.AX,ENP,Healthcare,Biotechnology,
ENR.AX,ENR,Basic Materials,Other Industrial Metals & Mining,
ENT.AX,ENT,Basic Materials,Other Industrial Metals & Mining,
ENV.AX,ENV,Basic Materials,Other Industrial Metals & Mining,
EOL.AX,EOL,Technology,Software—Application,
EOS.AX,EOS,Industrials,Aerospace & Defense,
EPI.AX,EPI,Healthcare,Medical Devices,
EPM.AX,EPM,Basic Materials,Other Industrial Metals & Mining,
EPN.AX,EPN,Healthcare,Drug Manufacturers—Specialty & Generic,
EPX.AX,EPX,Technology,Software—Infrastructure,
EPY.AX,EPY,Financial Services,Credit Services,
EQR.AX,EQR,Basic Materials,Other Industrial Metals & Mining,
EQT.AX,EQT,Financial Services,Asset Management,
ERA.AX,ERA,Energy,,
ERE.AX,ERE,Basic Materials,Other Precious Metals & Mining,
ERG.AX,ERG,Consumer Defensive,Beverages—Non-Alcoholic,
ERL.AX,ERL,Basic Materials,Other Precious Metals & Mining,
ESK.AX,ESK,Technology,Software—Application,
ESR.AX,ESR,Basic Materials,Other Industrial Metals & Mining,
ETM.AX,ETM,Basic Materials,Other Industrial Metals & Mining,
EUR.AX,EUR,Basic Materials,Other Industrial Metals & Mining,
EVE.AX,EVE,Consumer Defensive,Packaged Foods,
EVG.AX,EVG,Basic Materials,Other Industrial Metals & Mining,
EVN.AX,EVN,Basic Materials,Gold,
EVO.AX,EVO,Consumer Defensive,Education & Training Services,
EVR.AX,EVR,Basic Materials,Other Industrial Metals & Mining,
EVT.AX,EVT,Communication Services,Entertainment,
EVZ.AX,EVZ,Industrials,Engineering & Construction,
EWC.AX,EWC,Utilities,Utilities—Independent Power Producers,
EXL.AX,EXL,Healthcare,Drug Manufacturers—Specialty & Generic,
EXP.AX,EXP,Consumer Cyclical,Leisure,
EXR.AX,EXR,Energy,Oil & Gas E&P,
EXT.AX,EXT,Technology,Software—Infrastructure,
EYE.AX,EYE,Healthcare,Medical Devices,
EZL.AX,EZL,Financial Services,Asset Management,
EZZ.AX,EZZ,Healthcare,Biotechnology,
FAU.AX,FAU,Basic Materials,Gold,
FBR.AX,FBR,Real Estate,Real Estate Services,
FCG.AX,FCG,Healthcare,,
FCL.AX,FCL,Technology,Software—Infrastructure,
FCT.AX,FCT,Technology,Software—Infrastructure,
FDR.AX,FDR,Energy,Oil & Gas E&P,
FDV.AX,FDV,Communication Services,Internet Content & Information,
FEG.AX,FEG,Basic Materials,Other Precious Metals & Mining,
FEX.AX,FEX,Basic Materials,Steel,
FFG.AX,FFG,Financial Services,,
FFI.AX,FFI,Consumer Defensive,Confectioners,
FG1.AX,FG1,Basic Materials,Gold,
FGH.AX,FGH,Basic Materials,Specialty Chemicals,
FGR.AX,FGR,Basic Materials,Chemicals,
FHS.AX,FHS,Basic Materials,Other Industrial Metals & Mining,
FID.AX,FID,Financial Services,Asset Management,
FL1.AX,FL1,Basic Materials,,
FLC.AX,FLC,Industrials,Pollution & Treatment Controls,
FLG.AX,FLG,Basic Materials,Other Industrial Metals & Mining,
FLN.AX,FLN,Communication Services,Internet Content & Information,
FLT.AX,FLT,Consumer Cyclical,Travel Services,
FLX.AX,FLX,Technology,Software—Application,
FME.AX,FME,Basic Materials,Other Precious Metals & Mining,
FMG.AX,FMG,Basic Materials,,
FML.AX,FML,Basic Materials,Gold,
FMN.AX,FMN,Basic Materials,Other Industrial Metals & Mining,
FMR.AX,FMR,Communication Services,Internet Content & Information,
FND.AX,FND,Technology,,
FNR.AX,FNR,Basic Materials,Gold,
FNX.AX,FNX,Financial Services,,
FOS.AX,FOS,Industrials,Electrical Equipment & Parts,
FPR.AX,FPR,Industrials,Rental & Leasing Services,
FRB.AX,FRB,Basic Materials,Other Industrial Metals & Mining,
FRE.AX,FRE,Healthcare,Drug Manufacturers—General,
FRI.AX,FRI,Real Estate,Real Estate—Development,
FRM.AX,FRM,Consumer Defensive,Farm Products,
FRS.AX,FRS,Basic Materials,Other Precious Metals & Mining,
FRX.AX,FRX,Communication Services,Telecom Services,
FSA.AX,FSA,Financial Services,Credit Services,
FTI.AX,FTI,Communication Services,Electronic Gaming & Multimedia,
FUN.AX,FUN,Basic Materials,Other Industrial Metals & Mining,
FWD.AX,FWD,Industrials,Engineering & Construction,
FZR.AX,FZR,Energy,Oil & Gas E&P,
G11.AX,G11,Basic Materials,Other Industrial Metals & Mining,
G1C.AX,G1C,Real Estate,Real Estate—Diversified,
G6M.AX,G6M,Basic Materials,Other Industrial Metals & Mining,
GA8.AX,GA8,Basic Materials,Gold,
GAP.AX,GAP,Consumer Cyclical,Textile Manufacturing,
GAS.AX,GAS,Energy,Oil & Gas E&P,
GBE.AX,GBE,Basic Materials,Other Industrial Metals & Mining,
GBL.AX,GBL,Basic Materials,Other Precious Metals & Mining,
GBM.AX,GBM,Basic Materials,Gold,
GBR.AX,GBR,Basic Materials,Other Industrial Metals & Mining,
GCM.AX,GCM,Utilities,Utilities—Renewable,
GDF.AX,GDF,Real Estate,Real Estate Services,
GDG.AX,GDG,Financial Services,Asset Management,
GDI.AX,GDI,Real Estate,Real Estate Services,
GDM.AX,GDM,Basic Materials,Gold,
GDR.AX,GDR,Basic Materials,Other Industrial Metals & Mining,
GED.AX,GED,Basic Materials,Other Industrial Metals & Mining,
GEM.AX,GEM,Consumer Defensive,Education & Training Services,
GES.AX,GES,Basic Materials,Other Industrial Metals & Mining,
GG8.AX,GG8,Basic Materials,Gold,
GGE.AX,GGE,Energy,Oil & Gas E&P,
GGP.AX,GGP,Basic Materials,Gold,
GGR.AX,GGR,Basic Materials,Other Precious Metals & Mining,
GHM.AX,GHM,Basic Materials,Gold,
GIB.AX,GIB,Basic Materials,Other Precious Metals & Mining,
GL1.AX,GL1,Basic Materials,Other Industrial Metals & Mining,
GLB.AX,GLB,Consumer Cyclical,Apparel Manufacturing,
GLE.AX,GLE,Consumer Cyclical,,
GLF.AX,GLF,Real Estate,Real Estate—Development,
GLH.AX,GLH,Healthcare,Health Information Services,
GLN.AX,GLN,Basic Materials,Other Industrial Metals & Mining,
GMD.AX,GMD,Basic Materials,Gold,
GMG.AX,GMG,Real Estate,,
GML.AX,GML,Basic Materials,Gold,
GMN.AX,GMN,Basic Materials,Gold,
GNC.AX,GNC,Consumer Defensive,Farm Products,
GNG.AX,GNG,Basic Materials,Other Industrial Metals & Mining,
GNP.AX,GNP,Industrials,Engineering & Construction,
GOW.AX,GOW,Financial Services,Asset Management,
GOZ.AX,GOZ,Real Estate,REIT—Office,
GPT.AX,GPT,Real Estate,REIT—Diversified,
GQG.AX,GQG,Financial Services,Asset Management,
GR8.AX,GR8,Basic Materials,Other Industrial Metals & Mining,
GRE.AX,GRE,Basic Materials,Other Industrial Metals & Mining,
GRL.AX,GRL,Basic Materials,Other Precious Metals & Mining,
GRR.AX,GRR,Basic Materials,Steel,
GRX.AX,GRX,Basic Materials,Copper,
GSM.AX,GSM,Basic Materials,Gold,
GSS.AX,GSS,Healthcare,Diagnostics & Research,
GT1.AX,GT1,Basic Materials,Other Industrial Metals & Mining,
GT3.AX,GT3,Industrials,Conglomerates,
GTE.AX,GTE,Basic Materials,Other Industrial Metals & Mining,
GTG.AX,GTG,Healthcare,,
GTI.AX,GTI,Technology,Software—Application,
GTN.AX,GTN,Communication Services,Advertising Agencies,
GUL.AX,GUL,Basic Materials,Gold,
GUM.AX,GUM,Communication Services,Internet Content & Information,
GWA.AX,GWA,Industrials,Building Products & Equipment,
GWR.AX,GWR,Basic Materials,Steel,
GYG.AX,GYG,Consumer Cyclical,Restaurants,
H2G.AX,H2G,Industrials,Electrical Equipment & Parts,
H3E.AX,H3E,Energy,Oil & Gas E&P,
HAL.AX,HAL,Technology,Software—Application,
HAR.AX,HAR,Basic Materials,Other Precious Metals & Mining,
HAV.AX,HAV,Basic Materials,Gold,
HAW.AX,HAW,Basic Materials,Gold,
HCL.AX,HCL,Industrials,Aerospace & Defense,
HCT.AX,HCT,Consumer Defensive,Packaged Foods,
HCW.AX,HCW,Real Estate,REIT—Healthcare Facilities,
HDN.AX,HDN,Real Estate,REIT—Retail,
HE8.AX,HE8,Energy,Oil & Gas E&P,
HFY.AX,HFY,Communication Services,Telecom Services,
HGO.AX,HGO,Basic Materials,Copper,
HIQ.AX,HIQ,Healthcare,Health Information Services,
HIT.AX,HIT,Industrials,Staffing & Employment Services,
HLI.AX,HLI,Financial Services,Insurance—Specialty,
HLO.AX,HLO,Consumer Cyclical,Travel Services,
HLS.AX,HLS,Healthcare,Diagnostics & Research,
HLX.AX,HLX,Basic Materials,Other Industrial Metals & Mining,
HM1.AX,HM1,Financial Services,Asset Management,
HMC.AX,HMC,Real Estate,REIT—Diversified,
HMD.AX,HMD,Healthcare,Medical Devices,
HMG.AX,HMG,Basic Materials,Gold,
HMI.AX,HMI,Industrials,Staffing & Employment Services,
HMX.AX,HMX,Basic Materials,Other Precious Metals & Mining,
HMY.AX,HMY,Financial Services,Credit Services,
HOR.AX,HOR,Basic Materials,Other Industrial Metals & Mining,
HPC.AX,HPC,Consumer Defensive,Food Distribution,
HPG.AX,HPG,Technology,Software—Application,
HPR.AX,HPR,Energy,Oil & Gas E&P,
HRE.AX,HRE,Energy,Uranium,
HRN.AX,HRN,Basic Materials,Gold,
HSN.AX,HSN,Technology,Software—Application,
HT8.AX,HT8,Consumer Cyclical,Internet Retail,
HUB.AX,HUB,Financial Services,Capital Markets,
HUM.AX,HUM,Financial Services,Credit Services,
HVN.AX,HVN,Consumer Cyclical,Specialty Retail,
HVY.AX,HVY,Basic Materials,Other Industrial Metals & Mining,
HWK.AX,HWK,Basic Materials,Other Industrial Metals & Mining,
HXL.AX,HXL,Healthcare,,
HYD.AX,HYD,Technology,Scientific & Technical Instruments,
HZN.AX,HZN,Energy,Oil & Gas E&P,
HZR.AX,HZR,Basic Materials,Chemicals,
I88.AX,I88,Basic Materials,Other Industrial Metals & Mining,
IAG.AX,IAG,Financial Services,Insurance—Property & Casualty,
IAM.AX,IAM,Financial Services,Asset Management,
IBR.AX,IBR,Basic Materials,Other Industrial Metals & Mining,
IBX.AX,IBX,Healthcare,Diagnostics & Research,
ICE.AX,ICE,Technology,Software—Application,
ICL.AX,ICL,Basic Materials,Gold,
ICR.AX,ICR,Healthcare,Health Information Services,
ICU.AX,ICU,Financial Services,,
ID8.AX,ID8,Technology,Software—Application,
IDA.AX,IDA,Basic Materials,Other Precious Metals & Mining,
IDT.AX,IDT,Healthcare,Drug Manufacturers—Specialty & Generic,
IDX.AX,IDX,Healthcare,Diagnostics & Research,
IEL.AX,IEL,Consumer Defensive,Education & Training Services,
IEQ.AX,IEQ,Real Estate,,
IFG.AX,IFG,Technology,Information Technology Services,
IFN.AX,IFN,Industrials,Waste Management,
IG6.AX,IG6,Basic Materials,Other Industrial Metals & Mining,
IGL.AX,IGL,Communication Services,Advertising Agencies,
IGN.AX,IGN,Industrials,Staffing & Employment Services,
IGO.AX,IGO,Basic Materials,Other Industrial Metals & Mining,
IIQ.AX,IIQ,Healthcare,Diagnostics & Research,
ILA.AX,ILA,Healthcare,Biotechnology,
ILT.AX,ILT,Basic Materials,Other Precious Metals & Mining,
ILU.AX,ILU,Basic Materials,Other Industrial Metals & Mining,
IMA.AX,IMA,Basic Materials,Other Industrial Metals & Mining,
IMB.AX,IMB,Industrials,Security & Protection Services,
IMC.AX,IMC,Healthcare,Biotechnology,
IMD.AX,IMD,Industrials,Farm & Heavy Construction Machinery,
IME.AX,IME,Healthcare,Diagnostics & Research,
IMI.AX,IMI,Basic Materials,Other Industrial Metals & Mining,
IMM.AX,IMM,Healthcare,Biotechnology,
IMR.AX,IMR,Healthcare,Medical Devices,
IMU.AX,IMU,Healthcare,Biotechnology,
INA.AX,INA,Real Estate,REIT—Residential,
ING.AX,ING,Consumer Defensive,Farm Products,
INR.AX,INR,Basic Materials,Other Industrial Metals & Mining,
INV.AX,INV,Financial Services,Financial Conglomerates,
IOD.AX,IOD,Technology,Software—Application,
IOV.AX,IOV,Technology,Software—Application,
IPC.AX,IPC,Financial Services,,
IPD.AX,IPD,Healthcare,Medical Devices,
IPG.AX,IPG,Industrials,Specialty Industrial Machinery,
IPH.AX,IPH,Industrials,Specialty Business Services,
IPT.AX,IPT,Basic Materials,Other Industrial Metals & Mining,
IR1.AX,IR1,Basic Materials,Gold,
IRD.AX,IRD,Basic Materials,Steel,
IRE.AX,IRE,Technology,Software—Application,
IRI.AX,IRI,Technology,Software—Application,
IS3.AX,IS3,Communication Services,Advertising Agencies,
ITM.AX,ITM,Basic Materials,Other Industrial Metals & Mining,
ITS.AX,ITS,Technology,Information Technology Services,
IVR.AX,IVR,Basic Materials,Other Precious Metals & Mining,
IVX.AX,IVX,Healthcare,Drug Manufacturers—Specialty & Generic,
IVZ.AX,IVZ,Energy,Oil & Gas E&P,
IXC.AX,IXC,Healthcare,Biotechnology,
IXR.AX,IXR,Basic Materials,Other Industrial Metals & Mining,
JAL.AX,JAL,Basic Materials,Coking Coal,
JAN.AX,JAN,Technology,Software—Application,
JAT.AX,JAT,Consumer Defensive,Packaged Foods,
JAV.AX,JAV,Basic Materials,Other Industrial Metals & Mining,
JAY.AX,JAY,Industrials,,
JBH.AX,JBH,Consumer Cyclical,Specialty Retail,
JCS.AX,JCS,Technology,Software—Application,
JDO.AX,JDO,Financial Services,Banks—Regional,
JHX.AX,JHX,Basic Materials,,
JIN.AX,JIN,Consumer Cyclical,Gambling,
JLL.AX,JLL,Basic Materials,Other Industrial Metals & Mining,
JMS.AX,JMS,Basic Materials,Other Industrial Metals & Mining,
JNO.AX,JNO,Basic Materials,Other Industrial Metals & Mining,
JNS.AX,JNS,Utilities,Utilities—Renewable,
JPR.AX,JPR,Energy,,
JYC.AX,JYC,Consumer Cyclical,Specialty Retail,
KAL.AX,KAL,Basic Materials,Gold,
KAM.AX,KAM,Financial Services,Asset Management,
KAR.AX,KAR,Energy,Oil & Gas E&P,
KAT.AX,KAT,Financial Services,Asset Management,
KAU.AX,KAU,Basic Materials,Gold,
KBC.AX,KBC,Financial Services,,
KCN.AX,KCN,Basic Materials,Gold,
KEY.AX,KEY,Energy,Oil & Gas E&P,
KFM.AX,KFM,Basic Materials,Other Precious Metals & Mining,
KGN.AX,KGN,Consumer Cyclical,Internet Retail,
KLS.AX,KLS,Industrials,Railroads,
KLV.AX,KLV,Technology,Software—Application,
KM1.AX,KM1,Basic Materials,Other Industrial Metals & Mining,
KME.AX,KME,Consumer Defensive,Education & Training Services,
KNB.AX,KNB,Basic Materials,Gold,
KNG.AX,KNG,Basic Materials,Other Industrial Metals & Mining,
KNI.AX,KNI,Basic Materials,Other Industrial Metals & Mining,
KNO.AX,KNO,Technology,Software—Infrastructure,
KOA.AX,KOA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
KOV.AX,KOV,Industrials,Metal Fabrication,
KPG.AX,KPG,Industrials,Specialty Business Services,
KRR.AX,KRR,Basic Materials,Other Industrial Metals & Mining,
KSC.AX,KSC,Industrials,Integrated Freight & Logistics,
KSL.AX,KSL,Financial Services,Financial Conglomerates,
KSN.AX,KSN,Basic Materials,Gold,
KTA.AX,KTA,Basic Materials,Gold,
KYN.AX,KYN,Financial Services,Asset Management,
KYP.AX,KYP,Technology,Information Technology Services,
KZR.AX,KZR,Basic Materials,Gold,
L1G.AX,L1G,Financial Services,Asset Management,
L1M.AX,L1M,Basic Materials,Other Industrial Metals & Mining,
LAT.AX,LAT,Basic Materials,Gold,
LAU.AX,LAU,Industrials,Trucking,
LBL.AX,LBL,Industrials,Specialty Industrial Machinery,
LCE.AX,LCE,Financial Services,,
LCL.AX,LCL,Basic Materials,Other Precious Metals & Mining,
LCY.AX,LCY,Basic Materials,Gold,
LDR.AX,LDR,Basic Materials,Other Precious Metals & Mining,
LDX.AX,LDX,Healthcare,Medical Devices,
LED.AX,LED,Real Estate,Real Estate Services,
LEG.AX,LEG,Basic Materials,Other Industrial Metals & Mining,
LEX.AX,LEX,Basic Materials,Other Industrial Metals & Mining,
LFG.AX,LFG,Financial Services,Credit Services,
LFS.AX,LFS,Financial Services,Credit Services,
LGI.AX,LGI,Utilities,Utilities—Renewable,
LGM.AX,LGM,Basic Materials,Other Industrial Metals & Mining,
LGP.AX,LGP,Healthcare,Drug Manufacturers—Specialty & Generic,
LIB.AX,LIB,Basic Materials,Other Industrial Metals & Mining,
LIC.AX,LIC,Real Estate,Real Estate—Diversified,
LIN.AX,LIN,Basic Materials,Other Industrial Metals & Mining,
LIO.AX,LIO,Energy,Oil & Gas E&P,
LIT.AX,LIT,Industrials,Waste Management,
LKE.AX,LKE,Basic Materials,Other Industrial Metals & Mining,
LKY.AX,LKY,Basic Materials,Other Precious Metals & Mining,
LLC.AX,LLC,Real Estate,Real Estate—Diversified,
LLM.AX,LLM,Basic Materials,Other Industrial Metals & Mining,
LM1.AX,LM1,Basic Materials,Other Industrial Metals & Mining,
LM8.AX,LM8,Basic Materials,Other Industrial Metals & Mining,
LML.AX,LML,Basic Materials,Other Industrial Metals & Mining,
LMS.AX,LMS,Basic Materials,Other Precious Metals & Mining,
LNQ.AX,LNQ,Basic Materials,Other Industrial Metals & Mining,
LNW.AX,LNW,Consumer Cyclical,Gambling,
LOT.AX,LOT,Basic Materials,Other Industrial Metals & Mining,
LOV.AX,LOV,Consumer Cyclical,Specialty Retail,
LPE.AX,LPE,Utilities,Utilities—Regulated Electric,
LRD.AX,LRD,Basic Materials,Other Industrial Metals & Mining,
LRK.AX,LRK,Consumer Defensive,Beverages—Wineries & Distilleries,
LRM.AX,LRM,Basic Materials,Other Precious Metals & Mining,
LRV.AX,LRV,Basic Materials,Other Precious Metals & Mining,
LTP.AX,LTP,Healthcare,Biotechnology,
LTR.AX,LTR,Basic Materials,Other Industrial Metals & Mining,
LU7.AX,LU7,Basic Materials,Other Industrial Metals & Mining,
LVE.AX,LVE,Communication Services,Internet Content & Information,
LYC.AX,LYC,Basic Materials,Other Industrial Metals & Mining,
LYL.AX,LYL,Industrials,Engineering & Construction,
M24.AX,M24,Basic Materials,Other Industrial Metals & Mining,
M2M.AX,M2M,Basic Materials,Gold,
M4M.AX,M4M,Basic Materials,Steel,
M79.AX,M79,Basic Materials,Other Precious Metals & Mining,
M7T.AX,M7T,Healthcare,Health Information Services,
M96.AX,M96,Basic Materials,Other Industrial Metals & Mining,
MAD.AX,MAD,Industrials,Specialty Business Services,
MAF.AX,MAF,Financial Services,Asset Management,
MAG.AX,MAG,Basic Materials,Gold,
MAH.AX,MAH,Basic Materials,Other Industrial Metals & Mining,
MAM.AX,MAM,Financial Services,Asset Management,
MAN.AX,MAN,Basic Materials,Other Industrial Metals & Mining,
MAP.AX,MAP,Healthcare,Diagnostics & Research,
MAQ.AX,MAQ,Technology,Information Technology Services,
MAT.AX,MAT,Basic Materials,Gold,
MBH.AX,MBH,Consumer Defensive,Packaged Foods,
MCA.AX,MCA,Consumer Defensive,Farm Products,
MCM.AX,MCM,Energy,Thermal Coal,
MCO.AX,MCO,Consumer Cyclical,Packaging & Containers,
MCP.AX,MCP,Consumer Defensive,Household & Personal Products,
MDI.AX,MDI,Basic Materials,Gold,
MDX.AX,MDX,Basic Materials,Gold,
MEI.AX,MEI,Basic Materials,Other Industrial Metals & Mining,
MEK.AX,MEK,Basic Materials,Gold,
MEL.AX,MEL,Energy,Oil & Gas E&P,
MEM.AX,MEM,Healthcare,Medical Devices,
MEU.AX,MEU,Basic Materials,Other Industrial Metals & Mining,
MFD.AX,MFD,Consumer Cyclical,Personal Services,
MFF.AX,MFF,Financial Services,Asset Management,
MFG.AX,MFG,Financial Services,Asset Management,
MGA.AX,MGA,Basic Materials,Other Industrial Metals & Mining,
MGH.AX,MGH,Industrials,Engineering & Construction,
MGL.AX,MGL,Basic Materials,Other Industrial Metals & Mining,
MGR.AX,MGR,Real Estate,REIT—Diversified,
MGT.AX,MGT,Basic Materials,Other Industrial Metals & Mining,
MGU.AX,MGU,Basic Materials,Other Industrial Metals & Mining,
MGX.AX,MGX,Basic Materials,Steel,
MHJ.AX,MHJ,Consumer Cyclical,Luxury Goods,
MHK.AX,MHK,Basic Materials,Other Industrial Metals & Mining,
MHM.AX,MHM,Basic Materials,Other Precious Metals & Mining,
MIN.AX,MIN,Basic Materials,Other Industrial Metals & Mining,
MIR.AX,MIR,Financial Services,Asset Management,
MKR.AX,MKR,Basic Materials,Other Precious Metals & Mining,
ML8.AX,ML8,Basic Materials,Gold,
MLG.AX,MLG,Basic Materials,Other Industrial Metals & Mining,
MLS.AX,MLS,Basic Materials,Other Industrial Metals & Mining,
MLX.AX,MLX,Basic Materials,Other Industrial Metals & Mining,
MM8.AX,MM8,Basic Materials,Other Precious Metals & Mining,
MME.AX,MME,Financial Services,Credit Services,
MMI.AX,MMI,Basic Materials,Other Industrial Metals & Mining,
MML.AX,MML,Basic Materials,Other Industrial Metals & Mining,
MMR.AX,MMR,Energy,Oil & Gas E&P,
MMS.AX,MMS,Industrials,Staffing & Employment Services,
MNB.AX,MNB,Basic Materials,Agricultural Inputs,
MNC.AX,MNC,Consumer Cyclical,Apparel Manufacturing,
MND.AX,MND,Industrials,Engineering & Construction,
MNE.AX,MNE,Energy,Oil & Gas E&P,
MOH.AX,MOH,Basic Materials,Other Precious Metals & Mining,
MP1.AX,MP1,Technology,Software—Infrastructure,
MPL.AX,MPL,Financial Services,Insurance—Specialty,
MPR.AX,MPR,Financial Services,,
MPW.AX,MPW,Basic Materials,Other Industrial Metals & Mining,
MPX.AX,MPX,Real Estate,Real Estate—Development,
MQG.AX,MQG,Financial Services,,
MRD.AX,MRD,Basic Materials,Other Industrial Metals & Mining,
MRR.AX,MRR,Basic Materials,Other Industrial Metals & Mining,
MRT.AX,MRT,Basic Materials,Gold,
MRZ.AX,MRZ,Basic Materials,Other Industrial Metals & Mining,
MSB.AX,MSB,Healthcare,Biotechnology,
MSI.AX,MSI,Industrials,,
MSV.AX,MSV,Basic Materials,Other Industrial Metals & Mining,
MTH.AX,MTH,Basic Materials,Other Industrial Metals & Mining,
MTL.AX,MTL,Basic Materials,Other Industrial Metals & Mining,
MTO.AX,MTO,Consumer Cyclical,Auto & Truck Dealerships,
MTS.AX,MTS,Consumer Defensive,Food Distribution,
MVF.AX,MVF,Healthcare,Diagnostics & Research,
MVL.AX,MVL,Basic Materials,Gold,
MVP.AX,MVP,Healthcare,Drug Manufacturers—Specialty & Generic,
MX1.AX,MX1,Healthcare,Medical Devices,
MXI.AX,MXI,Consumer Cyclical,Auto Parts,
MXO.AX,MXO,Communication Services,Advertising Agencies,
MYE.AX,MYE,Basic Materials,Other Industrial Metals & Mining,
MYG.AX,MYG,Technology,Communication Equipment,
MYR.AX,MYR,Consumer Cyclical,Department Stores,
MYS.AX,MYS,Financial Services,Banks—Regional,
MYX.AX,MYX,Healthcare,Medical Distribution,
N1H.AX,N1H,Financial Services,Mortgage Finance,
NAB.AX,NAB,Financial Services,,
NAE.AX,NAE,Basic Materials,Other Industrial Metals & Mining,
NAG.AX,NAG,Basic Materials,Gold,
NAN.AX,NAN,Healthcare,Medical Instruments & Supplies,
NC6.AX,NC6,Consumer Cyclical,Textile Manufacturing,
NCK.AX,NCK,Consumer Cyclical,Specialty Retail,
NDO.AX,NDO,Consumer Defensive,Education & Training Services,
NEC.AX,NEC,Communication Services,Entertainment,
NES.AX,NES,Basic Materials,Gold,
NEU.AX,NEU,Healthcare,Biotechnology,
NGE.AX,NGE,Financial Services,Asset Management,
NGI.AX,NGI,Financial Services,Asset Management,
NGS.AX,NGS,Consumer Defensive,Packaged Foods,
NGX.AX,NGX,Basic Materials,Other Industrial Metals & Mining,
NH3.AX,NH3,Basic Materials,Other Industrial Metals & Mining,
NHC.AX,NHC,Energy,Thermal Coal,
NHE.AX,NHE,Basic Materials,Specialty Chemicals,
NHF.AX,NHF,Financial Services,Insurance—Specialty,
NIC.AX,NIC,Basic Materials,Other Industrial Metals & Mining,
NIM.AX,NIM,Basic Materials,Other Industrial Metals & Mining,
NMG.AX,NMG,Basic Materials,Other Industrial Metals & Mining,
NMR.AX,NMR,Basic Materials,Other Industrial Metals & Mining,
NNL.AX,NNL,Basic Materials,Other Industrial Metals & Mining,
NOL.AX,NOL,Financial Services,Insurance—Life,
NOR.AX,NOR,Communication Services,Telecom Services,
NOU.AX,NOU,Consumer Defensive,Packaged Foods,
NOV.AX,NOV,Technology,Software—Infrastructure,
NOX.AX,NOX,Healthcare,Biotechnology,
NPM.AX,NPM,Basic Materials,Gold,
NRX.AX,NRX,Basic Materials,Copper,
NS1.AX,NS1,Technology,Software—Application,
NSB.AX,NSB,Healthcare,Biotechnology,
NST.AX,NST,Basic Materials,Gold,
NTD.AX,NTD,Consumer Cyclical,Auto Parts,
NTI.AX,NTI,Healthcare,Biotechnology,
NTU.AX,NTU,Basic Materials,Other Industrial Metals & Mining,
NUC.AX,NUC,Consumer Defensive,Packaged Foods,
NUF.AX,NUF,Basic Materials,Agricultural Inputs,
NUZ.AX,NUZ,Healthcare,Biotechnology,
NVA.AX,NVA,Basic Materials,Other Industrial Metals & Mining,
NVQ.AX,NVQ,Technology,,
NVU.AX,NVU,Technology,Software—Application,
NVX.AX,NVX,Industrials,Electrical Equipment & Parts,
NWH.AX,NWH,Industrials,Conglomerates,
NWL.AX,NWL,Technology,Software—Application,
NWM.AX,NWM,Basic Materials,Gold,
NX1.AX,NX1,Healthcare,Biotechnology,
NXD.AX,NXD,Consumer Defensive,Education & Training Services,
NXL.AX,NXL,Technology,Software—Application,
NXM.AX,NXM,Basic Materials,Gold,
NXN.AX,NXN,Healthcare,Biotechnology,
NXT.AX,NXT,Technology,Information Technology Services,
NYM.AX,NYM,Basic Materials,Other Industrial Metals & Mining,
NYR.AX,NYR,Healthcare,Biotechnology,
OAK.AX,OAK,Healthcare,Health Information Services,
OB1.AX,OB1,Basic Materials,Other Industrial Metals & Mining,
OBL.AX,OBL,Financial Services,Asset Management,
OBM.AX,OBM,Basic Materials,Gold,
OCC.AX,OCC,Healthcare,Biotechnology,
OCL.AX,OCL,Technology,Software—Application,
OCN.AX,OCN,Basic Materials,Other Industrial Metals & Mining,
OCT.AX,OCT,Basic Materials,Other Precious Metals & Mining,
ODA.AX,ODA,Industrials,Integrated Freight & Logistics,
ODE.AX,ODE,Basic Materials,Other Precious Metals & Mining,
OEC.AX,OEC,Industrials,Aerospace & Defense,
OEL.AX,OEL,Energy,Oil & Gas E&P,
OEQ.AX,OEQ,Financial Services,,
OFX.AX,OFX,Financial Services,Capital Markets,
OIL.AX,OIL,Technology,Scientific & Technical Instruments,
OKJ.AX,OKJ,Basic Materials,Other Industrial Metals & Mining,
OLH.AX,OLH,Industrials,,
OLI.AX,OLI,Consumer Cyclical,Restaurants,
OLL.AX,OLL,Technology,Software—Application,
OLY.AX,OLY,Basic Materials,Other Industrial Metals & Mining,
OM1.AX,OM1,Basic Materials,Other Industrial Metals & Mining,
OMA.AX,OMA,Energy,Oil & Gas E&P,
OMG.AX,OMG,Consumer Defensive,Packaged Foods,
OMH.AX,OMH,Basic Materials,Other Industrial Metals & Mining,
OML.AX,OML,Communication Services,Advertising Agencies,
OMX.AX,OMX,Basic Materials,Other Precious Metals & Mining,
ONE.AX,ONE,Healthcare,Health Information Services,
OR3.AX,OR3,Basic Materials,Other Industrial Metals & Mining,
ORA.AX,ORA,Consumer Cyclical,Packaging & Containers,
ORD.AX,ORD,Basic Materials,Gold,
ORG.AX,ORG,Utilities,,
ORI.AX,ORI,Basic Materials,Specialty Chemicals,
ORN.AX,ORN,Basic Materials,Other Industrial Metals & Mining,
OSL.AX,OSL,Healthcare,Medical Devices,
OSM.AX,OSM,Basic Materials,Other Precious Metals & Mining,
OSX.AX,OSX,Healthcare,Medical Instruments & Supplies,
